TIME,II,V
0,-10311,-1740
1,-11174,-1507
2,-10084,-831
3,-10696,-479
4,-10802,17
5,-10673,537
6,-10543,986
7,-10624,1279
8,-10716,1455
9,-10663,1563
10,-10601,1630
11,-10630,1659
12,-10681,1673
13,-10666,1663
14,-10662,1612
15,-10703,1542
16,-10738,1522
17,-10737,1611
18,-10729,1795
19,-10733,1977
20,-10709,2027
21,-10680,1823
22,-10668,1355
23,-10660,740
24,-10679,181
25,-10693,-136
26,-10722,-121
27,-10726,176
28,-10737,617
29,-10707,1030
30,-10683,1301
31,-10601,1368
32,-10519,1256
33,-10367,999
34,-10233,672
35,-10058,319
36,-9955,24
37,-9838,-176
38,-9814,-218
39,-9756,-101
40,-9761,174
41,-9684,541
42,-9645,957
43,-9520,1329
44,-9451,1628
45,-9333,1813
46,-9307,1907
47,-9271,1943
48,-9346,1963
49,-9422,1997
50,-9585,2069
51,-9719,2173
52,-9886,2319
53,-10009,2477
54,-10130,2623
55,-10217,2701
56,-10297,2674
57,-10345,2527
58,-10391,2295
59,-10389,2047
60,-10396,1849
61,-10374,1751
62,-10384,1737
63,-10395,1778
64,-10457,1829
65,-10547,1874
66,-10704,1914
67,-10862,1956
68,-10963,1995
69,-10793,2003
70,-10166,1946
71,-8850,1797
72,-6876,1564
73,-4428,1274
74,-2063,976
75,-312,702
76,264,466
77,-409,238
78,-2186,7
79,-4444,-255
80,-6700,-515
81,-8418,-742
82,-9562,-888
83,-10102,-953
84,-10373,-948
85,-10437,-928
86,-10523,-896
87,-10526,-855
88,-10557,-757
89,-10496,-596
90,-10476,-378
91,-10408,-177
92,-10416,-23
93,-10396,60
94,-10428,123
95,-10424,207
96,-10426,330
97,-10412,456
98,-10380,529
99,-10357,520
100,-10331,462
101,-10315,421
102,-10317,449
103,-10322,542
104,-10348,638
105,-10365,683
106,-10393,658
107,-10402,622
108,-10417,645
109,-10401,767
110,-10392,935
111,-10357,1053
112,-10342,994
113,-10303,706
114,-10298,217
115,-10266,-385
116,-10271,-973
117,-10238,-1459
118,-10245,-1779
119,-10211,-1937
120,-10224,-1959
121,-10188,-1900
122,-10200,-1813
123,-10155,-1734
124,-10160,-1679
125,-10103,-1647
126,-10106,-1643
127,-10058,-1689
128,-10075,-1810
129,-10044,-2002
130,-10067,-2209
131,-10036,-2316
132,-10044,-2198
133,-10001,-1799
134,-9994,-1159
135,-9947,-441
136,-9926,170
137,-9858,520
138,-9796,570
139,-9681,401
140,-9562,144
141,-9403,-69
142,-9256,-195
143,-9098,-257
144,-8978,-333
145,-8877,-474
146,-8829,-683
147,-8802,-901
148,-8818,-1053
149,-8843,-1093
150,-8902,-1017
151,-8960,-866
152,-9048,-687
153,-9118,-512
154,-9201,-376
155,-9238,-284
156,-9284,-279
157,-9289,-369
158,-9327,-554
159,-9334,-789
160,-9387,-1011
161,-9400,-1152
162,-9451,-1196
163,-9443,-1148
164,-9478,-1048
165,-9458,-921
166,-9492,-769
167,-9471,-582
168,-9502,-362
169,-9480,-134
170,-9508,27
171,-9489,77
172,-9519,-35
173,-9508,-265
174,-9538,-556
175,-9525,-814
176,-9540,-1004
177,-9518,-1128
178,-9521,-1231
179,-9499,-1346
180,-9503,-1446
181,-9482,-1460
182,-9473,-1315
183,-9424,-997
184,-9364,-588
185,-9260,-230
186,-9150,-71
187,-9019,-176
188,-8909,-528
189,-8804,-1035
190,-8738,-1592
191,-8679,-2116
192,-8643,-2539
193,-8584,-2810
194,-8526,-2871
195,-8429,-2692
196,-8354,-2292
197,-8276,-1737
198,-8279,-1150
199,-8315,-616
200,-8452,-210
201,-8595,70
202,-8795,227
203,-8940,300
204,-9087,288
205,-9164,239
206,-9219,177
207,-9231,172
208,-9232,261
209,-9214,463
210,-9221,728
211,-9200,998
212,-9224,1166
213,-9202,1181
214,-9226,981
215,-9222,602
216,-9293,67
217,-9389,-503
218,-9592,-1044
219,-9805,-1458
220,-9977,-1741
221,-9871,-1899
222,-9302,-1982
223,-8041,-2028
224,-6096,-2059
225,-3662,-2083
226,-1249,-2106
227,575,-2136
228,1283,-2173
229,713,-2215
230,-961,-2247
231,-3210,-2271
232,-5463,-2295
233,-7237,-2360
234,-8378,-2484
235,-8928,-2671
236,-9138,-2873
237,-9187,-3031
238,-9248,-3070
239,-9304,-2962
240,-9377,-2713
241,-9377,-2381
242,-9358,-2043
243,-9273,-1776
244,-9229,-1613
245,-9168,-1527
246,-9175,-1424
247,-9158,-1196
