TIMESTAMP,II,V
0,-278,1662
1,-295,1886
2,-231,1662
3,-189,1538
4,-185,1662
5,-171,1764
6,-139,1731
7,-126,1693
8,-139,1731
9,-147,1773
10,-139,1800
11,-121,1837
12,-93,1870
13,-61,1864
14,-46,1870
15,-51,1928
16,-46,2008
17,-20,2049
18,0,2077
19,-3,2134
20,0,2216
21,26,2285
22,46,2354
23,30,2444
24,0,2562
25,-9,2675
26,0,2770
27,2,2843
28,0,2908
29,3,2972
30,0,3047
31,-23,3107
32,-46,3116
33,-39,3058
34,0,2978
35,48,2907
36,93,2839
37,137,2727
38,185,2562
39,233,2359
40,278,2147
41,324,1932
42,370,1731
43,405,1546
44,417,1385
45,414,1237
46,417,1108
47,424,993
48,417,900
49,390,820
50,370,762
51,370,719
52,370,692
53,350,661
54,324,623
55,316,579
56,324,554
57,327,548
58,324,554
59,324,553
60,324,554
61,308,553
62,278,554
63,260,550
64,278,554
65,311,558
66,324,554
67,316,542
68,324,554
69,354,591
70,370,623
71,348,624
72,324,623
73,337,649
74,370,692
75,382,708
76,370,692
77,363,676
78,370,692
79,374,730
80,370,762
81,367,769
82,370,762
83,371,756
84,370,762
85,369,766
86,370,762
87,370,755
88,370,762
89,370,770
90,370,762
91,369,746
92,370,762
93,372,804
94,370,831
95,366,825
96,370,831
97,389,868
98,417,900
99,440,898
100,463,900
101,498,935
102,555,969
103,626,968
104,694,969
105,748,1005
106,787,1039
107,815,1019
108,833,969
109,827,930
110,787,900
111,731,859
112,694,831
113,677,832
114,648,831
115,584,797
116,509,762
117,453,756
118,417,762
119,386,734
120,370,692
121,369,677
122,370,692
123,346,704
124,324,692
125,312,682
126,324,692
127,325,728
128,324,762
129,320,776
130,324,762
131,326,745
132,324,762
133,309,820
134,278,900
135,238,989
136,231,1108
137,317,1241
138,555,1316
139,1005,1227
140,1712,900
141,2688,275
142,3888,-623
143,5194,-1626
144,6387,-2493
145,7136,-3134
146,7127,-3601
147,6272,-3852
148,4813,-3670
149,3193,-2974
150,1805,-2008
151,838,-1121
152,278,-415
153,-1,200
154,-139,762
155,-225,1171
156,-278,1385
157,-292,1469
158,-278,1523
159,-268,1569
160,-278,1593
161,-291,1588
162,-278,1593
163,-250,1621
164,-231,1662
165,-238,1677
166,-231,1662
167,-211,1648
168,-185,1662
169,-186,1700
170,-185,1731
171,-166,1740
172,-139,1731
173,-131,1721
174,-139,1731
175,-129,1759
176,-93,1800
177,-56,1836
178,-46,1870
179,-53,1898
180,-46,1939
181,-20,1996
182,0,2077
183,2,2155
184,0,2216
185,5,2269
186,0,2354
187,-25,2464
188,-46,2562
189,-47,2626
190,-46,2701
191,-67,2805
192,-93,2908
193,-99,2960
194,-93,2978
195,-93,2985
196,-93,2978
197,-77,2924
198,-46,2839
199,-8,2741
200,46,2631
201,118,2497
202,185,2354
203,233,2198
204,278,2008
205,330,1786
206,370,1593
207,379,1447
208,370,1316
209,368,1166
210,370,1039
211,368,959
212,370,900
213,377,822
214,370,762
215,344,749
216,324,762
217,324,737
218,324,692
219,302,671
220,278,692
221,273,708
222,278,692
223,275,651
224,278,623
225,299,616
226,324,623
227,329,624
228,324,623
229,323,621
230,324,623
231,318,620
232,324,623
233,347,645
234,370,692
235,372,738
236,370,762
237,386,760
238,417,762
239,441,786
240,463,831
241,487,871
242,509,900
243,527,928
244,555,969
245,600,1013
246,648,1039
247,690,1040
248,740,1039
249,798,1042
250,833,1039
251,835,1011
252,833,969
253,841,930
254,833,900
255,789,868
256,740,831
257,717,791
258,694,762
259,636,751
260,555,762
261,495,772
262,463,762
263,426,724
264,370,692
265,310,684
266,278,692
267,270,696
268,278,692
269,276,692
270,278,692
271,272,695
272,278,692
273,274,695
274,278,692
275,279,689
276,278,692
277,273,716
278,278,762
279,273,820
280,231,900
281,185,1017
282,231,1177
283,419,1316
284,740,1316
285,1254,1035
286,2083,415
287,3221,-489
288,4489,-1523
289,5732,-2517
290,6850,-3324
291,7537,-3847
292,7312,-4016
293,6034,-3807
294,4212,-3254
295,2557,-2471
296,1388,-1593
297,621,-746
298,139,0
299,-98,601
300,-185,1039
301,-252,1309
302,-324,1454
303,-349,1531
304,-324,1593
305,-295,1639
306,-278,1662
307,-256,1658
308,-231,1662
309,-229,1690
310,-231,1731
311,-223,1749
312,-185,1731
313,-156,1713
314,-139,1731
315,-143,1777
316,-139,1800
317,-119,1793
318,-93,1800
319,-82,1837
320,-93,1870
321,-104,1864
322,-93,1870
323,-64,1921
324,-46,2008
325,-47,2080
326,-46,2147
327,-27,2216
328,0,2285
329,9,2341
330,0,2424
331,-7,2533
332,0,2631
333,8,2693
334,0,2770
335,-24,2881
336,-46,2978
337,-52,3017
338,-46,3047
339,-42,3095
340,-46,3116
341,-52,3060
342,-46,2978
343,-15,2915
344,46,2839
345,121,2687
346,185,2493
347,232,2313
348,278,2147
349,330,1947
350,370,1731
351,380,1538
352,370,1385
353,364,1242
354,370,1108
355,375,990
356,370,900
357,364,822
358,370,762
359,379,718
360,370,692
361,344,661
362,324,623
363,321,579
364,324,554
365,321,546
366,324,554
367,345,556
368,370,554
369,377,549
370,370,554
371,366,556
372,370,554
373,372,548
374,370,554
375,369,560
376,370,554
377,369,540
378,370,554
379,372,593
380,370,623
381,367,621
382,370,623
383,376,654
384,370,692
385,359,701
386,370,692
387,401,690
388,417,692
389,396,686
390,370,692
391,366,724
392,370,762
393,365,771
394,370,762
395,396,756
396,417,762
397,400,763
398,370,762
399,360,761
400,370,762
401,374,759
402,370,762
403,369,765
404,370,762
405,367,752
406,370,762
407,389,793
408,417,831
409,439,861
410,463,900
411,501,945
412,555,969
413,621,965
414,694,969
415,756,1004
416,787,1039
417,787,1023
418,787,969
419,795,921
420,787,900
421,745,876
422,694,831
423,652,781
424,602,762
425,530,766
426,463,762
427,429,727
428,417,692
429,395,682
430,370,692
431,360,696
432,370,692
433,371,692
434,370,692
435,363,692
436,370,692
437,368,699
438,370,692
439,369,682
440,370,692
441,368,730
442,370,762
443,362,778
444,324,831
445,273,952
446,278,1108
447,403,1221
448,694,1246
449,1217,1121
450,2036,762
451,3121,111
452,4350,-762
453,5609,-1708
454,6757,-2562
455,7468,-3204
456,7312,-3531
457,6167,-3496
458,4443,-3116
459,2771,-2491
460,1527,-1731
461,721,-945
462,231,-208
463,-29,419
464,-139,900
465,-189,1214
466,-231,1385
467,-266,1465
468,-278,1523
469,-276,1571
470,-278,1593
471,-284,1584
472,-278,1593
473,-258,1629
474,-231,1662
475,-229,1663
476,-231,1662
477,-225,1692
478,-185,1731
479,-151,1743
480,-139,1731
481,-146,1726
482,-139,1731
483,-113,1728
484,-93,1731
485,-92,1754
486,-93,1800
487,-73,1839
488,-46,1870
489,-37,1895
490,-46,1939
491,-54,1998
492,-46,2077
493,-25,2152
494,0,2216
495,13,2272
496,0,2354
497,-30,2459
498,-46,2562
499,-43,2635
500,-46,2701
501,-71,2770
502,-93,2839
503,-95,2882
504,-93,2908
505,-100,2919
506,-93,2908
507,-53,2854
508,0,2770
509,44,2670
510,93,2562
511,162,2432
512,231,2285
513,268,2118
514,278,1939
515,292,1754
516,324,1593
517,356,1452
518,370,1316
519,371,1168
520,370,1039
521,372,949
522,370,900
523,367,863
524,370,831
525,376,796
526,370,762
527,347,720
528,324,692
529,317,684
530,324,692
531,328,693
532,324,692
533,321,690
534,324,692
535,326,691
536,324,692
537,320,693
538,324,692
539,328,688
540,324,692
541,316,697
542,324,692
543,348,681
544,370,692
545,372,728
546,370,762
547,385,766
548,417,762
549,444,782
550,463,831
551,482,875
552,509,900
553,535,924
554,555,969
555,574,1018
556,602,1039
557,643,1032
558,694,1039
559,745,1075
560,787,1108
561,815,1092
562,833,1039
563,839,990
564,833,969
565,815,946
566,787,900
567,746,849
568,694,831
569,642,838
570,602,831
571,563,792
572,509,762
573,436,760
574,370,762
575,335,731
576,324,692
577,306,679
578,278,692
579,244,701
580,231,692
581,225,688
582,231,692
583,228,700
584,231,692
585,229,687
586,231,692
587,230,700
588,231,692
589,234,698
590,231,762
591,213,867
592,185,969
593,184,1076
594,278,1246
595,538,1405
596,1018,1316
597,1746,779
598,2731,-138
599,3945,-1202
600,5276,-2216
601,6481,-3110
602,7220,-3808
603,7197,-4173
604,6340,-4085
605,4880,-3589
606,3240,-2839
607,1822,-1989
608,833,-1108
609,255,-272
610,-46,415
611,-199,883
612,-278,1177
613,-313,1380
614,-324,1523
615,-325,1584
616,-324,1593
617,-324,1607
618,-324,1662
619,-327,1714
620,-324,1731
621,-313,1722
622,-278,1731
623,-248,1768
624,-231,1800
625,-240,1805
626,-231,1800
627,-208,1821
628,-185,1870
629,-184,1914
630,-185,1939
631,-166,1939
632,-139,1939
633,-130,1953
634,-139,2008
635,-145,2083
636,-139,2147
637,-121,2176
638,-93,2216
639,-62,2299
640,-46,2424
641,-46,2540
642,-46,2631
643,-40,2698
644,-46,2770
645,-71,2860
646,-93,2978
647,-94,3096
648,-93,3185
649,-111,3230
650,-139,3254
651,-150,3267
652,-139,3254
653,-119,3198
654,-93,3116
655,-54,3021
656,0,2908
657,65,2752
658,139,2562
659,215,2355
660,278,2147
661,311,1934
662,324,1731
663,339,1545
664,370,1385
665,405,1237
666,417,1108
667,399,993
668,370,900
669,346,820
670,324,762
671,298,719
672,278,692
673,272,661
674,278,623
675,280,579
676,278,554
677,276,548
678,278,554
679,279,553
680,278,554
681,277,553
682,278,554
683,278,550
684,278,554
685,277,558
686,278,554
687,277,542
688,278,554
689,278,591
690,278,623
691,276,624
692,278,623
693,279,649
694,278,692
695,275,709
696,278,692
697,282,676
698,278,692
699,269,730
700,278,762
701,303,768
702,324,762
703,324,758
704,324,762
705,343,762
706,370,762
707,379,780
708,370,831
709,364,884
710,370,900
711,387,888
712,417,900
713,460,943
714,509,969
715,555,960
716,602,969
717,650,1016
718,694,1039
719,724,983
720,740,900
721,747,853
722,740,831
723,721,794
724,694,762
725,657,760
726,602,762
727,529,729
728,463,692
729,414,687
730,370,692
731,319,665
732,278,623
733,264,607
734,278,623
735,284,634
736,278,623
737,263,615
738,278,623
739,301,636
740,324,623
741,324,607
742,324,623
743,327,667
744,324,692
745,304,704
746,278,762
747,253,869
748,231,969
749,244,1049
750,370,1177
751,693,1315
752,1250,1246
753,2036,766
754,3055,-69
755,4285,-1031
756,5600,-1939
757,6714,-2745
758,7266,-3393
759,7009,-3763
760,5970,-3739
761,4450,-3326
762,2869,-2631
763,1569,-1808
764,694,-969
765,201,-207
766,-46,415
767,-169,847
768,-231,1108
769,-261,1264
770,-278,1385
771,-286,1476
772,-278,1523
773,-253,1523
774,-231,1523
775,-231,1550
776,-231,1593
777,-218,1610
778,-185,1593
779,-161,1576
780,-139,1593
781,-135,1634
782,-139,1662
783,-150,1663
784,-139,1662
785,-110,1687
786,-93,1731
787,-97,1749
788,-93,1731
789,-52,1706
790,0,1731
791,19,1798
792,0,1870
793,-15,1907
794,0,1939
795,31,1993
796,46,2077
797,45,2154
798,46,2216
799,53,2273
800,46,2354
801,20,2455
802,0,2562
803,0,2646
804,0,2701
805,-23,2733
806,-46,2770
807,-38,2810
808,0,2839
809,33,2826
810,46,2770
811,58,2677
812,93,2562
813,154,2429
814,231,2285
815,308,2121
816,370,1939
