TIME,II,V
0,10689,13864
1,11997,15671
2,10495,13864
3,9699,12981
4,10300,13945
5,10562,14422
6,10106,13783
7,9970,13443
8,10300,13864
9,10296,14054
10,10009,13783
11,10038,13668
12,10300,13864
13,10250,13903
14,10009,13783
15,9949,13770
16,10009,13864
17,9957,13837
18,10009,13783
19,10263,13810
20,10398,13864
21,10179,13808
22,10009,13783
23,10132,13813
24,10300,13864
25,10161,13753
26,10009,13621
27,10136,13603
28,10398,13783
29,10405,13900
30,10300,13864
31,10305,13739
32,10398,13783
33,10345,13886
34,10300,13864
35,10430,13655
36,10689,13621
37,10799,13846
38,10786,14107
39,10733,14070
40,10689,13945
41,10566,13993
42,10495,14269
43,10564,14464
44,10786,14512
45,10991,14413
46,11175,14269
47,11346,14063
48,11564,13945
49,11713,13873
50,11758,13783
51,11667,13598
52,11564,13539
53,11454,13594
54,11369,13621
55,11286,13464
56,11272,13377
57,11174,13442
58,10883,13539
59,10473,13449
60,10300,13377
61,10339,13431
62,10300,13539
63,10054,13494
64,10009,13458
65,10241,13501
66,10398,13539
67,10171,13426
68,10009,13377
69,10175,13486
70,10398,13621
71,10239,13554
72,10009,13458
73,10093,13442
74,10398,13458
75,10454,13357
76,10300,13377
77,10205,13663
78,10300,14107
79,10447,14298
80,10786,14188
81,11517,13877
82,12730,13458
83,14218,12638
84,15839,11269
85,17363,9484
86,18560,7864
87,19090,6804
88,18754,6486
89,17379,6772
90,15159,7621
91,12663,8803
92,10786,10053
93,9976,11028
94,10009,11756
95,10118,12309
96,9912,12810
97,9587,13197
98,9620,13539
99,9878,13762
100,9912,13864
101,9613,13845
102,9523,13945
103,9797,14133
104,10009,14269
105,9797,14211
106,9620,14188
107,9786,14247
108,10009,14269
109,9833,14139
110,9620,14107
111,9732,14222
112,10009,14269
113,10007,14065
114,9912,13945
115,9980,14078
116,10106,14269
117,10006,14203
118,9912,14107
119,9996,14139
120,10106,14188
121,10012,14032
122,10009,13945
123,10250,14057
124,10495,14188
125,10416,14060
126,10300,13945
127,10425,14009
128,10689,14107
129,10738,13970
130,10689,13864
131,10735,13958
132,10883,14107
133,10895,14004
134,10883,13864
135,11026,13869
136,11369,13945
137,11616,13810
138,11661,13621
139,11557,13531
140,11564,13539
141,11732,13448
142,12049,13377
143,12329,13371
144,12535,13377
145,12629,13238
146,12730,13134
147,12868,13148
148,13118,13215
149,13348,13091
150,13507,12891
151,13599,12765
152,13799,12810
153,13989,12810
154,13993,12729
155,13800,12612
156,13799,12648
157,14057,12727
158,14284,12729
159,14198,12549
160,14090,12404
161,14169,12381
162,14284,12485
163,14133,12555
164,13896,12648
165,13741,12732
166,13604,12810
167,13296,12810
168,13021,12891
169,12853,13045
170,12632,13215
171,12191,13274
172,11855,13377
173,11757,13521
174,11661,13621
175,11266,13551
176,10883,13539
177,10787,13671
178,10883,13864
179,10823,13888
180,10689,13864
181,10592,13877
182,10495,13945
183,10228,13909
184,10009,13864
185,9991,13840
186,10106,13864
187,10056,13830
188,9912,13864
189,9857,13975
190,10009,14107
191,10129,14040
192,10106,13864
193,9991,13743
194,10009,13864
195,10065,14041
196,10009,14107
197,9846,13969
198,9912,13864
199,10173,13863
200,10300,13945
201,10110,13920
202,10009,13864
203,10167,13798
204,10300,13783
205,10126,13743
206,10009,13783
207,10160,13839
208,10300,13864
209,10126,13781
210,10009,13783
211,10168,13844
212,10300,13864
213,10098,13753
214,10009,13783
215,10325,13967
216,10689,14107
217,10606,14001
218,10398,13945
219,10469,14079
220,10689,14269
221,10635,14261
222,10495,14269
223,10592,14398
224,10883,14512
225,10994,14364
226,10981,14188
227,11080,14133
228,11369,14107
229,11567,13864
230,11564,13621
231,11401,13554
232,11272,13621
233,11216,13531
234,11272,13377
235,11321,13301
236,11272,13377
237,10964,13421
238,10495,13458
239,10111,13508
240,10106,13621
241,10284,13624
242,10300,13539
243,10064,13450
244,10009,13539
245,10196,13653
246,10300,13621
247,10060,13427
248,9912,13377
249,10081,13485
250,10300,13539
251,10203,13400
252,10106,13377
253,10277,13531
254,10495,13621
255,10355,13458
256,10106,13458
257,10090,13806
258,10300,14188
259,10507,14139
260,10981,13864
261,12029,13566
262,13604,13053
263,15301,11874
264,16908,10215
265,18115,8522
266,18560,7216
267,18076,6467
268,17005,6567
269,15492,7415
270,13507,8594
271,11365,9636
272,10009,10621
273,9772,11587
274,10009,12404
275,9960,12864
276,9814,13215
277,9894,13581
278,10009,13864
279,9806,13867
280,9620,13864
281,9766,14027
282,10009,14269
283,9877,14281
284,9620,14188
285,9664,14164
286,10009,14269
287,10118,14296
288,9912,14269
289,9695,14249
290,9814,14269
291,10022,14156
292,10009,13945
293,9741,13778
294,9620,13864
295,9770,14039
296,10009,14107
297,10127,13981
298,10300,13945
299,10503,14054
300,10495,14188
301,10197,14142
302,10106,14107
303,10400,14168
304,10689,14269
305,10566,14221
306,10398,14188
307,10507,14226
308,10689,14269
309,10560,14161
310,10398,14107
311,10486,14155
312,10689,14188
313,10680,14033
314,10689,13945
315,10911,14017
316,11175,14107
317,11178,13983
318,11175,13864
319,11381,13835
320,11661,13783
321,11715,13556
322,11758,13458
323,11967,13560
324,12244,13621
325,12365,13389
326,12535,13215
327,12817,13280
328,13021,13377
329,12977,13202
330,13021,13053
331,13263,13117
332,13410,13215
333,13196,13042
334,13021,12891
335,13168,12974
336,13410,13134
337,13351,13009
338,13216,12810
339,13269,12777
340,13410,12891
341,13309,12862
342,13118,12810
343,13037,12873
344,13021,13053
345,12810,13113
346,12535,13134
347,12376,13206
348,12341,13377
349,12166,13472
350,11855,13539
351,11509,13619
352,11272,13783
353,11058,13867
354,10883,13864
355,10742,13805
356,10689,13864
357,10558,13940
358,10300,13945
359,10019,13837
360,10009,13864
361,10143,14029
362,10106,14188
363,9788,14150
364,9620,14107
365,9728,14136
366,9814,14188
367,9621,14115
368,9523,14107
369,9689,14196
370,9814,14269
371,9619,14162
372,9523,14107
373,9740,14162
374,9912,14188
375,9689,13994
376,9523,13864
377,9713,13944
378,9912,14107
379,9707,14030
380,9523,13864
381,9726,13811
382,10009,13945
383,9871,14037
384,9620,14107
385,9699,14177
386,10009,14269
