TIME,II,V
0,-1566,13097
1,-1713,14775
2,-1409,12920
3,-1211,11891
4,-1253,12743
5,-1253,13294
6,-1096,12743
7,-956,12306
8,-940,12566
9,-963,12752
10,-940,12566
11,-874,12449
12,-783,12566
13,-688,12563
14,-626,12389
15,-619,12244
16,-626,12212
17,-625,12193
18,-626,12212
19,-640,12242
20,-626,12212
21,-562,12088
22,-470,12035
23,-389,12036
24,-313,12035
25,-189,11930
26,0,11858
27,190,11799
28,313,11681
29,424,11396
30,626,11150
31,901,11025
32,1096,10973
33,1170,10801
34,1253,10619
35,1424,10492
36,1566,10442
37,1582,10335
38,1566,10265
39,1639,10242
40,1723,10265
41,1690,10228
42,1566,10265
43,1473,10400
44,1409,10619
45,1293,10778
46,1096,10973
47,868,11215
48,626,11504
49,378,11695
50,157,11858
51,-6,12011
52,-157,12212
53,-363,12372
54,-626,12566
55,-886,12798
56,-1096,13097
57,-1261,13316
58,-1409,13450
59,-1565,13505
60,-1723,13627
61,-1840,13792
62,-1879,13981
63,-1871,14086
64,-1879,14158
65,-1904,14170
66,-1879,14158
67,-1791,14067
68,-1723,13981
69,-1721,13882
70,-1723,13804
71,-1660,13687
72,-1566,13627
73,-1488,13607
74,-1409,13627
75,-1311,13557
76,-1253,13450
77,-1256,13321
78,-1253,13274
79,-1178,13248
80,-1096,13274
81,-1076,13268
82,-1096,13274
83,-1092,13249
84,-1096,13274
85,-1158,13274
86,-1253,13274
87,-1287,13231
88,-1253,13274
89,-1218,13354
90,-1253,13450
91,-1332,13446
92,-1409,13450
93,-1474,13493
94,-1566,13627
95,-1668,13724
96,-1723,13804
97,-1714,13859
98,-1723,13981
99,-1794,14083
100,-1879,14158
101,-1900,14149
102,-1879,14158
103,-1870,14156
104,-1879,14158
105,-1878,14070
106,-1879,13981
107,-1890,13924
108,-1879,13981
109,-1808,14013
110,-1723,13981
111,-1690,13857
112,-1723,13804
113,-1750,13797
114,-1723,13804
115,-1642,13708
116,-1566,13627
117,-1533,13588
118,-1566,13627
119,-1640,13622
120,-1723,13627
121,-1757,13619
122,-1723,13627
123,-1636,13543
124,-1566,13450
125,-1546,13384
