TIME,II,V
0,2004,3083
1,2270,3492
2,2004,3083
3,1864,2870
4,2004,3083
5,2088,3211
6,2004,3083
7,1959,2999
8,2052,3083
9,2141,3135
10,2147,3083
11,2130,3049
12,2147,3083
13,2161,3101
14,2147,3083
15,2130,3071
16,2147,3083
17,2180,3087
18,2195,3083
19,2184,3080
20,2195,3083
21,2240,3080
22,2290,3083
23,2309,3080
24,2338,3083
25,2391,3080
26,2434,3083
27,2427,3080
28,2434,3083
29,2507,3080
30,2624,3083
31,2698,3080
32,2720,3083
33,2729,3080
34,2768,3083
35,2805,3080
36,2815,3083
37,2780,3080
38,2720,3083
39,2644,3080
40,2577,3083
41,2508,3080
42,2434,3083
43,2322,3080
44,2195,3083
45,2069,3080
46,2004,3083
47,1986,3080
48,2004,3083
49,2005,3080
50,2004,3083
51,1999,3080
52,2004,3083
53,2002,3080
54,2004,3083
55,2014,3080
56,2052,3083
57,2128,3080
58,2290,3083
59,2594,3080
60,3102,3083
61,3820,3080
62,4724,3083
63,5739,3080
64,6776,3083
65,7693,3080
66,8303,3083
67,8376,3080
68,7778,3083
69,6570,3080
70,5058,3083
71,3619,3080
72,2529,3083
73,1835,3080
74,1431,3083
75,1175,3080
76,1002,3083
77,908,3080
78,907,3083
79,955,3080
80,1002,3083
81,1008,3080
82,1002,3083
83,1009,3080
84,1050,3083
85,1082,3080
86,1097,3083
87,1087,3080
88,1097,3083
89,1116,3080
90,1145,3083
91,1148,3080
92,1145,3083
93,1140,3080
94,1145,3083
95,1145,3080
96,1145,3083
97,1156,3080
98,1193,3083
99,1229,3080
100,1241,3083
101,1229,3080
102,1241,3083
103,1283,3080
104,1336,3083
105,1376,3080
106,1431,3083
107,1504,3080
108,1575,3083
109,1617,3080
110,1670,3083
111,1756,3080
112,1861,3083
113,1939,3080
114,2004,3083
115,2086,3080
116,2195,3083
117,2298,3080
118,2386,3083
119,2472,3080
120,2577,3083
121,2670,3080
122,2720,3083
123,2722,3080
124,2720,3083
125,2726,3080
126,2720,3083
127,2665,3080
128,2577,3083
129,2479,3080
130,2386,3083
131,2287,3080
132,2195,3083
133,2106,3080
134,2004,3083
135,1865,3080
136,1718,3083
137,1598,3080
138,1527,3083
139,1478,3080
140,1431,3083
141,1364,3080
142,1288,3083
143,1221,3080
144,1193,3083
145,1191,3080
146,1193,3083
147,1172,3080
148,1145,3083
149,1121,3080
150,1097,3083
151,1052,3080
152,1002,3083
153,977,3080
154,1002,3083
155,1040,3080
156,1050,3083
157,1022,3080
158,1002,3083
159,1002,3080
160,1002,3083
161,977,3080
162,954,3083
163,952,3080
164,954,3083
165,933,3080
166,907,3083
167,898,3080
168,907,3083
169,908,3080
170,907,3083
171,908,3089
172,907,3083
173,884,3068
174,859,3083
175,849,3108
176,859,3083
177,864,3038
178,859,3083
179,838,3153
180,811,3083
181,792,2973
182,811,3083
183,859,3254
184,907,3083
185,932,2801
186,954,3083
187,982,3627
188,1002,3083
189,1012,1035
190,1050,-1012
191,1123,-1558
192,1193,-1012
193,1222,-732
194,1241,-1012
195,1283,-1184
196,1336,-1012
197,1354,-903
198,1336,-1012
199,1310,-1083
200,1288,-1012
201,1252,-969
202,1193,-1012
203,1107,-1039
204,1002,-1012
205,878,-999
206,763,-1012
207,658,-1019
208,573,-1012
209,488,-1011
210,429,-1012
211,392,-1011
212,382,-1012
213,363,-1011
214,334,-1012
215,329,-1011
216,382,-1012
217,428,-1011
218,382,-1012
219,287,-1011
220,334,-1012
221,638,-1011
222,1145,-1012
223,1790,-1011
224,2624,-1012
225,3664,-1011
226,4772,-1012
227,5781,-1011
228,6585,-1012
229,6988,-1011
230,6680,-1012
231,5557,-1011
232,3960,-1012
233,2421,-1011
234,1241,-1012
235,439,-1011
236,-48,-1012
237,-297,-1011
238,-429,-1012
239,-542,-1011
240,-620,-1012
241,-607,-1011
242,-525,-1012
243,-454,-1011
244,-429,-1012
245,-432,-1011
246,-429,-1012
247,-418,-1011
248,-382,-1012
249,-335,-1011
250,-286,-1012
251,-275,-1011
252,-286,-1012
253,-302,-1011
254,-286,-1012
255,-255,-1011
256,-239,-1012
257,-257,-1011
258,-286,-1012
259,-287,-1011
260,-239,-1012
261,-165,-1011
262,-95,-1012
263,-43,-1011
264,0,-1012
265,31,-1011
266,48,-1012
267,59,-1011
268,95,-1012
269,162,-1011
270,239,-1012
271,306,-1011
272,382,-1012
273,476,-1011
274,573,-1012
275,646,-1011
276,716,-1012
277,816,-1011
278,954,-1012
279,1091,-1011
280,1193,-1012
281,1265,-1011
282,1336,-1012
283,1414,-1011
284,1479,-1012
285,1514,-1011
286,1527,-1012
287,1532,-1011
288,1527,-1012
289,1507,-1011
290,1479,-1012
291,1444,-1011
292,1384,-1012
293,1280,-1011
294,1145,-1012
295,1014,-1011
296,907,-1012
297,811,-1011
298,716,-1012
299,630,-1011
300,573,-1012
301,532,-1011
302,477,-1012
303,399,-1011
304,334,-1012
305,302,-1011
306,286,-1012
307,260,-1011
308,239,-1012
309,235,-1011
310,239,-1012
311,221,-1011
312,191,-1012
313,162,-1011
314,143,-1012
315,132,-1011
316,143,-1012
317,172,-1011
318,191,-1012
319,175,-1011
320,143,-1012
321,130,-1012
322,143,-1012
323,155,-1012
324,143,-1012
325,117,-1011
326,95,-1012
327,76,-1016
328,48,-1012
329,27,-1006
330,48,-1012
331,91,-1024
332,95,-1012
333,56,-994
334,48,-1012
335,99,-1041
336,143,-1012
337,127,-976
338,95,-1012
339,96,-974
340,95,-562
341,61,200
342,48,915
343,94,1371
344,143,1831
345,128,2495
346,95,3083
347,134,3236
348,239,3083
349,319,3003
350,334,3083
351,336,3131
352,382,3083
353,460,3051
354,525,3083
355,568,3102
356,620,3083
357,683,3070
358,716,3083
359,711,3089
360,716,3083
361,752,3078
362,763,3083
363,693,3083
364,573,3083
365,466,3080
366,382,3083
367,273,3080
368,143,3083
369,24,3080
370,-48,3083
371,-102,3080
372,-143,3083
373,-167,3080
374,-143,3083
375,-102,3080
376,-95,3083
377,-141,3080
378,-191,3083
379,-203,3083
380,-191,3083
381,-171,3082
382,-95,3083
383,132,3082
384,573,3083
385,1238,3085
386,2100,3083
387,3097,3076
388,4151,3083
389,5186,3093
390,6060,3083
391,6488,3066
392,6155,3083
393,5020,3103
394,3436,3083
395,1914,3076
396,763,3083
397,3,2763
398,-477,1718
399,-760,171
400,-907,-1012
401,-972,-1282
402,-1002,-1012
403,-998,-882
404,-954,-1012
405,-892,-1090
406,-859,-1012
407,-877,-963
408,-907,-1012
409,-904,-1045
410,-859,-1012
411,-823,-992
412,-811,-1012
413,-820,-1025
414,-811,-1012
415,-802,-1006
416,-811,-1012
417,-842,-1016
418,-859,-1012
419,-843,-1011
420,-811,-1012
421,-786,-1011
422,-763,-1012
423,-724,-1011
424,-668,-1012
