TIME,II,V
0,3646,4660
1,3908,4845
2,3009,3794
3,2461,3459
4,2894,4194
5,3605,4801
6,3878,4660
7,3763,4289
8,3646,4194
9,3598,4201
10,3472,4127
11,3247,4192
12,3125,4593
13,3267,4970
14,3588,4793
15,3813,4104
16,3820,3595
17,3717,3688
18,3646,4061
19,3564,4217
20,3415,4194
21,3305,4201
22,3415,4127
23,3667,3780
24,3820,3461
25,3762,3542
26,3704,3927
27,3789,4183
28,3820,4194
29,3448,4114
30,2778,4061
31,2380,3973
32,2720,3927
33,3536,4086
34,4109,4460
35,3974,4706
36,3415,4527
37,3054,4035
38,3183,3728
39,3425,3834
40,3299,4127
41,2816,4280
42,2489,4327
43,2639,4378
44,3125,4393
45,3601,4279
46,3878,4194
47,3793,4269
48,3299,4393
49,2722,4346
50,2662,4194
51,3149,4111
52,3472,4127
53,3083,4080
54,2489,3994
55,2601,4065
56,3530,4393
57,4348,4698
58,4225,4660
59,3312,4282
60,2546,3994
61,2575,4091
62,3183,4393
63,3618,4425
64,3472,4061
65,2960,3640
66,2604,3595
67,2665,3911
68,3009,4260
69,3248,4390
70,3241,4393
71,3283,4388
72,3704,4327
73,4154,4058
74,3935,3728
75,3045,3703
76,2431,4194
77,2713,4859
78,3357,5126
79,3441,4717
80,2952,3994
81,2584,3542
82,2778,3661
83,3299,4082
84,3762,4327
85,3946,4106
86,3820,3595
87,3467,3207
88,3183,3328
89,3212,3975
90,3530,4793
91,3825,5222
92,3820,4992
93,3447,4324
94,2952,3794
95,2680,3744
96,2836,4061
97,3221,4348
98,3472,4393
99,3408,4204
100,3183,3927
101,2979,3686
102,2836,3661
103,2724,3955
104,2778,4460
105,3120,4773
106,3646,4593
107,3977,4029
108,3878,3595
109,3470,3644
110,3125,4061
111,3036,4392
112,3125,4393
113,3202,4161
114,3241,3994
115,3291,4021
116,3357,4194
117,3297,4335
118,3067,4327
119,2799,4104
120,2720,3794
121,2859,3628
122,3125,3794
123,3462,4109
124,3878,4194
125,4158,3904
126,3993,3595
127,3376,3612
128,2778,3927
129,2584,4225
130,2720,4327
131,2867,4164
132,3009,3794
133,3330,3472
134,3820,3595
135,4148,4135
136,4109,4660
137,3829,4892
138,3588,5059
139,3426,5250
140,3241,5126
141,3028,4453
142,3009,3728
143,3303,3586
144,3704,3994
145,3802,4279
146,3530,4061
147,3288,3598
148,3472,3395
149,3826,3547
150,3820,3794
151,3494,3882
152,3472,3861
153,3858,3826
154,3993,3794
155,3526,3746
156,3125,3794
157,3392,3950
158,3935,4061
159,4017,3964
160,3704,3794
161,3477,3713
162,3415,3728
163,3311,3738
164,3299,3794
165,3520,3894
166,3704,3927
167,3476,3829
168,3009,3794
169,2731,3952
170,2778,4194
171,2976,4300
172,3241,4260
173,3487,4152
174,3530,4061
175,3259,4066
176,2952,4327
177,2960,4760
178,3299,4992
179,3560,4653
180,3415,3927
181,2960,3425
182,2720,3595
183,3100,4169
184,3935,4527
185,4488,4373
186,4167,4061
187,3120,3985
188,2199,4127
189,2138,4155
190,2894,3994
191,3663,3842
192,3820,3927
193,3574,4248
194,3588,4660
195,3850,4896
196,3762,4793
197,3230,4445
198,3009,4194
199,3403,4171
200,3704,4194
201,3390,4041
202,3067,3861
203,3354,3924
204,3820,4260
205,3785,4526
206,3472,4460
207,3361,4122
208,3299,3861
209,3057,3832
210,3125,3927
211,3935,3887
212,4977,3661
213,5467,3310
214,5382,2995
215,5026,2817
216,4341,2862
217,3242,3017
218,2199,3129
219,1631,3188
220,1389,3461
221,1208,4083
222,1273,4859
223,1631,5442
224,1794,5791
225,1333,6113
226,579,6590
227,57,7163
228,-174,7722
229,-337,8210
230,-289,8720
231,221,9306
232,1042,9852
233,1676,9952
234,1968,9253
235,2203,7820
236,2662,6191
237,3136,4842
238,3299,3927
239,3191,3410
240,3241,3328
241,3594,3570
242,3878,3794
243,3675,3682
244,3183,3328
245,3010,3028
246,3472,2995
