TIME,II,V
0,4658,5489
1,5272,6250
2,4658,5574
3,4361,5246
4,4730,5660
5,4970,5898
6,4801,5660
7,4674,5497
8,4801,5660
9,4904,5795
10,4873,5746
11,4867,5696
12,4945,5746
13,4977,5770
14,4945,5746
15,4923,5734
16,4945,5746
17,4953,5715
18,4945,5660
19,4935,5632
20,4945,5660
21,4948,5684
22,4945,5660
23,4907,5564
24,4873,5489
25,4834,5465
26,4801,5489
27,4753,5488
28,4730,5489
29,4722,5487
30,4730,5489
31,4722,5446
32,4730,5403
33,4736,5381
34,4730,5403
35,4683,5409
36,4658,5403
37,4673,5384
38,4730,5403
39,4767,5438
40,4801,5489
41,4833,5502
42,4873,5489
43,4861,5438
44,4801,5403
45,4709,5384
46,4658,5403
47,4643,5411
48,4658,5403
49,4656,5354
50,4658,5317
51,4653,5298
52,4658,5317
53,4651,5323
54,4658,5317
55,4659,5297
56,4658,5317
57,4640,5357
58,4658,5403
59,4715,5407
60,4801,5403
61,4850,5392
62,4873,5403
63,4888,5422
64,4945,5489
65,5015,5577
66,5088,5660
67,5129,5675
68,5160,5660
69,5166,5642
70,5160,5660
71,5122,5667
72,5088,5660
73,5049,5618
74,5016,5574
75,4970,5522
76,4945,5489
77,4934,5443
78,4945,5403
79,4942,5373
80,4945,5403
81,4923,5431
82,4873,5403
83,4787,5299
84,4730,5231
85,4699,5227
86,4658,5231
87,4555,5153
88,4443,5060
89,4352,5020
90,4300,5060
91,4246,5078
92,4228,5060
93,4226,5005
94,4228,4974
95,4203,4954
96,4228,4974
97,4318,5011
98,4443,5060
99,4513,5054
100,4515,4974
101,4378,4775
102,4013,4460
103,3354,4004
104,2580,3516
105,2000,3202
106,1935,3345
107,2472,3996
108,3512,4974
109,4755,5941
110,5876,6689
111,6569,7086
112,6736,7118
113,6469,6836
114,6020,6432
115,5559,6025
116,5160,5660
117,4796,5312
118,4515,5060
119,4346,4929
120,4300,4888
121,4295,4840
122,4300,4803
123,4292,4789
124,4300,4803
125,4300,4794
126,4300,4803
127,4290,4838
128,4300,4888
129,4324,4893
130,4371,4888
131,4406,4905
132,4443,4974
133,4469,5029
134,4515,5060
135,4552,5051
136,4586,5060
137,4588,5087
138,4586,5146
139,4577,5170
140,4586,5146
141,4587,5080
142,4586,5060
143,4574,5091
144,4586,5146
145,4613,5154
146,4658,5146
147,4691,5134
148,4730,5146
149,4763,5143
150,4801,5146
151,4809,5141
152,4801,5146
153,4784,5134
154,4801,5146
155,4836,5177
156,4873,5231
157,4857,5248
158,4801,5231
