TIME,II,V
0,-218,3320
1,-218,3760
2,-174,3320
3,-181,3091
4,-218,3320
5,-221,3467
6,-218,3357
7,-287,3308
8,-436,3467
9,-571,3634
10,-566,3726
11,-238,3804
12,610,3763
13,2044,3269
14,3920,2213
15,5949,894
16,7666,-295
17,8412,-1325
18,7710,-2287
19,5867,-2843
20,3877,-2324
21,2498,-705
22,1655,1107
23,921,2207
24,218,2693
25,-250,3135
26,-479,3689
27,-666,4034
28,-871,4095
29,-977,4088
30,-958,4168
31,-927,4235
32,-958,4242
33,-1002,4227
34,-1002,4242
35,-974,4246
36,-958,4242
37,-968,4237
38,-958,4242
39,-936,4241
40,-915,4242
41,-921,4243
42,-915,4242
43,-886,4235
44,-871,4242
45,-897,4253
46,-915,4279
47,-879,4295
48,-828,4316
49,-814,4328
50,-828,4353
51,-818,4368
52,-784,4390
53,-754,4400
54,-740,4427
55,-736,4455
56,-740,4500
57,-738,4535
58,-697,4574
59,-620,4603
60,-566,4648
61,-563,4695
62,-566,4759
63,-518,4814
64,-436,4869
65,-362,4906
66,-305,4943
67,-242,4963
68,-174,4980
69,-108,4979
70,-44,4980
71,16,4956
72,44,4906
73,40,4825
74,44,4759
75,72,4693
76,87,4611
77,67,4481
78,44,4353
79,47,4237
80,44,4131
81,-6,3998
82,-87,3873
83,-147,3768
84,-174,3689
85,-193,3593
86,-218,3504
87,-240,3432
88,-261,3394
89,-297,3353
90,-348,3320
91,-388,3278
92,-392,3246
93,-379,3213
94,-392,3209
95,-438,3211
96,-479,3209
97,-486,3181
98,-479,3172
99,-481,3185
100,-479,3209
101,-458,3207
102,-436,3209
103,-431,3222
104,-436,3246
105,-432,3246
106,-436,3246
107,-458,3255
108,-479,3283
109,-468,3290
110,-436,3283
111,-420,3270
112,-436,3283
113,-450,3302
114,-436,3320
115,-404,3317
116,-392,3320
117,-398,3329
118,-392,3357
119,-363,3386
120,-348,3431
121,-369,3461
122,-392,3467
123,-380,3440
124,-348,3431
125,-337,3443
126,-348,3467
127,-356,3466
128,-348,3467
129,-329,3470
130,-305,3467
131,-277,3428
132,-261,3394
133,-263,3381
134,-261,3394
135,-259,3386
136,-261,3357
137,-291,3327
138,-305,3320
139,-290,3323
140,-261,3320
141,-256,3310
142,-261,3320
143,-260,3327
144,-261,3320
145,-261,3310
146,-261,3357
147,-337,3422
148,-566,3467
149,-797,3531
150,-697,3726
151,-73,3922
152,1045,3763
153,2675,2949
154,4791,1623
155,6842,170
156,7840,-1070
157,7333,-1965
158,5924,-2361
159,4522,-2087
160,3397,-1107
161,2335,247
162,1307,1512
163,532,2399
164,44,2988
165,-329,3438
166,-653,3799
167,-850,3994
168,-915,4058
169,-947,4080
170,-1002,4131
171,-1041,4163
172,-1045,4168
173,-1038,4157
174,-1045,4168
175,-1071,4172
176,-1089,4168
177,-1088,4157
178,-1045,4168
179,-997,4203
180,-958,4242
181,-938,4254
182,-915,4242
183,-888,4225
184,-871,4242
185,-871,4275
186,-871,4316
187,-855,4323
188,-828,4316
189,-803,4311
190,-784,4353
191,-762,4401
192,-740,4427
193,-732,4411
194,-740,4427
195,-736,4477
196,-697,4537
197,-640,4553
198,-610,4574
199,-602,4629
200,-566,4722
201,-480,4788
202,-392,4832
203,-341,4863
204,-305,4906
205,-244,4930
206,-174,4943
207,-125,4940
208,-87,4943
209,-27,4929
210,44,4906
211,99,4856
212,131,4795
213,146,4709
214,131,4611
215,88,4485
216,44,4353
217,22,4213
218,0,4095
219,-39,3980
220,-87,3873
221,-126,3756
222,-174,3652
223,-241,3552
