TIME,II,V
0,-336,3137
1,-364,3591
2,-288,3226
3,-236,3052
4,-240,3314
5,-238,3492
6,-192,3403
7,-135,3337
8,-96,3447
9,-71,3539
10,-48,3535
11,-26,3538
12,0,3624
13,26,3720
14,48,3800
15,66,3879
16,96,3977
17,141,4078
18,192,4198
19,251,4329
20,336,4463
21,440,4587
22,529,4728
23,595,4888
24,673,5082
25,776,5285
26,865,5480
27,903,5608
28,913,5656
29,949,5638
30,1009,5612
31,1042,5571
32,1009,5480
33,935,5299
34,865,5082
35,818,4863
36,769,4640
37,690,4354
38,577,4021
39,452,3697
40,336,3447
41,235,3244
42,144,3049
43,65,2834
44,0,2651
45,-53,2517
46,-96,2430
47,-129,2340
48,-144,2254
49,-146,2172
50,-144,2121
51,-159,2084
52,-192,2077
53,-227,2063
54,-240,2033
55,-239,1973
56,-240,1944
57,-249,1955
58,-240,1989
59,-214,1992
60,-192,1989
61,-193,1997
62,-192,2033
63,-173,2057
64,-144,2077
65,-124,2102
66,-96,2165
67,-38,2260
68,48,2386
69,142,2521
70,240,2651
71,342,2752
72,432,2828
73,506,2889
74,577,2961
75,652,3032
76,721,3093
77,784,3125
78,865,3137
79,958,3115
80,1009,3049
81,985,2937
82,913,2828
83,842,2746
84,769,2696
85,663,2636
86,529,2563
87,394,2460
88,288,2342
89,190,2200
90,96,2077
91,7,1988
92,-48,1944
93,-74,1918
94,-96,1900
95,-126,1889
96,-144,1900
97,-143,1930
98,-144,1989
99,-141,2074
100,-96,2210
101,-24,2386
102,48,2607
103,239,2879
104,769,3270
105,1680,3835
106,2787,4552
107,3942,5207
108,5046,5480
109,5708,5073
110,5334,3977
111,3860,2509
112,2066,1193
113,829,417
114,288,265
115,35,524
116,-192,928
117,-341,1294
118,-384,1591
119,-419,1830
120,-481,2033
121,-506,2172
122,-481,2254
123,-464,2292
124,-481,2342
125,-496,2404
126,-481,2475
127,-453,2518
128,-432,2563
129,-435,2615
130,-432,2696
131,-419,2752
132,-384,2784
133,-358,2804
134,-336,2872
135,-303,2969
136,-240,3049
137,-164,3084
138,-96,3137
139,-46,3235
140,0,3358
141,47,3461
142,96,3579
143,155,3727
144,240,3889
145,344,4018
146,432,4154
147,499,4332
148,577,4552
149,679,4748
150,769,4905
151,821,5025
152,865,5126
153,937,5188
154,1009,5214
155,1035,5203
156,1009,5170
157,963,5101
158,913,4993
159,862,4834
160,817,4640
161,778,4407
162,721,4154
163,631,3882
164,529,3624
165,434,3385
166,336,3182
167,218,2992
168,96,2828
169,4,2692
170,-48,2607
171,-76,2540
172,-96,2475
173,-118,2394
174,-144,2342
175,-173,2312
176,-192,2298
177,-198,2267
178,-192,2254
179,-190,2249
180,-192,2254
181,-195,2241
182,-192,2254
183,-191,2292
184,-192,2342
185,-197,2362
186,-192,2386
187,-173,2425
188,-144,2475
189,-130,2496
190,-144,2519
191,-165,2567
192,-144,2651
193,-64,2737
194,48,2828
195,153,2928
196,240,3049
197,317,3176
198,384,3314
199,449,3439
200,529,3535
201,628,3587
202,721,3624
203,782,3652
204,817,3668
205,846,3638
206,865,3579
207,855,3508
208,817,3447
209,770,3369
210,721,3270
211,646,3150
212,529,3049
213,377,2946
214,240,2828
215,131,2679
216,48,2563
217,-32,2500
218,-96,2475
219,-134,2446
220,-144,2430
221,-145,2429
222,-144,2430
223,-145,2426
224,-144,2475
225,-135,2588
226,-96,2740
227,1,2900
228,192,3137
229,541,3482
230,1153,3933
231,2106,4483
232,3316,5126
233,4461,5622
234,5094,5568
235,4916,4726
236,3989,3358
237,2697,1970
238,1490,972
239,633,508
240,144,574
241,-104,995
242,-240,1502
243,-328,1875
244,-384,2121
245,-416,2326
246,-432,2519
247,-440,2637
248,-432,2696
249,-411,2744
250,-384,2828
251,-361,2904
252,-336,2961
253,-314,2992
254,-288,3049
255,-269,3125
256,-240,3226
257,-216,3301
258,-192,3358
259,-176,3395
260,-144,3447
261,-95,3508
262,-48,3579
263,-21,3629
264,0,3668
265,38,3708
266,96,3800
267,165,3927
268,240,4065
269,317,4186
270,384,4331
271,448,4502
272,529,4684
273,629,4838
274,721,4993
275,791,5153
276,865,5303
277,963,5405
278,1057,5480
279,1106,5523
280,1105,5524
281,1085,5450
282,1057,5347
283,1017,5239
284,961,5126
285,895,4953
286,817,4728
287,725,4478
288,625,4242
289,526,4001
290,432,3756
291,338,3512
292,240,3314
293,141,3149
294,48,3005
295,-33,2854
296,-96,2740
297,-148,2671
298,-192,2651
299,-228,2628
300,-240,2607
301,-240,2578
302,-240,2563
303,-249,2546
304,-240,2563
305,-215,2584
306,-192,2607
307,-209,2597
308,-240,2607
309,-262,2622
310,-240,2651
311,-216,2659
312,-192,2696
313,-193,2739
314,-192,2784
315,-191,2789
316,-144,2828
317,-56,2948
318,96,3182
319,324,3469
320,673,3800
321,1113,4229
322,1586,4817
323,2131,5475
324,2835,6098
325,3634,6761
326,4373,7645
327,5169,8610
328,6295,9236
329,7613,9339
330,8506,9236
331,8686,9220
332,8554,9236
333,8538,9194
334,8554,9236
335,8499,9259
336,8554,8705
337,8579,7196
338,7785,5170
339,5732,3409
340,3124,2254
341,1078,1544
342,-96,1149
343,-820,1038
344,-1394,1105
345,-1759,1151
346,-1922,1149
347,-2051,1154
348,-2211,1193
349,-2324,1198
350,-2355,1193
351,-2373,1198
352,-2403,1237
353,-2436,1259
354,-2451,1282
355,-2473,1298
356,-2499,1326
357,-2530,1327
358,-2547,1326
359,-2567,1318
360,-2595,1326
361,-2643,1327
362,-2691,1326
363,-2730,1319
364,-2787,1326
365,-2875,1330
366,-2979,1326
367,-3060,1312
368,-3124,1326
369,-3187,1378
370,-3268,1458
371,-3347,1528
372,-3412,1591
373,-3449,1661
374,-3460,1768
375,-3445,1895
376,-3412,2033
377,-3342,2163
378,-3220,2298
379,-3040,2430
380,-2835,2563
381,-2624,2691
382,-2403,2828
383,-2149,2954
384,-1874,3049
385,-1598,3100
386,-1346,3137
387,-1116,3155
388,-913,3137
389,-731,3081
390,-577,3049
391,-443,3052
392,-336,3049
393,-250,2989
394,-192,2917
395,-155,2877
396,-144,2872
397,-142,2852
398,-144,2828
399,-141,2818
400,-144,2828
401,-148,2826
402,-144,2828
403,-122,2840
404,-96,2872
405,-72,2894
406,-48,2917
407,-21,2935
408,0,2961
409,18,2978
410,48,3005
411,97,3029
412,144,3049
413,173,3047
414,192,3049
415,216,3049
416,240,3049
417,259,3038
418,288,3049
419,349,3073
420,432,3093
421,500,3087
422,529,3093
423,528,3115
424,529,3137
425,547,3132
426,577,3137
427,604,3160
428,625,3182
429,645,3162
430,673,3137
431,700,3129
432,721,3137
433,726,3118
434,721,3093
435,713,3079
436,721,3093
437,743,3109
438,769,3137
439,778,3164
440,769,3182
441,745,3163
442,721,3137
443,708,3121
444,721,3137
445,747,3169
446,769,3226
447,795,3301
448,865,3403
449,984,3509
450,1105,3624
451,1176,3723
452,1201,3800
453,1218,3832
454,1249,3845
455,1294,3867
456,1346,3933
457,1388,3991
458,1394,3977
459,1342,3847
460,1249,3668
461,1148,3506
462,1057,3403
463,953,3315
464,817,3226
465,646,3113
466,481,3005
467,325,2900
468,192,2828
469,86,2776
470,48,2740
471,68,2705
472,96,2696
473,94,2710
474,96,2740
475,123,2756
476,144,2784
477,147,2841
478,192,2961
479,307,3141
480,481,3403
481,788,3723
482,1394,4110
483,2297,4564
484,3316,5082
485,4330,5482
486,5286,5480
487,5837,4843
488,5430,3668
489,4019,2305
490,2355,1193
491,1244,588
492,769,530
493,517,835
494,288,1282
495,188,1703
496,240,2077
497,285,2396
498,240,2651
499,183,2811
500,192,2917
501,242,3000
502,288,3093
503,315,3165
504,336,3226
505,356,3268
506,384,3314
507,407,3336
508,432,3358
509,451,3383
510,481,3447
511,504,3520
512,529,3579
513,551,3602
514,577,3624
515,600,3658
516,625,3712
517,648,3754
518,673,3800
519,695,3853
520,721,3933
521,758,4014
522,817,4110
523,888,4209
524,961,4331
525,1030,4456
