TIME,II,V
0,-273,1145
1,-234,1341
2,-122,1314
3,-97,1366
4,-71,1275
5,-56,1071
6,-62,796
7,-93,515
8,-137,245
9,-186,1
10,-243,-192
11,-307,-323
12,-372,-407
13,-424,-459
14,-459,-475
15,-474,-455
16,-464,-412
17,-429,-363
18,-375,-314
19,-309,-269
20,-240,-236
21,-182,-208
22,-152,-184
23,-154,-161
24,-186,-141
25,-230,-128
26,-265,-113
27,-280,-91
28,-276,-42
29,-268,39
30,-273,165
31,-300,325
32,-341,518
33,-383,716
34,-408,916
35,-421,1103
36,-410,1244
37,-411,1366
38,-395,1380
39,-401,1371
40,-391,1232
41,-391,1088
42,-382,864
43,-375,687
44,-364,503
45,-355,397
46,-345,332
47,-338,356
48,-334,478
49,-328,743
50,-301,1155
51,-208,1644
52,22,2012
53,471,1945
54,1192,1114
55,2160,-681
56,3236,-3365
57,4191,-6561
58,4777,-9695
59,4832,-12204
60,4360,-13716
61,3529,-14152
62,2594,-13647
63,1786,-12444
64,1219,-10761
65,878,-8779
66,678,-6653
67,527,-4564
68,378,-2704
69,229,-1230
70,99,-201
71,4,425
72,-58,759
73,-93,912
74,-104,973
75,-93,972
76,-69,949
77,-51,908
78,-44,873
79,-68,867
80,-91,851
81,-121,877
82,-115,863
83,-93,886
84,-49,871
85,-7,894
86,29,888
87,52,904
88,67,899
89,66,908
90,53,915
91,19,930
92,-31,962
93,-89,1017
94,-146,1102
95,-195,1208
96,-235,1336
97,-267,1462
98,-292,1584
99,-312,1689
100,-312,1791
101,-290,1891
102,-241,2002
103,-175,2115
104,-99,2230
105,-28,2320
106,42,2377
107,106,2373
108,177,2320
109,251,2218
110,334,2117
111,411,2040
112,497,2039
113,586,2107
114,707,2260
115,856,2457
116,1050,2692
117,1264,2918
118,1489,3148
119,1689,3353
120,1868,3556
121,2021,3733
122,2178,3914
123,2350,4081
124,2548,4256
125,2753,4416
126,2947,4582
127,3104,4729
128,3228,4876
129,3324,4998
130,3415,5109
131,3510,5181
132,3605,5218
133,3679,5194
134,3712,5117
135,3686,4982
136,3598,4812
137,3452,4611
138,3260,4390
139,3035,4133
140,2786,3830
141,2517,3463
142,2241,3041
143,1968,2581
144,1717,2133
145,1500,1733
146,1325,1419
147,1188,1194
148,1079,1053
149,977,965
150,875,916
151,770,876
152,668,845
153,575,809
154,501,775
155,445,734
156,416,697
157,406,653
158,421,620
159,447,588
160,482,581
161,509,589
162,527,634
163,525,694
164,514,781
165,488,869
166,452,968
167,395,1058
168,318,1149
169,214,1221
170,99,1271
171,-17,1277
172,-109,1241
173,-171,1163
174,-200,1065
175,-209,960
176,-210,868
177,-218,794
178,-234,744
179,-254,711
180,-272,702
181,-290,717
182,-305,754
183,-320,805
184,-327,862
185,-321,915
186,-294,951
187,-247,962
188,-193,948
189,-146,910
190,-116,855
191,-107,786
192,-110,715
193,-117,648
194,-120,591
195,-115,543
196,-110,513
197,-111,496
198,-128,494
199,-164,493
200,-218,489
201,-285,467
202,-360,430
203,-433,371
204,-502,309
205,-560,244
206,-600,194
207,-612,153
208,-590,134
209,-536,121
210,-467,126
211,-399,139
212,-357,165
213,-346,194
214,-362,234
215,-381,279
216,-386,335
217,-369,396
218,-333,469
219,-291,549
220,-253,633
221,-218,714
222,-175,789
223,-114,851
224,-42,897
225,20,919
226,44,917
227,15,891
228,-68,844
229,-175,782
230,-273,717
231,-331,655
232,-343,597
233,-320,534
234,-279,457
235,-237,358
236,-204,238
237,-180,103
238,-168,-25
239,-171,-130
240,-198,-196
241,-252,-229
242,-334,-223
243,-430,-196
244,-527,-147
245,-605,-94
246,-653,-32
247,-664,22
248,-646,75
249,-601,113
250,-546,154
251,-483,189
252,-427,246
253,-378,305
254,-346,390
255,-337,476
256,-346,567
257,-385,666
258,-429,744
259,-488,836
260,-534,901
261,-563,975
262,-567,1025
263,-548,1077
264,-522,1116
265,-506,1154
266,-518,1196
267,-556,1241
268,-609,1332
269,-642,1489
270,-616,1743
271,-473,2020
272,-155,2145
273,396,1810
274,1195,711
275,2185,-1320
276,3207,-4155
277,4033,-7378
278,4436,-10388
279,4296,-12654
280,3650,-13872
281,2697,-14048
282,1700,-13375
283,886,-12113
284,343,-10456
285,42,-8545
286,-133,-6504
287,-278,-4511
288,-445,-2756
289,-617,-1396
290,-763,-464
291,-845,99
292,-875,441
293,-864,667
294,-846,872
295,-825,1043
296,-811,1206
297,-801,1327
298,-775,1416
299,-747,1482
300,-691,1479
301,-648,1461
302,-597,1351
303,-572,1239
304,-561,1071
305,-571,941
306,-589,802
307,-608,722
308,-623,651
309,-639,622
310,-653,606
311,-664,610
312,-664,624
313,-644,642
314,-594,667
315,-521,698
316,-441,743
317,-383,794
318,-360,861
319,-380,938
320,-423,1032
321,-473,1130
322,-501,1252
323,-509,1383
324,-492,1543
325,-471,1707
326,-440,1898
327,-408,2093
328,-355,2311
329,-290,2527
330,-190,2761
331,-71,2978
332,82,3185
333,248,3335
334,436,3438
335,621,3465
336,811,3448
337,992,3391
338,1181,3344
339,1371,3316
340,1567,3332
341,1754,3368
342,1929,3421
343,2086,3464
344,2236,3498
345,2396,3519
346,2572,3549
347,2759,3593
348,2933,3654
349,3067,3712
350,3139,3748
351,3148,3742
352,3110,3685
353,3051,3580
354,2981,3447
355,2899,3304
356,2788,3166
357,2636,3036
358,2432,2916
359,2186,2806
360,1912,2710
361,1625,2629
362,1333,2572
363,1041,2530
364,763,2490
365,508,2415
366,299,2293
367,137,2101
368,25,1860
369,-57,1574
370,-109,1293
371,-153,1022
372,-178,798
373,-204,593
374,-220,432
375,-247,280
376,-269,167
377,-296,69
378,-296,25
379,-276,14
380,-217,58
381,-144,122
382,-59,215
383,13,307
384,77,409
385,124,503
386,166,607
387,200,711
388,226,827
389,239,936
390,240,1046
391,229,1146
392,211,1241
393,184,1324
394,145,1400
395,91,1465
396,23,1516
397,-51,1543
398,-118,1536
399,-169,1485
400,-199,1387
401,-208,1244
402,-202,1068
403,-183,879
404,-158,695
405,-129,532
406,-103,399
407,-84,294
408,-68,215
409,-45,149
410,-8,97
411,47,49
412,110,13
413,170,-18
414,209,-33
415,227,-43
416,225,-38
417,217,-31
418,210,-12
419,208,10
420,203,45
421,189,77
422,158,119
423,113,162
424,54,216
425,-11,276
426,-76,353
427,-134,444
428,-185,549
429,-229,654
430,-271,754
431,-315,836
432,-364,888
433,-413,901
434,-452,869
435,-471,796
436,-465,685
437,-438,546
438,-397,395
439,-354,248
440,-316,119
441,-283,10
442,-252,-72
443,-218,-132
444,-175,-170
445,-125,-191
446,-70,-191
447,-20,-173
448,18,-139
449,38,-98
450,36,-54
451,22,-14
452,8,24
453,15,60
454,47,104
455,104,155
456,163,220
457,204,291
458,205,373
459,167,462
460,100,556
461,32,650
462,-20,738
463,-45,817
464,-48,872
465,-41,894
466,-44,871
467,-69,805
468,-126,700
469,-207,575
470,-300,454
471,-384,356
472,-442,283
473,-465,225
474,-457,172
475,-432,115
476,-405,51
477,-386,-16
478,-375,-75
479,-364,-119
480,-345,-147
481,-314,-158
482,-270,-152
483,-221,-125
484,-171,-82
485,-120,-26
486,-64,41
487,3,116
488,83,194
489,170,273
490,253,351
491,322,430
492,364,505
493,383,575
494,374,637
495,346,698
496,298,754
497,242,805
498,183,847
499,136,871
500,99,853
501,71,777
502,34,640
503,-14,461
504,-76,268
505,-135,92
506,-181,-43
507,-206,-131
508,-225,-185
509,-255,-224
510,-311,-260
511,-390,-297
512,-473,-331
513,-540,-359
514,-574,-372
515,-575,-371
516,-550,-354
517,-513,-326
518,-472,-288
519,-435,-243
520,-406,-191
521,-384,-130
522,-370,-54
523,-359,35
524,-344,140
525,-319,255
526,-281,376
527,-228,502
528,-164,630
529,-92,760
530,-22,887
531,40,999
532,87,1090
533,119,1140
534,134,1151
535,136,1106
536,124,1026
537,92,907
538,56,769
539,0,639
540,-33,493
541,-73,402
542,-86,287
543,-114,232
544,-145,152
545,-194,112
546,-247,53
547,-292,30
548,-326,18
549,-351,64
550,-383,180
551,-420,404
552,-442,771
553,-399,1265
554,-214,1796
555,193,2139
556,871,1992
557,1801,1062
558,2868,-762
559,3870,-3315
560,4572,-6146
561,4797,-8686
562,4494,-10454
563,3766,-11244
564,2820,-11131
565,1885,-10369
566,1125,-9219
567,606,-7846
568,302,-6325
569,149,-4718
570,82,-3144
571,60,-1769
572,58,-737
573,59,-101
574,51,202
575,29,301
576,-12,330
577,-66,352
578,-126,396
579,-193,428
580,-255,440
581,-329,435
582,-381,396
583,-437,385
584,-455,343
585,-463,348
586,-443,328
587,-422,344
588,-402,339
589,-396,362
590,-398,370
591,-401,403
592,-392,441
593,-369,497
594,-334,563
595,-299,631
596,-274,696
597,-267,755
598,-268,812
599,-267,876
600,-247,962
601,-203,1079
602,-130,1237
603,-38,1428
604,68,1638
605,168,1827
606,257,1961
607,324,2007
608,378,1970
609,420,1868
610,467,1758
611,515,1672
612,574,1640
613,622,1641
614,670,1665
615,697,1679
616,727,1687
617,748,1677
618,789,1675
619,838,1670
620,924,1680
621,1032,1682
622,1179,1707
623,1337,1742
624,1509,1815
625,1670,1895
626,1839,2001
627,2014,2094
628,2218,2197
629,2443,2279
630,2685,2372
631,2919,2456
632,3138,2546
633,3333,2619
634,3512,2685
635,3670,2733
636,3802,2777
637,3886,2811
638,3911,2845
639,3868,2874
640,3762,2896
641,3604,2907
642,3406,2905
643,3176,2887
644,2918,2854
645,2634,2805
646,2329,2747
647,2015,2683
648,1710,2618
649,1434,2548
650,1201,2466
651,1010,2354
652,852,2198
653,705,1980
654,561,1704
655,413,1376
656,274,1028
657,150,681
658,56,379
659,-21,134
660,-73,-25
661,-118,-120
662,-145,-145
663,-168,-144
664,-173,-115
665,-179,-99
666,-172,-73
667,-168,-63
668,-147,-27
669,-121,15
670,-75,99
671,-25,201
672,30,333
673,76,461
674,109,588
675,121,690
676,118,781
677,102,861
678,85,951
679,75,1058
680,82,1190
681,108,1342
682,148,1509
683,188,1678
684,216,1836
685,229,1964
686,224,2048
687,208,2072
688,188,2027
689,169,1909
690,146,1725
