TIME,II,V
0,-122,3772
1,-99,4385
2,-81,4057
3,-146,3984
4,-244,4457
5,-284,4866
6,-244,4972
7,-172,5076
8,-81,5314
9,34,5471
10,162,5486
11,279,5495
12,406,5543
13,571,5507
14,772,5372
15,975,5228
16,1178,5143
17,1383,5071
18,1584,4972
19,1749,4845
20,1869,4743
21,1943,4676
22,1990,4629
23,2025,4559
24,2072,4514
25,2132,4505
26,2194,4514
27,2228,4486
28,2234,4457
29,2228,4445
30,2234,4457
31,2251,4436
32,2275,4400
33,2293,4358
34,2315,4343
35,2337,4332
36,2356,4343
37,2357,4347
38,2356,4343
39,2364,4307
40,2397,4286
41,2426,4279
42,2437,4286
43,2429,4260
44,2437,4229
45,2460,4209
46,2478,4229
47,2461,4240
48,2437,4229
49,2427,4188
50,2437,4172
51,2440,4171
52,2437,4172
53,2432,4139
54,2437,4114
55,2437,4107
56,2437,4114
57,2435,4091
58,2437,4057
59,2424,4020
60,2397,4000
61,2363,3969
62,2356,3943
63,2362,3911
64,2356,3886
65,2316,3848
66,2275,3829
67,2248,3820
68,2234,3829
69,2199,3825
70,2153,3829
71,2107,3827
72,2072,3829
73,2030,3818
74,1990,3829
75,1948,3851
76,1909,3886
77,1863,3906
78,1828,3943
79,1802,3993
80,1787,4057
81,1775,4093
82,1787,4114
83,1823,4116
84,1869,4114
85,1894,4085
86,1909,4057
87,1921,4041
88,1950,4057
89,1986,4063
90,1990,4114
91,1951,4188
92,1990,4172
93,2055,4100
94,1950,4229
95,1777,4405
96,1909,4229
97,2133,3948
98,1869,4286
99,1471,4786
100,1869,4343
101,2461,3608
102,1787,4343
103,736,5550
104,1787,4400
105,3946,2023
106,3006,3372
107,-1152,8640
108,-2600,10915
109,1866,6136
110,7109,-57
111,7018,-575
112,3128,3257
113,979,5369
114,1706,4457
115,2264,3790
116,1503,4629
117,1035,5140
118,1503,4629
119,1798,4295
120,1503,4629
121,1317,4829
122,1503,4629
123,1610,4502
124,1503,4629
125,1440,4696
126,1503,4629
127,1537,4571
128,1544,4572
129,1570,4545
130,1544,4572
131,1464,4613
132,1544,4514
133,1694,4367
134,1584,4514
135,1360,4748
136,1584,4514
137,1952,4124
138,1584,4514
139,997,5115
140,1584,4514
141,2506,3560
142,1584,4514
143,93,6042
144,1828,4343
145,5677,708
146,5443,1600
147,132,7773
148,-2600,10915
149,2005,5875
150,7759,-743
151,6996,-644
152,1909,4172
153,-356,6296
154,1178,4629
155,2114,3605
156,1016,4686
157,298,5327
158,853,4629
159,1103,4210
160,487,4686
161,29,4977
162,81,4743
163,11,4610
164,-325,4743
165,-509,4673
166,-447,4343
167,-376,4037
168,-325,3886
169,-234,3806
170,-162,3829
171,-184,3956
172,-244,4172
173,-297,4406
174,-325,4629
175,-344,4820
176,-325,5029
177,-248,5241
178,-122,5429
179,4,5522
180,122,5543
181,248,5517
182,406,5486
183,584,5416
184,772,5314
185,966,5186
186,1178,5086
187,1394,4997
188,1584,4914
189,1724,4816
190,1828,4743
191,1914,4684
192,1990,4629
193,2042,4554
194,2072,4514
195,2089,4508
196,2112,4514
197,2135,4482
198,2153,4457
199,2168,4451
200,2194,4457
201,2220,4426
202,2234,4400
203,2230,4391
204,2234,4400
205,2252,4374
206,2275,4343
207,2277,4326
208,2275,4343
209,2284,4348
210,2315,4343
211,2342,4315
212,2356,4286
213,2354,4245
214,2356,4229
215,2355,4224
216,2356,4229
217,2350,4204
218,2356,4172
219,2372,4133
220,2397,4114
221,2405,4101
222,2397,4114
223,2372,4122
224,2356,4114
225,2349,4076
226,2356,4057
227,2358,4055
228,2356,4057
229,2339,4027
230,2315,4000
231,2287,3974
232,2275,3943
233,2272,3877
234,2275,3829
235,2260,3815
236,2234,3829
237,2194,3808
238,2153,3772
239,2107,3747
240,2072,3772
241,2033,3804
242,1990,3829
243,1939,3824
244,1909,3829
245,1891,3844
246,1869,3886
247,1822,3918
248,1787,3943
249,1778,3958
250,1787,4000
251,1784,4039
252,1787,4057
253,1815,4027
254,1869,4000
255,1915,3989
256,1950,4000
257,1969,3998
258,1990,4000
259,2008,3997
260,1990,4057
261,1942,4138
262,1990,4114
263,2077,4035
264,1990,4172
265,1823,4377
266,1950,4229
267,2170,3943
268,1909,4229
269,1514,4673
270,1909,4229
271,2511,3536
272,1869,4286
273,842,5459
274,1869,4286
275,3970,1933
276,3006,3314
277,-1136,8598
278,-2600,10915
279,1793,6215
280,6987,57
281,6938,-529
282,3128,3200
283,1018,5263
284,1747,4343
285,2321,3650
286,1584,4457
287,1108,4981
288,1544,4514
289,1827,4200
290,1544,4514
291,1364,4701
292,1544,4514
293,1647,4401
294,1544,4514
295,1481,4564
296,1544,4514
297,1579,4499
298,1584,4514
299,1608,4458
300,1584,4457
301,1511,4518
302,1584,4457
303,1711,4321
304,1584,4457
305,1373,4688
306,1625,4457
307,2005,4065
308,1625,4457
309,1028,5068
310,1625,4457
311,2559,3469
312,1625,4400
313,116,5931
314,1869,4229
315,5771,577
316,5565,1486
317,210,7726
318,-2600,10915
319,1970,5838
320,7759,-857
321,7053,-787
322,1990,4057
323,-290,6204
324,1219,4514
325,2146,3450
326,1056,4514
327,358,5175
328,934,4514
329,1197,4115
330,569,4572
331,71,4839
332,81,4629
333,-3,4547
334,-325,4686
335,-485,4571
336,-406,4229
337,-341,3981
338,-325,3886
339,-284,3805
340,-244,3829
341,-270,4028
342,-325,4343
343,-370,4629
344,-366,4857
345,-322,5039
346,-244,5200
347,-139,5302
348,0,5372
349,146,5411
350,284,5429
351,412,5386
352,569,5314
353,763,5226
354,975,5143
355,1166,5032
356,1341,4914
357,1518,4790
358,1706,4686
359,1872,4588
360,1990,4514
361,2060,4448
362,2112,4400
363,2157,4357
364,2194,4343
365,2215,4339
366,2234,4343
367,2255,4318
368,2275,4286
369,2290,4245
370,2315,4229
371,2343,4219
372,2356,4229
373,2347,4230
374,2356,4229
375,2394,4201
376,2437,4172
377,2446,4134
378,2437,4114
379,2432,4101
380,2437,4114
381,2433,4121
382,2437,4114
383,2454,4079
384,2478,4057
385,2481,4049
386,2478,4057
387,2474,4052
388,2478,4057
389,2475,4060
390,2478,4057
391,2480,4024
392,2478,4000
393,2455,3992
394,2437,4000
395,2433,3979
396,2437,3943
397,2411,3902
398,2356,3886
399,2286,3877
400,2234,3886
401,2191,3887
402,2153,3886
403,2106,3873
404,2072,3886
405,2046,3896
406,2031,3886
407,2007,3843
408,1990,3829
409,1981,3836
410,1990,3829
411,2002,3765
412,2031,3714
413,2079,3706
414,2153,3714
415,2211,3666
416,2234,3600
417,2226,3568
418,2234,3600
419,2258,3635
420,2275,3657
421,2255,3670
422,2234,3714
423,2230,3770
424,2234,3829
425,2205,3860
426,2153,3886
427,2097,3910
428,2072,3943
429,2068,3949
430,2031,4000
431,1956,4082
432,1990,4057
433,2069,3970
434,1950,4114
435,1763,4321
436,1950,4114
437,2234,3785
438,1909,4172
439,1419,4750
440,1909,4229
441,2671,3370
442,1909,4229
443,632,5633
444,1869,4229
445,4629,1266
446,3940,2514
447,-680,8346
448,-2600,10915
449,2060,5587
450,7759,-1200
451,7631,-1443
452,3290,3143
453,905,5525
454,1747,4343
455,2395,3520
456,1544,4514
457,1000,5141
458,1503,4572
459,1827,4215
460,1503,4629
461,1299,4869
462,1503,4629
463,1619,4465
464,1503,4572
465,1437,4600
466,1503,4514
467,1524,4505
468,1503,4572
469,1513,4563
470,1503,4572
471,1456,4605
472,1544,4514
473,1668,4372
474,1544,4514
475,1339,4745
476,1584,4514
477,1952,4110
478,1584,4457
479,1006,5031
480,1584,4457
481,2488,3535
482,1584,4457
483,121,5951
484,1787,4343
485,5476,867
486,5159,1771
487,-46,7803
488,-2600,10915
489,2068,6069
490,7759,-400
491,6938,-441
492,1869,4114
493,-347,6155
494,1219,4572
495,2164,3591
496,1056,4629
497,315,5248
498,853,4572
499,1104,4157
500,487,4629
501,10,4951
502,41,4743
503,-33,4567
504,-366,4629
505,-551,4552
506,-487,4286
507,-410,4036
508,-366,3886
509,-300,3790
510,-244,3829
511,-251,3997
512,-284,4229
513,-330,4437
514,-366,4629
515,-376,4816
516,-325,5029
517,-216,5220
518,-81,5372
519,39,5451
520,162,5486
521,309,5470
522,487,5429
523,682,5348
524,894,5257
525,1118,5144
526,1341,5029
527,1537,4904
528,1706,4800
529,1845,4705
530,1950,4629
531,2017,4554
532,2072,4514
533,2131,4503
534,2194,4514
535,2230,4496
536,2234,4457
537,2226,4409
538,2234,4400
539,2256,4403
540,2275,4400
541,2276,4363
542,2275,4343
543,2276,4336
544,2275,4343
545,2254,4331
546,2234,4343
547,2226,4370
548,2234,4400
549,2237,4397
550,2234,4400
551,2217,4405
552,2194,4400
553,2163,4358
554,2153,4343
555,2153,4366
556,2153,4400
557,2141,4379
558,2153,4343
559,2189,4329
560,2234,4343
561,2265,4310
562,2315,4229
563,2383,4124
564,2437,4057
565,2441,4018
566,2437,4000
567,2464,3971
568,2519,3943
569,2540,3907
570,2519,3886
571,2483,3856
572,2478,3829
573,2484,3792
574,2478,3772
575,2450,3745
576,2437,3714
577,2440,3671
578,2437,3657
579,2398,3657
580,2356,3657
581,2340,3624
582,2356,3600
583,2364,3591
584,2356,3600
585,2333,3593
586,2315,3600
587,2293,3620
588,2275,3657
589,2253,3679
590,2234,3714
591,2210,3764
592,2194,3829
593,2173,3863
594,2153,3886
595,2126,3904
596,2112,3943
597,2095,3974
598,2072,4000
599,2040,4001
600,1990,4057
601,1936,4140
602,1990,4114
603,2067,4012
604,1950,4114
605,1763,4304
606,1909,4172
607,2165,3918
608,1909,4229
609,1486,4680
610,1869,4229
611,2491,3531
612,1869,4286
613,836,5466
614,1869,4286
615,4013,1924
616,3087,3314
617,-1077,8613
618,-2600,10915
619,1766,6175
620,6987,0
621,6975,-559
622,3168,3200
623,1035,5263
624,1747,4343
625,2320,3680
626,1584,4514
627,1105,5022
628,1544,4514
629,1845,4185
630,1584,4514
631,1413,4710
632,1584,4514
633,1681,4394
634,1584,4514
635,1531,4571
636,1584,4514
637,1597,4489
638,1584,4514
639,1605,4487
640,1584,4514
641,1511,4581
642,1584,4514
643,1714,4376
644,1584,4514
645,1354,4746
646,1584,4514
647,1957,4106
648,1584,4457
649,990,5038
650,1584,4457
651,2529,3527
652,1625,4457
653,126,5933
654,1828,4229
655,5643,653
656,5403,1600
657,110,7777
658,-2600,10915
659,2011,5907
660,7759,-686
661,6990,-628
662,1909,4114
663,-338,6212
664,1219,4572
665,2167,3568
666,1056,4629
667,312,5232
668,853,4514
669,1107,4111
670,487,4629
671,7,4947
672,41,4686
673,-18,4484
674,-325,4572
675,-486,4517
676,-406,4229
677,-314,3937
678,-244,3772
679,-149,3683
680,-81,3714
681,-104,3849
682,-162,4057
683,-218,4284
684,-244,4514
685,-245,4715
686,-203,4914
687,-116,5095
688,0,5257
689,106,5362
690,203,5429
691,319,5447
692,487,5429
693,689,5352
694,894,5257
695,1079,5159
696,1259,5086
697,1434,5004
698,1584,4914
699,1684,4812
700,1747,4743
701,1791,4700
702,1828,4686
703,1850,4675
704,1869,4686
705,1888,4692
706,1909,4686
707,1914,4647
708,1909,4629
709,1911,4627
710,1950,4629
711,2021,4580
712,2112,4514
713,2198,4447
714,2275,4400
715,2326,4338
716,2356,4286
717,2381,4244
718,2437,4229
719,2509,4202
720,2559,4172
721,2560,4132
722,2559,4114
723,2578,4105
724,2600,4114
725,2584,4113
726,2559,4114
727,2549,4106
728,2559,4114
729,2559,4117
730,2559,4114
731,2561,4084
732,2559,4057
733,2535,4042
734,2519,4057
735,2516,4065
736,2519,4057
737,2497,4023
738,2478,4000
739,2473,3975
740,2478,3943
741,2460,3882
742,2437,3829
743,2425,3789
744,2437,3772
745,2442,3741
746,2437,3714
747,2428,3682
748,2437,3657
749,2445,3620
750,2437,3600
751,2397,3592
752,2356,3600
753,2338,3596
754,2356,3600
755,2370,3599
756,2356,3600
757,2311,3586
758,2275,3600
759,2251,3645
760,2234,3714
761,2208,3754
762,2194,3772
763,2180,3782
764,2153,3829
765,2102,3887
766,2072,3943
767,2068,3973
768,2072,4000
769,2048,4007
770,1990,4057
771,1935,4127
772,1990,4114
773,2063,4053
774,1950,4172
775,1774,4331
776,1909,4172
777,2144,3922
778,1909,4229
779,1521,4660
780,1869,4229
781,2436,3567
782,1869,4286
783,926,5405
784,1869,4286
785,3830,2025
786,2965,3314
787,-950,8420
788,-2600,10915
789,1053,6843
790,5606,1200
791,5655,504
792,2478,3714
793,865,5419
794,1706,4457
795,2266,3781
796,1584,4514
797,1163,4973
798,1584,4514
799,1847,4215
800,1584,4514
801,1423,4692
802,1584,4514
803,1658,4405
804,1544,4514
805,1486,4565
806,1544,4514
807,1558,4492
808,1544,4514
809,1564,4487
810,1544,4514
811,1469,4579
812,1544,4514
813,1692,4379
814,1584,4514
815,1362,4738
816,1584,4514
817,1951,4135
818,1584,4514
819,999,5102
820,1584,4514
821,2506,3580
822,1584,4514
823,83,6010
824,1787,4343
825,5601,795
826,5362,1714
827,87,7820
828,-2600,10915
829,2020,5928
830,7759,-629
831,6984,-565
832,1909,4172
833,-332,6276
834,1219,4629
835,2158,3590
836,1056,4629
837,339,5258
838,894,4572
839,1133,4151
840,487,4629
841,-3,4952
842,41,4743
843,-11,4572
844,-325,4629
845,-493,4524
846,-406,4229
847,-304,3973
848,-244,3829
849,-173,3716
850,-122,3714
851,-143,3858
852,-203,4114
853,-289,4386
854,-366,4629
855,-415,4825
856,-406,5029
857,-343,5233
858,-244,5429
859,-144,5567
860,-41,5657
861,70,5681
862,203,5657
863,364,5578
864,569,5486
865,806,5376
866,1056,5257
867,1302,5108
868,1544,4972
869,1757,4849
870,1909,4743
