TIME,II,V
0,-109,62
1,-174,67
2,-198,68
3,-183,76
4,-166,74
5,-171,59
6,-187,66
7,-192,103
8,-190,119
9,-198,61
10,-222,-50
11,-248,-155
12,-268,-221
13,-290,-261
14,-314,-281
15,-328,-279
16,-316,-257
17,-298,-233
18,-300,-216
19,-349,-192
20,-401,-161
21,-418,-130
22,-382,-115
23,-329,-93
24,-286,-59
25,-260,-34
26,-249,-49
27,-265,-59
28,-329,32
29,-467,273
30,-630,576
31,-669,788
32,-458,875
33,-44,982
34,478,1167
35,1241,1151
36,2481,540
37,4035,-640
38,5221,-1859
39,5453,-2644
40,4799,-3014
41,3780,-3225
42,2791,-3316
43,1953,-3162
44,1332,-2803
45,1026,-2462
46,1005,-2237
47,1078,-2004
48,1058,-1638
49,888,-1218
50,616,-911
51,317,-741
52,46,-585
53,-157,-381
54,-273,-219
55,-308,-182
56,-294,-192
57,-268,-138
58,-239,-48
59,-213,-24
60,-190,-73
61,-193,-106
62,-198,-94
63,-194,-73
64,-170,-68
65,-143,-39
66,-109,19
67,-48,73
68,43,76
69,126,38
70,161,-1
71,149,-8
72,140,1
73,157,2
74,167,-6
75,135,-6
76,75,10
77,30,36
78,13,69
79,12,99
80,22,103
81,52,68
82,95,6
83,131,-56
84,147,-106
85,156,-136
86,168,-136
87,185,-107
88,199,-69
89,203,-36
90,196,-1
91,168,34
92,117,51
93,60,50
94,29,60
95,21,91
96,-2,110
97,-68,94
98,-156,69
99,-217,63
100,-239,61
101,-248,38
102,-269,-2
103,-295,-42
104,-311,-93
105,-319,-158
106,-340,-212
107,-369,-236
108,-385,-250
109,-384,-272
110,-392,-281
111,-425,-262
112,-457,-242
113,-454,-243
114,-419,-243
115,-390,-218
116,-388,-182
117,-389,-179
118,-362,-204
119,-314,-217
120,-274,-188
121,-249,-145
122,-213,-125
123,-171,-123
124,-142,-110
125,-155,-71
126,-174,-33
127,-148,-17
128,-61,-28
129,24,-40
130,49,-48
131,33,-52
132,14,-29
133,-62,102
134,-263,354
135,-497,602
136,-541,702
137,-307,710
138,91,804
139,614,959
140,1469,836
141,2812,148
142,4331,-964
143,5337,-2035
144,5348,-2734
145,4517,-3103
146,3411,-3325
147,2462,-3397
148,1733,-3197
149,1183,-2791
150,882,-2436
151,870,-2227
152,972,-1961
153,954,-1493
154,776,-996
155,543,-702
156,306,-564
157,60,-401
158,-144,-207
159,-231,-104
160,-218,-89
161,-195,-54
162,-197,23
163,-197,70
164,-167,66
165,-129,65
166,-92,73
167,-88,65
168,-115,23
169,-152,-26
170,-142,-75
171,-60,-114
172,52,-140
173,113,-152
174,92,-166
175,37,-180
176,20,-181
177,51,-162
178,77,-141
179,60,-136
180,20,-137
181,-1,-121
182,-2,-83
183,0,-54
184,3,-60
185,21,-77
186,47,-59
187,66,-11
188,81,12
189,113,-5
190,162,-3
191,207,54
192,226,120
193,226,149
194,227,165
195,244,204
196,270,240
197,278,237
198,258,217
199,210,210
200,148,201
201,63,167
202,-26,120
203,-114,98
204,-169,79
205,-182,40
206,-163,-15
207,-153,-23
208,-160,8
209,-136,-7
210,-52,-108
211,11,-147
212,-43,46
213,-162,390
214,-137,617
215,170,688
216,690,880
217,1311,1305
218,2126,1527
219,3353,919
220,4896,-599
221,6118,-2379
222,6284,-3636
223,5296,-4109
224,3810,-4087
225,2557,-3918
226,1769,-3676
227,1343,-3296
228,1230,-2812
229,1388,-2333
230,1582,-1885
231,1557,-1438
232,1318,-1029
233,1038,-741
234,785,-566
235,538,-415
236,332,-236
237,223,-66
238,165,58
239,85,137
240,15,196
241,11,242
242,49,277
243,36,299
244,-21,300
245,-76,303
246,-84,314
247,-62,338
248,-19,343
249,31,319
250,75,278
251,96,260
252,108,284
253,122,341
254,146,396
255,176,435
256,211,473
257,240,526
258,249,590
259,239,645
260,236,678
261,260,688
262,297,687
263,319,684
264,315,684
265,314,671
266,349,626
267,421,558
268,495,497
269,525,463
270,495,441
271,421,414
272,332,386
273,254,362
274,197,325
275,146,263
276,82,194
277,11,149
278,-35,127
279,-37,101
280,-13,53
281,6,-5
282,4,-47
283,-27,-68
284,-93,-88
285,-178,-127
286,-243,-176
287,-260,-217
288,-248,-228
289,-246,-204
290,-262,-148
291,-284,-96
292,-291,-76
293,-300,-75
294,-311,-56
295,-336,-10
296,-358,13
297,-369,-4
298,-348,-33
299,-304,-28
300,-258,-10
301,-238,-13
302,-268,-12
303,-377,100
304,-537,357
305,-642,642
306,-571,816
307,-313,918
308,61,1089
309,559,1274
310,1360,1129
311,2622,361
312,4155,-906
313,5366,-2199
314,5672,-3125
315,5011,-3628
316,3861,-3849
317,2757,-3867
318,1917,-3667
319,1349,-3288
320,1078,-2863
321,1105,-2479
322,1254,-2083
323,1284,-1619
324,1116,-1160
325,851,-831
326,591,-634
327,359,-458
328,159,-243
329,16,-54
330,-64,33
331,-101,41
