TIMESTAMP,II,V
0,-26,340
1,-18,471
2,13,505
3,55,501
4,105,521
5,155,565
6,205,603
7,253,623
8,308,639
9,377,664
10,465,691
11,563,707
12,666,712
13,771,711
14,876,705
15,981,690
16,1085,670
17,1184,653
18,1271,635
19,1338,601
20,1386,546
21,1423,478
22,1456,411
23,1482,347
24,1493,286
25,1482,222
26,1451,157
27,1398,102
28,1318,69
29,1210,50
30,1086,26
31,961,-13
32,839,-55
33,713,-88
34,585,-115
35,470,-144
36,387,-173
37,331,-194
38,290,-206
39,247,-215
40,206,-219
41,168,-215
42,131,-205
43,87,-203
44,47,-218
45,25,-240
46,28,-253
47,36,-254
48,31,-257
49,7,-266
50,-15,-272
51,-23,-269
52,-19,-267
53,-15,-273
54,-12,-277
55,-14,-269
56,-24,-257
57,-42,-254
58,-55,-257
59,-55,-250
60,-50,-228
61,-52,-203
62,-56,-187
63,-56,-171
64,-48,-142
65,-33,-93
66,-6,-33
67,34,24
68,77,78
69,111,135
70,133,197
71,155,256
72,183,302
73,224,337
74,289,361
75,391,355
76,527,286
77,664,142
78,753,-45
79,764,-206
80,705,-298
81,611,-326
82,515,-329
83,439,-335
84,388,-338
85,342,-329
86,267,-313
87,144,-299
88,7,-284
89,-121,-259
90,-207,-250
91,-275,-254
92,-304,-277
93,-306,-294
94,-285,-317
95,-263,-329
96,-241,-325
97,-222,-316
98,-221,-334
99,-233,-343
100,-251,-236
101,-303,55
102,-388,454
103,-358,785
104,14,895
105,821,685
106,1971,40
107,3387,-1179
108,5076,-2992
109,6856,-5121
110,8171,-6988
111,8387,-7980
112,7294,-7793
113,5262,-6586
114,2960,-4861
115,994,-3183
116,-289,-1908
117,-840,-1089
118,-857,-576
119,-647,-221
120,-455,15
121,-370,119
122,-356,128
123,-350,119
124,-340,137
125,-337,164
126,-340,172
127,-335,161
128,-323,158
129,-323,175
130,-322,195
131,-320,208
132,-301,205
133,-293,215
134,-273,228
135,-248,248
136,-217,257
137,-196,262
138,-187,270
139,-180,280
140,-166,287
141,-147,291
142,-123,305
143,-98,329
144,-71,355
145,-47,369
146,-20,375
147,17,389
148,69,417
149,127,449
150,180,472
151,222,483
152,269,496
153,335,516
154,423,538
155,518,553
156,609,559
157,706,558
158,823,547
159,950,525
160,1054,502
161,1118,477
162,1168,441
163,1238,388
164,1326,332
165,1400,284
166,1436,239
167,1437,185
168,1418,126
169,1390,77
170,1351,38
171,1295,-1
172,1218,-45
173,1126,-91
174,1024,-130
175,912,-159
176,789,-178
177,663,-195
178,557,-215
179,472,-242
180,394,-270
181,302,-292
182,210,-304
183,144,-311
184,117,-316
185,110,-325
186,100,-335
187,74,-343
188,46,-344
189,34,-339
190,42,-332
191,50,-328
192,38,-334
193,3,-347
194,-30,-359
195,-48,-361
196,-57,-349
197,-72,-332
198,-90,-324
199,-103,-326
200,-109,-330
201,-117,-328
202,-127,-325
203,-135,-321
204,-137,-315
205,-132,-299
206,-123,-279
207,-106,-256
208,-81,-227
209,-46,-186
210,-4,-140
211,41,-90
212,82,-38
213,113,17
214,138,70
215,167,117
216,216,157
217,295,196
218,399,218
219,507,189
220,600,82
221,668,-86
222,710,-263
223,722,-394
224,690,-465
225,611,-491
226,507,-493
227,425,-489
228,386,-486
229,356,-487
230,276,-486
231,126,-468
232,-31,-440
