TIMESTAMP,II,V
0,2351,2863
1,2453,3270
2,1893,2922
3,1589,2735
4,1710,2922
5,1770,3013
6,1618,2863
7,1533,2769
8,1618,2863
9,1673,2947
10,1618,2922
11,1578,2887
12,1618,2922
13,1665,2965
14,1679,2980
15,1684,2989
16,1710,3039
17,1759,3122
18,1832,3214
19,1882,3267
20,1863,3272
21,1784,3239
22,1740,3214
23,1767,3213
24,1832,3272
25,1870,3363
26,1893,3448
27,1927,3482
28,1985,3506
29,2034,3549
30,2076,3623
31,2116,3685
32,2168,3740
33,2214,3790
34,2260,3857
35,2302,3917
36,2351,3974
37,2395,4007
38,2443,4032
39,2496,4051
40,2565,4091
41,2638,4126
42,2718,4149
43,2795,4160
44,2870,4207
45,2911,4265
46,2901,4266
47,2842,4147
48,2779,3974
49,2728,3841
50,2687,3798
51,2636,3765
52,2595,3682
53,2567,3548
54,2534,3448
55,2452,3374
56,2321,3272
57,2168,3095
58,2046,2922
59,1962,2820
60,1924,2805
61,1911,2804
62,1924,2805
63,1940,2800
64,1954,2805
65,1952,2797
66,1954,2805
67,1961,2826
68,1985,2863
69,2011,2887
70,2046,2922
71,2069,2957
72,2076,2980
73,2057,2955
74,2046,2922
75,2059,2918
76,2107,2980
77,2158,3071
78,2199,3156
79,2208,3183
80,2199,3156
81,2167,3088
82,2137,3039
83,2112,3022
84,2107,3039
85,2113,3045
86,2137,3039
87,2164,3025
88,2199,3039
89,2227,3065
90,2260,3097
91,2287,3117
92,2321,3156
93,2358,3208
94,2412,3272
95,2481,3326
96,2565,3389
97,2629,3438
98,2657,3448
99,2631,3375
100,2595,3272
101,2558,3165
102,2534,3097
103,2515,3047
104,2534,3039
105,2562,3044
106,2565,3039
107,2527,3015
108,2504,3039
109,2490,3093
110,2443,3097
111,2342,2994
112,2229,2863
113,2078,2764
114,1893,2747
115,1878,2952
116,2412,3623
117,3570,4754
118,4886,6077
119,5695,7333
120,5832,8415
121,5723,8998
122,5832,8590
123,6039,7123
124,5832,5318
125,4973,3990
126,3847,3331
127,2983,3004
128,2534,2805
129,2282,2744
130,2076,2805
131,1933,2836
132,1893,2805
133,1895,2778
134,1893,2805
135,1872,2824
136,1832,2805
137,1755,2744
138,1679,2688
139,1638,2656
140,1649,2688
141,1673,2745
142,1710,2805
143,1739,2809
144,1771,2805
145,1792,2824
146,1832,2922
147,1894,3052
148,1985,3156
149,2049,3178
150,2046,3156
151,1961,3117
152,1863,3097
153,1809,3097
154,1832,3156
155,1899,3262
156,1985,3389
157,2055,3485
158,2107,3565
159,2136,3628
160,2168,3682
161,2208,3707
162,2260,3740
163,2304,3789
164,2351,3857
165,2405,3913
166,2473,3974
167,2538,4035
168,2595,4091
169,2631,4102
170,2657,4091
171,2678,4077
172,2718,4091
173,2766,4101
174,2809,4091
175,2820,4039
176,2809,3974
177,2789,3906
178,2779,3857
179,2753,3789
180,2687,3682
181,2553,3514
182,2382,3331
183,2215,3160
184,2107,3039
185,2048,2958
186,2015,2922
187,1979,2894
188,1954,2863
189,1937,2820
190,1924,2805
191,1901,2805
192,1893,2805
193,1902,2787
194,1924,2805
195,1935,2860
196,1954,2922
197,1975,2932
198,1985,2922
199,1957,2914
200,1924,2922
201,1909,2915
202,1924,2922
203,1936,2944
204,1954,2980
205,1987,3002
206,2046,3039
207,2093,3096
208,2107,3156
209,2070,3153
210,2015,3097
211,1975,3037
212,1985,3039
213,2026,3073
214,2076,3097
215,2110,3088
216,2137,3097
217,2155,3129
218,2168,3156
219,2173,3146
220,2199,3156
221,2251,3206
222,2321,3272
223,2365,3302
224,2382,3331
225,2395,3383
226,2443,3448
227,2501,3464
228,2534,3448
229,2508,3398
230,2473,3331
231,2449,3226
232,2443,3156
233,2429,3135
234,2443,3156
235,2460,3158
236,2443,3156
237,2376,3156
238,2321,3156
239,2275,3111
240,2199,3039
241,2106,2963
242,2076,2922
243,2058,2922
244,1985,3039
245,2060,3385
246,2718,4091
247,4003,5143
248,5313,6370
249,5928,7431
250,5832,8006
251,5649,7888
252,5832,7129
253,6056,5974
254,5680,4792
255,4588,3867
256,3389,3331
257,2658,3102
258,2382,3039
259,2190,3007
260,1954,2980
261,1786,2947
262,1740,2922
263,1723,2903
264,1710,2922
265,1733,2957
266,1771,2980
267,1743,2954
268,1679,2922
269,1649,2905
270,1679,2922
271,1702,2936
272,1710,2980
273,1712,3034
274,1740,3097
275,1768,3126
276,1802,3156
277,1835,3200
278,1893,3272
279,1951,3334
280,1985,3389
281,1975,3425
282,1954,3448
283,1936,3442
