TIMESTAMP,II,V
0,1732,1418
1,1960,1629
2,1732,1462
3,1630,1369
4,1790,1462
5,1903,1520
6,1847,1462
7,1793,1420
8,1847,1462
9,1910,1506
10,1905,1507
11,1868,1499
12,1847,1507
13,1841,1508
14,1847,1507
15,1855,1509
16,1847,1507
17,1816,1485
18,1790,1462
19,1784,1456
20,1790,1462
21,1789,1464
22,1790,1462
23,1790,1459
24,1790,1462
25,1772,1462
26,1732,1462
27,1683,1461
28,1674,1462
29,1688,1460
30,1674,1462
31,1640,1464
32,1674,1462
33,1726,1455
34,1674,1462
35,1586,1470
36,1674,1462
37,1824,1460
38,1732,1507
39,1557,1549
40,1790,1507
41,2191,1443
42,1847,1507
43,705,1618
44,58,1507
45,755,1166
46,1905,975
47,2206,1166
48,1732,1462
49,1419,1488
50,1501,1285
51,1470,1138
52,1155,1108
53,871,1039
54,750,886
55,597,739
56,346,620
57,129,453
58,0,222
59,-116,-28
60,-231,-266
61,-309,-502
62,-346,-709
63,-380,-854
64,-404,-931
65,-424,-969
66,-462,-975
67,-539,-957
68,-635,-931
69,-747,-935
70,-866,-975
71,-985,-1024
72,-1039,-1019
73,-972,-930
74,-750,-753
75,-410,-526
76,0,-266
77,417,3
78,808,266
79,1149,500
80,1443,709
81,1678,893
82,1847,1064
83,1949,1220
84,2020,1374
85,2095,1528
86,2194,1684
87,2305,1825
88,2425,1950
89,2542,2060
90,2655,2171
91,2751,2285
92,2829,2393
93,2890,2475
94,2944,2526
95,2982,2551
96,3002,2570
97,2999,2590
98,3002,2615
99,3019,2635
100,3060,2659
101,3093,2679
102,3117,2703
103,3134,2722
104,3175,2747
105,3230,2768
106,3290,2792
107,3339,2808
108,3406,2836
109,3488,2873
110,3579,2925
111,3642,2971
112,3695,3013
113,3745,3038
114,3810,3058
115,3868,3071
116,3925,3102
117,3963,3141
118,3983,3191
119,3979,3232
120,3983,3279
121,3987,3323
122,3983,3368
123,3951,3394
124,3925,3412
125,3902,3415
126,3868,3412
127,3804,3391
128,3752,3368
129,3721,3342
130,3695,3324
131,3637,3290
132,3579,3235
133,3526,3150
134,3464,3058
135,3353,2964
136,3233,2880
137,3132,2792
138,3060,2703
139,2974,2597
140,2886,2482
141,2812,2360
142,2771,2260
143,2724,2171
144,2655,2083
145,2561,1982
146,2482,1906
147,2420,1856
148,2367,1817
149,2288,1753
150,2194,1684
151,2094,1628
152,2020,1595
153,1973,1553
154,1963,1507
155,1965,1468
156,1963,1462
157,1934,1466
158,1905,1462
159,1892,1438
160,1905,1418
161,1913,1411
162,1905,1418
163,1874,1419
164,1847,1418
165,1833,1415
166,1847,1418
167,1874,1417
168,1905,1418
169,1914,1416
170,1905,1418
171,1890,1416
172,1905,1418
173,1938,1418
174,1963,1418
175,1945,1413
176,1905,1418
177,1865,1423
178,1847,1418
179,1839,1393
180,1847,1374
181,1869,1368
182,1905,1374
183,1920,1372
184,1905,1374
185,1868,1376
186,1847,1374
187,1846,1351
188,1847,1329
189,1822,1322
190,1790,1329
191,1773,1331
192,1790,1329
193,1803,1327
194,1790,1329
195,1751,1327
196,1732,1329
197,1731,1330
198,1732,1329
199,1720,1322
200,1732,1329
201,1766,1350
202,1790,1374
203,1765,1378
204,1732,1374
205,1722,1370
206,1732,1374
207,1729,1373
208,1732,1374
209,1755,1374
210,1790,1374
211,1797,1355
212,1790,1329
213,1783,1314
214,1790,1329
215,1789,1358
216,1790,1374
217,1789,1356
218,1790,1329
219,1784,1317
220,1790,1329
221,1796,1338
222,1790,1329
223,1757,1303
224,1732,1285
225,1726,1280
226,1732,1285
227,1726,1285
228,1732,1285
229,1757,1283
230,1790,1285
231,1795,1283
232,1790,1285
233,1785,1285
234,1790,1285
235,1787,1280
236,1790,1285
237,1794,1301
238,1790,1329
239,1763,1355
240,1732,1374
241,1713,1376
242,1732,1374
243,1751,1358
244,1732,1329
245,1699,1308
246,1732,1329
247,1779,1355
248,1732,1329
249,1656,1288
250,1732,1329
251,1844,1403
252,1732,1374
253,1566,1296
254,1790,1374
255,2150,1522
256,1790,1374
257,680,900
258,58,620
259,726,894
260,1847,1374
261,2171,1519
262,1732,1329
263,1404,1180
264,1443,1196
265,1400,1189
266,1097,1064
267,815,925
268,693,842
269,564,755
270,346,620
271,140,465
272,0,310
273,-137,131
274,-289,-89
275,-413,-337
276,-462,-576
277,-450,-779
278,-404,-931
279,-367,-1040
280,-346,-1108
281,-339,-1142
282,-346,-1152
283,-408,-1157
284,-520,-1152
285,-653,-1150
286,-750,-1152
287,-790,-1145
288,-750,-1064
289,-614,-882
290,-346,-620
291,33,-336
292,462,-44
293,847,248
294,1155,532
295,1383,775
296,1559,975
297,1687,1139
298,1790,1285
299,1890,1418
300,2020,1551
301,2168,1696
302,2309,1861
303,2426,2026
304,2540,2171
305,2657,2289
306,2771,2393
307,2862,2488
308,2944,2570
309,3013,2625
310,3060,2659
311,3081,2681
312,3117,2703
313,3176,2722
314,3233,2747
315,3258,2771
316,3290,2792
317,3345,2793
318,3406,2792
319,3434,2800
320,3464,2836
321,3514,2881
322,3579,2925
323,3614,2947
324,3637,2969
325,3660,3000
326,3695,3058
327,3718,3110
328,3752,3146
329,3785,3160
330,3810,3191
331,3804,3234
332,3810,3279
333,3834,3299
334,3868,3324
335,3871,3362
336,3868,3412
337,3866,3439
338,3868,3457
339,3841,3473
340,3810,3501
341,3794,3510
342,3810,3501
343,3818,3474
344,3810,3457
345,3780,3438
346,3752,3412
347,3707,3356
348,3637,3279
349,3525,3187
350,3406,3102
351,3302,3014
352,3233,2925
353,3158,2817
354,3060,2703
355,2935,2585
356,2829,2482
357,2740,2386
358,2655,2304
359,2541,2216
360,2425,2127
361,2324,2031
362,2251,1950
363,2170,1878
364,2078,1817
365,1980,1748
366,1905,1684
367,1842,1627
