TIMESTAMP,II,V
0,112,1338
1,123,1405
2,123,1203
3,161,1202
4,201,1105
5,240,958
6,259,802
7,257,684
8,235,599
9,210,539
10,198,525
11,193,556
12,185,605
13,135,641
14,35,652
15,-132,649
16,-344,615
17,-572,571
18,-792,517
19,-960,474
20,-1069,446
21,-1094,444
22,-1048,485
23,-948,563
24,-821,685
25,-679,830
26,-504,994
27,-239,1154
28,197,1299
29,875,1380
30,1809,1328
31,2922,1040
32,4034,435
33,4899,-510
34,5273,-1704
35,5010,-2956
36,4122,-4011
37,2803,-4654
38,1346,-4766
39,67,-4379
40,-843,-3630
41,-1322,-2721
42,-1465,-1822
43,-1401,-1053
44,-1270,-457
45,-1134,-35
46,-1025,248
47,-932,418
48,-861,513
49,-802,552
50,-766,572
51,-736,578
52,-713,595
53,-698,601
54,-698,607
55,-740,584
56,-794,549
57,-868,506
58,-896,468
59,-889,459
60,-825,462
61,-740,488
62,-657,507
63,-588,524
64,-533,528
65,-476,530
66,-411,529
67,-333,530
68,-253,531
69,-176,531
70,-109,530
71,-57,522
72,-22,509
73,-7,483
74,-6,452
75,0,418
76,24,395
77,84,388
78,167,401
79,259,421
80,323,443
81,347,453
82,319,459
83,258,460
84,170,469
85,76,485
86,-20,512
87,-100,541
88,-159,576
89,-182,613
90,-178,656
91,-161,696
92,-164,729
93,-209,740
94,-306,729
95,-433,696
96,-553,658
97,-623,630
98,-625,626
99,-565,644
100,-487,673
101,-439,694
102,-451,696
103,-523,671
104,-622,633
105,-708,594
106,-756,568
107,-770,557
108,-769,557
109,-770,560
110,-766,564
111,-735,573
112,-656,597
113,-539,635
114,-422,685
115,-354,732
116,-363,773
117,-430,806
118,-513,847
119,-549,902
120,-518,981
121,-416,1068
122,-283,1149
123,-146,1193
124,-39,1192
125,39,1134
126,83,1033
127,111,899
128,127,768
129,152,655
130,184,588
131,219,557
132,228,562
133,181,568
134,58,568
135,-140,548
136,-365,516
137,-580,490
138,-737,472
139,-827,473
140,-865,476
141,-855,481
142,-827,490
143,-773,509
144,-704,559
145,-626,635
146,-553,744
147,-483,870
148,-387,1014
149,-206,1160
150,133,1296
151,685,1370
152,1460,1305
153,2403,999
154,3378,376
155,4196,-573
156,4650,-1747
157,4586,-2957
158,3969,-3965
159,2918,-4571
160,1662,-4671
161,477,-4299
162,-438,-3584
163,-992,-2710
164,-1235,-1840
165,-1266,-1088
166,-1205,-498
167,-1114,-76
168,-1030,210
169,-956,380
170,-906,474
171,-876,508
172,-872,518
173,-875,512
174,-866,516
175,-832,519
176,-759,537
177,-678,552
178,-582,568
179,-532,576
180,-514,562
181,-568,541
182,-657,494
183,-761,457
184,-831,421
185,-837,411
186,-773,415
187,-661,436
188,-537,456
189,-430,468
190,-357,467
191,-303,456
192,-254,442
193,-188,428
194,-101,422
195,2,423
196,102,432
197,183,443
198,220,449
199,211,440
200,158,417
