TIME,II,V
0,-512,118
1,-608,127
2,-606,112
3,-626,128
4,-586,144
5,-497,162
6,-385,182
7,-272,205
8,-157,221
9,-26,224
10,117,213
11,266,188
12,402,152
13,496,109
14,507,70
15,421,39
16,252,20
17,37,11
18,-181,11
19,-372,17
20,-520,26
21,-620,35
22,-680,42
23,-710,44
24,-726,43
25,-743,40
26,-780,37
27,-830,36
28,-888,36
29,-939,38
30,-960,37
31,-984,37
32,-965,31
33,-977,28
34,-929,19
35,-918,17
36,-869,12
37,-880,14
38,-934,17
39,-1041,25
40,-1181,34
41,-1290,47
42,-1382,66
43,-1457,99
44,-1585,152
45,-1762,221
46,-1930,290
47,-1903,324
48,-1436,282
49,-287,130
50,1648,-138
51,4271,-497
52,7213,-887
53,9917,-1233
54,11753,-1471
55,12243,-1563
56,11220,-1509
57,8922,-1343
58,5898,-1116
59,2826,-877
60,277,-660
61,-1436,-480
62,-2300,-336
63,-2495,-221
64,-2284,-128
65,-1896,-56
66,-1493,-1
67,-1168,37
68,-962,64
69,-869,82
70,-867,96
71,-885,106
72,-878,114
73,-798,120
74,-639,125
75,-459,132
76,-278,133
77,-209,134
78,-244,125
79,-432,114
80,-699,100
81,-969,89
82,-1161,81
83,-1196,78
84,-1091,78
85,-881,81
86,-669,84
87,-515,87
88,-462,89
89,-486,88
90,-544,84
91,-586,78
92,-581,74
93,-521,71
94,-421,69
95,-294,66
96,-156,61
97,-18,52
98,111,42
99,218,33
100,304,28
101,366,26
102,412,27
103,444,29
104,462,28
105,468,25
106,463,20
107,461,16
108,470,14
109,496,15
110,538,18
111,589,25
112,638,33
113,690,41
114,748,50
115,822,57
116,900,62
117,965,67
118,996,72
119,987,78
120,946,87
121,897,94
122,861,101
123,848,104
124,845,105
125,829,107
126,781,113
127,690,124
128,561,140
129,398,155
130,203,167
131,-27,173
132,-272,170
133,-502,160
134,-668,144
135,-742,127
136,-720,112
137,-638,101
138,-548,95
139,-487,94
140,-457,96
141,-441,99
142,-408,100
143,-354,100
144,-291,99
145,-243,99
146,-216,99
147,-196,100
148,-152,101
149,-61,104
150,77,110
151,225,119
152,326,131
153,321,142
154,187,152
155,-50,157
156,-322,158
157,-540,152
158,-639,144
159,-599,131
160,-463,118
161,-293,106
162,-159,97
163,-91,92
164,-85,93
165,-115,96
166,-141,101
167,-145,103
168,-117,102
169,-69,99
170,-11,94
171,45,89
172,91,86
173,119,84
174,128,84
175,104,84
176,46,89
177,-49,98
178,-166,114
179,-268,136
180,-321,162
181,-291,186
182,-168,203
183,32,205
184,270,191
185,500,161
186,674,118
187,762,71
188,744,27
189,633,-7
190,461,-25
191,279,-30
192,127,-26
193,28,-20
194,-29,-13
195,-67,-9
196,-108,-6
197,-155,-2
198,-196,1
199,-218,1
200,-237,-2
201,-267,-11
202,-346,-19
203,-467,-28
204,-608,-30
205,-745,-27
206,-820,-22
207,-895,-12
208,-897,-8
209,-948,2
210,-941,5
211,-963,12
212,-927,14
213,-865,18
214,-772,18
215,-672,17
216,-604,19
217,-605,34
218,-714,69
219,-930,127
220,-1183,199
221,-1310,254
222,-1076,250
223,-231,145
224,1393,-84
225,3775,-421
226,6644,-818
227,9493,-1201
228,11690,-1496
229,12672,-1649
230,12139,-1649
231,10191,-1517
232,7313,-1301
233,4203,-1053
234,1522,-816
235,-321,-613
236,-1264,-448
237,-1516,-317
238,-1403,-212
239,-1201,-129
240,-1059,-67
241,-999,-24
242,-979,6
243,-947,29
244,-878,49
245,-769,66
246,-640,78
247,-534,82
248,-440,75
249,-426,68
250,-400,54
251,-442,50
252,-429,44
253,-452,47
254,-449,46
255,-470,49
256,-495,48
257,-500,48
258,-475,48
259,-403,50
260,-298,51
261,-171,51
262,-44,46
263,76,38
264,178,28
265,250,19
266,276,12
267,253,9
268,191,9
269,126,9
