TIME,II,V
0,2668,-922
1,3218,-1205
2,3283,-1448
3,3468,-1713
4,3591,-1712
5,3217,-1315
6,2668,-922
7,2555,-910
8,2770,-1053
9,2687,-887
10,2155,-395
11,1622,58
12,1436,263
13,1499,278
14,1642,132
15,1901,-210
16,2360,-658
17,2861,-994
18,3078,-1053
19,2857,-839
20,2463,-527
21,2314,-366
22,2565,-527
23,2941,-869
24,3078,-1053
25,2802,-814
26,2257,-263
27,1743,238
28,1539,395
29,1657,249
30,1949,0
31,2297,-253
32,2668,-527
33,2870,-688
34,2668,-527
35,2180,-135
36,1949,0
37,2308,-449
38,2976,-1317
39,3372,-2252
40,3283,-3160
41,2889,-4030
42,2463,-4608
43,2140,-4590
44,2052,-4082
45,2258,-3567
46,2668,-3423
47,3004,-3562
48,3078,-3555
49,2891,-3040
50,2565,-2107
51,2136,-1362
52,1642,-1448
53,1292,-2406
54,1436,-3555
55,2105,-4080
56,2873,-3687
57,3217,-2691
58,3078,-1580
59,2806,-645
60,2770,0
61,3040,240
62,3489,0
63,3867,-487
64,4002,-790
65,3867,-660
66,3591,-263
67,3224,154
68,2770,527
69,2349,841
70,2257,922
71,2586,665
72,3078,263
73,3350,47
74,3283,132
75,2994,393
76,2668,658
77,2461,800
78,2565,658
79,3039,160
80,3694,-527
81,4101,-994
82,4002,-922
83,3523,-411
84,3078,132
85,2874,437
86,2873,527
87,2997,437
88,3283,132
89,3561,-200
90,3489,-132
91,2975,408
92,2463,922
93,2375,957
94,2668,658
95,3002,373
96,3283,132
97,3566,-150
98,3796,-263
99,3835,-7
100,3796,395
101,3923,506
102,4309,263
103,4703,-8
104,4822,0
105,4534,348
106,4002,922
107,3500,1464
108,3283,1712
109,3354,1598
110,3591,1317
111,3854,1036
112,4104,790
113,4228,644
114,4104,790
115,3735,1239
116,3386,1712
117,3330,1942
118,3694,1975
119,4405,1946
120,5335,1843
121,6224,1660
122,6772,1580
123,6824,1767
124,6567,2107
125,6290,2373
126,6156,2502
