TIME,II,V
0,78,-14
1,121,-75
2,95,-143
3,25,-146
4,6,-62
5,84,33
6,183,43
7,197,-28
8,124,-79
9,52,-44
10,46,14
11,76,-1
12,87,-88
13,91,-140
14,131,-93
15,182,-9
16,171,5
17,92,-52
18,36,-88
19,49,-63
20,72,-43
21,61,-73
22,70,-93
23,136,-46
24,183,18
25,134,16
26,55,-44
27,59,-92
28,144,-102
29,198,-101
30,171,-100
31,140,-78
32,193,-34
33,299,2
34,361,6
35,350,0
36,342,3
37,383,10
38,432,-4
39,429,-15
40,403,8
41,373,70
42,337,110
43,290,141
44,321,206
45,433,312
46,531,330
47,522,166
48,504,-118
49,585,-336
50,764,-401
51,935,-387
52,1071,-426
53,1192,-545
54,1326,-694
55,1528,-877
56,1895,-1210
57,2467,-1825
58,3205,-2739
59,4098,-3839
60,5150,-4940
61,6182,-5821
62,6833,-6275
63,6913,-6212
64,6648,-5725
65,6433,-5027
66,6411,-4311
67,6407,-3694
68,6206,-3208
69,5739,-2792
70,5034,-2342
71,4120,-1828
72,3032,-1307
73,1868,-820
74,828,-356
75,142,39
76,-78,246
77,34,246
78,203,188
79,245,208
80,195,265
81,149,280
82,138,282
83,96,351
84,23,434
85,-42,445
86,-44,378
87,-22,335
88,-1,351
89,14,395
90,68,422
91,143,422
92,190,389
93,155,340
94,68,314
95,-1,342
96,-10,406
97,8,468
98,3,503
99,-23,487
100,-38,422
101,-58,355
102,-121,357
103,-201,422
104,-212,477
105,-146,475
106,-111,468
107,-187,511
108,-299,581
109,-316,615
110,-231,607
111,-163,598
112,-193,612
113,-283,649
114,-351,715
115,-379,809
116,-399,888
117,-417,881
118,-394,779
119,-326,659
120,-266,619
121,-260,678
122,-269,757
123,-222,759
124,-115,675
125,-14,586
126,40,568
127,86,598
128,180,605
129,305,575
130,382,562
131,371,577
132,325,568
133,327,531
134,392,542
135,463,608
136,488,602
137,466,424
138,435,154
139,431,-53
140,461,-144
141,482,-156
142,438,-114
143,330,-52
144,224,-41
145,164,-107
146,128,-175
147,82,-189
148,38,-189
149,8,-232
150,-24,-279
151,-47,-274
152,-9,-236
153,82,-219
154,140,-207
155,119,-169
156,73,-131
157,48,-148
158,13,-205
159,-34,-235
160,-4,-204
161,127,-148
162,222,-122
163,164,-132
164,37,-138
165,11,-91
166,104,0
167,180,62
168,131,22
169,-10,-98
170,-132,-192
171,-156,-168
172,-91,-50
173,-10,55
174,2,64
175,-79,3
176,-191,-46
177,-223,-34
178,-122,8
179,19,13
180,60,-31
181,-5,-77
182,-47,-73
183,-12,-36
184,-9,-24
185,-121,-53
186,-250,-80
187,-264,-58
188,-197,-2
189,-174,42
190,-215,50
191,-237,40
192,-202,19
193,-156,-18
194,-156,-70
195,-216,-104
196,-304,-90
197,-354,-41
198,-309,4
199,-195,34
200,-118,76
201,-147,148
202,-226,211
203,-233,196
204,-134,89
205,-39,-45
206,-67,-133
207,-183,-179
208,-237,-236
209,-179,-300
210,-124,-309
211,-168,-244
212,-249,-179
213,-257,-176
214,-201,-194
215,-169,-158
216,-184,-83
217,-199,-58
218,-189,-117
219,-171,-183
220,-153,-171
221,-116,-96
222,-61,-46
223,-21,-60
224,-10,-90
225,9,-94
226,58,-101
227,75,-154
228,-12,-214
229,-137,-198
230,-141,-101
231,5,-18
232,120,-28
233,55,-86
234,-109,-95
235,-188,-31
236,-145,18
237,-73,-25
238,-34,-115
239,-7,-132
240,11,-39
241,-21,64
242,-102,61
243,-148,-34
244,-80,-100
245,56,-71
246,132,-12
247,88,-11
248,-1,-64
249,-41,-103
250,-21,-100
251,22,-80
252,73,-59
253,113,-32
254,92,-3
255,8,12
256,-38,16
257,56,23
258,235,28
259,334,6
260,262,-46
261,98,-87
262,3,-64
263,62,28
