TIME,II,V
0,337,2583
1,257,2963
2,120,2583
3,118,2318
4,192,2482
5,194,2687
6,144,2651
7,169,2539
8,240,2550
9,227,2624
10,144,2651
11,222,2660
12,673,2753
13,1500,2890
14,2548,2855
15,3647,2408
16,4591,1530
17,5040,431
18,4591,-612
19,3138,-1449
20,1130,-2006
21,-621,-2226
22,-1538,-2040
23,-1681,-1478
24,-1538,-680
25,-1492,84
26,-1538,646
27,-1493,1060
28,-1298,1530
29,-1047,2061
30,-817,2482
31,-611,2693
32,-433,2855
33,-316,3076
34,-264,3263
35,-234,3292
36,-192,3263
37,-178,3282
38,-216,3297
39,-288,3210
40,-313,3127
41,-280,3211
42,-240,3433
43,-228,3588
44,-216,3569
45,-200,3464
46,-240,3399
47,-334,3365
48,-385,3297
49,-347,3223
50,-313,3263
51,-341,3393
52,-361,3467
53,-323,3438
54,-313,3467
55,-373,3598
56,-385,3671
57,-257,3589
58,-96,3535
59,-35,3587
60,-24,3569
61,51,3387
62,168,3297
63,249,3432
64,313,3535
65,424,3370
66,553,3161
67,630,3144
68,673,3195
69,746,3117
70,841,3059
71,896,3129
72,889,3127
73,854,2917
74,817,2787
75,777,2910
76,721,3025
77,641,2888
78,529,2753
79,394,2835
80,264,2923
81,166,2785
82,96,2685
83,29,2887
84,-48,3195
85,-107,3274
86,-120,3229
87,-115,3294
88,-144,3399
89,-197,3309
90,-192,3127
91,-108,3124
92,-24,3331
93,4,3471
94,24,3399
95,78,3255
96,120,3263
97,114,3403
98,120,3501
99,183,3468
100,240,3433
101,228,3479
102,192,3535
103,186,3494
104,168,3433
105,101,3428
106,48,3433
107,75,3365
108,120,3297
109,96,3271
110,24,3229
111,-20,3145
112,-24,3161
113,-11,3277
114,24,3297
115,55,3124
116,24,2991
117,-85,3045
118,-168,3127
119,-182,3093
120,-192,3093
121,-255,3202
122,-313,3195
123,-298,2947
124,-264,2753
125,-296,2846
126,-385,3025
127,-436,3018
128,-433,2957
129,-457,3029
130,-529,3127
131,-445,3093
132,48,3093
133,974,3230
134,2139,3229
135,3399,2739
136,4591,1870
137,5214,944
138,4591,136
139,2694,-528
140,457,-884
