TIME,II,V
0,592,-1417
1,634,-1188
2,605,-576
3,576,-483
4,522,-370
5,484,-275
6,479,-209
7,495,-208
8,504,-216
9,485,-209
10,448,-211
11,415,-239
12,414,-260
13,450,-248
14,516,-220
15,591,-194
16,662,-164
17,723,-131
18,779,-102
19,833,-84
20,888,-66
21,940,-51
22,989,-43
23,1031,-38
24,1073,-38
25,1111,-41
26,1153,-46
27,1194,-54
28,1240,-64
29,1285,-74
30,1336,-85
31,1384,-97
32,1432,-109
33,1469,-122
34,1502,-136
35,1521,-149
36,1537,-161
37,1543,-170
38,1549,-176
39,1549,-177
40,1553,-176
41,1556,-172
42,1571,-164
43,1586,-151
44,1614,-130
45,1638,-102
46,1665,-69
47,1677,-35
48,1683,-5
49,1678,20
50,1679,41
51,1684,59
52,1697,74
53,1695,82
54,1664,78
55,1580,58
56,1449,21
57,1288,-26
58,1137,-73
59,1029,-111
60,990,-134
61,1015,-142
62,1086,-139
63,1159,-132
64,1203,-129
65,1186,-137
66,1110,-159
67,990,-188
68,865,-221
69,766,-247
70,721,-260
71,727,-256
72,779,-240
73,847,-218
74,919,-198
75,966,-187
76,999,-185
77,1009,-190
78,1028,-195
79,1058,-191
80,1120,-177
81,1194,-152
82,1268,-128
83,1300,-113
84,1287,-120
85,1220,-146
86,1139,-187
87,1064,-227
88,1038,-258
89,1058,-271
90,1125,-268
91,1214,-251
92,1312,-227
93,1401,-200
94,1479,-180
95,1537,-170
96,1578,-181
97,1593,-215
98,1588,-266
99,1564,-326
100,1527,-380
101,1481,-419
102,1436,-434
103,1380,-428
104,1331,-412
105,1281,-389
106,1235,-380
107,1204,-372
108,1177,-380
109,1160,-387
110,1142,-397
111,1124,-404
112,1116,-407
113,1116,-406
114,1126,-394
115,1114,-364
116,1067,-302
117,987,-197
118,956,-42
119,1080,156
120,1468,356
121,2095,487
122,2816,452
123,3338,167
124,3425,-396
125,2960,-1170
126,2087,-2005
127,1084,-2707
128,293,-3113
129,-98,-3148
130,-63,-2846
131,242,-2323
132,627,-1732
133,927,-1199
134,1082,-805
135,1104,-560
136,1060,-439
137,1010,-387
138,1013,-360
139,1084,-320
140,1223,-261
141,1404,-184
142,1583,-104
143,1727,-36
144,1818,14
145,1844,32
146,1828,27
147,1754,-13
148,1638,-76
149,1465,-157
150,1255,-250
151,1043,-331
152,886,-395
153,836,-419
154,931,-401
155,1150,-342
156,1451,-263
157,1744,-187
158,1965,-144
159,2057,-145
160,2039,-190
161,1943,-256
162,1845,-322
163,1771,-369
164,1754,-398
165,1755,-415
166,1772,-434
167,1769,-461
168,1772,-496
169,1771,-533
170,1791,-565
171,1812,-587
172,1842,-601
173,1865,-604
174,1893,-601
175,1927,-589
176,1974,-573
177,2020,-552
178,2061,-530
179,2080,-507
180,2084,-483
181,2064,-460
182,2036,-436
183,1995,-412
184,1948,-388
185,1889,-364
186,1821,-341
187,1746,-322
188,1674,-309
189,1609,-304
190,1559,-307
191,1520,-315
192,1491,-325
193,1460,-331
194,1433,-333
195,1407,-328
