TIMESTAMP,II,V
0,8939,10396
1,10167,11776
2,9016,10396
3,8401,9675
4,9016,10396
5,9395,10833
6,9016,10396
7,8730,10073
8,8939,10286
9,9086,10385
10,8939,10175
11,8826,10087
12,8939,10286
13,9040,10429
14,9016,10396
15,8949,10314
16,8939,10286
17,8942,10264
18,8939,10286
19,8920,10343
20,8939,10396
21,8978,10360
22,9016,10286
23,8973,10189
24,8939,10175
25,8929,10207
26,8939,10286
27,8868,10335
28,8783,10396
29,8717,10413
30,8705,10396
31,8664,10318
32,8628,10286
33,8600,10277
34,8628,10286
35,8632,10254
36,8628,10286
37,8600,10346
38,8628,10396
39,8684,10363
40,8783,10396
41,8859,10531
42,8939,10728
43,8982,10845
44,9016,10949
45,9007,11060
46,9016,11171
47,9033,11175
48,9094,11171
49,9173,11225
50,9327,11392
51,9513,11557
52,9716,11724
53,9873,11848
54,10027,11945
55,10118,11928
56,10105,11834
57,9933,11637
58,9716,11392
59,9482,11089
60,9250,10839
61,8979,10638
62,8783,10507
63,8677,10370
64,8628,10286
65,8513,10246
66,8395,10286
67,8318,10330
68,8317,10396
69,8283,10413
70,8239,10396
71,8195,10315
72,8239,10286
73,8282,10271
74,8317,10286
75,8272,10254
76,8239,10286
77,8212,10340
78,8239,10396
79,8264,10378
80,8317,10396
81,8356,10427
82,8395,10396
83,8370,10166
84,8317,9843
85,8236,9513
86,8239,9290
87,8427,9261
88,9016,9733
89,10130,10891
90,11815,12719
91,13816,14837
92,15701,16811
93,16856,18077
94,16867,18249
95,15651,17234
96,13680,15484
97,11650,13557
98,10182,11945
99,9361,10824
100,8939,10286
101,8598,10152
102,8317,10175
103,8115,10092
104,8006,9954
105,7902,9844
106,7850,9843
107,7842,9847
108,7850,9843
109,7776,9789
110,7695,9733
111,7655,9648
112,7695,9622
113,7701,9636
114,7695,9733
115,7667,9820
116,7695,9954
117,7699,10098
118,7695,10286
119,7663,10392
120,7695,10396
121,7762,10276
122,7850,10175
123,7887,10129
124,7928,10175
125,7963,10219
126,8006,10286
127,8002,10335
128,8006,10396
129,7999,10399
130,8006,10396
131,8006,10375
132,8084,10396
133,8185,10397
134,8239,10396
135,8158,10332
136,8084,10286
137,8124,10305
138,8317,10507
139,8482,10764
140,8550,10949
141,8527,10951
142,8550,10949
143,8591,11047
144,8628,11281
145,8644,11500
146,8783,11724
147,9019,11963
148,9250,12277
149,9339,12537
150,9405,12719
151,9529,12809
152,9716,12940
153,9818,13099
154,9871,13272
155,9942,13351
156,10105,13383
157,10249,13369
158,10338,13383
159,10359,13376
160,10415,13383
161,10490,13344
162,10571,13272
163,10584,13086
164,10571,12830
165,10508,12496
166,10415,12166
167,10255,11811
168,10105,11503
169,9947,11255
170,9794,11171
171,9607,11164
172,9483,11171
173,9400,11070
174,9327,10949
175,9189,10821
176,9094,10728
177,9067,10599
178,9094,10507
179,9058,10428
180,9016,10396
181,8993,10358
182,9016,10396
183,8985,10455
184,8939,10507
185,8899,10479
186,8939,10507
187,8980,10597
188,9016,10728
189,9006,10781
190,9016,10839
191,9015,10898
192,9016,10949
193,8970,10895
194,8939,10839
195,8917,10812
196,8939,10839
197,8937,10825
198,8939,10839
199,8920,10853
200,8939,10839
201,8961,10685
202,9016,10507
203,9054,10412
204,9094,10507
205,9091,10670
206,9094,10839
207,9083,10915
208,9094,10949
209,9064,10905
210,9016,10839
211,8945,10745
212,8939,10728
213,8965,10758
214,9016,10839
215,9013,10887
216,9016,10949
217,9030,10965
218,9094,10949
219,9113,10894
220,9094,10949
221,9049,11098
222,9094,11281
223,9200,11381
224,9327,11503
225,9377,11661
226,9405,11834
227,9423,11897
228,9483,11945
229,9557,12026
230,9716,12166
231,9932,12238
232,10182,12277
233,10361,12302
234,10493,12387
235,10555,12453
236,10571,12498
237,10482,12435
238,10338,12277
239,10120,11996
240,9871,11724
241,9594,11504
242,9405,11392
243,9298,11281
244,9250,11171
245,9162,11028
246,9094,10949
247,9062,10916
248,9094,10949
249,9099,10955
250,9094,10949
251,9046,10883
252,9016,10839
253,8977,10790
254,9016,10839
255,9059,10951
256,9094,11171
257,9046,11333
258,9016,11392
259,9001,11316
260,9016,11281
261,8996,11312
262,9016,11392
263,9056,11377
264,9094,11281
265,9043,11052
266,9016,10728
267,9150,10381
268,9638,10396
269,10548,11151
270,11970,12830
271,13806,15058
272,15779,17254
273,17286,18809
274,17800,19466
275,17081,19091
276,15468,17807
277,13521,15890
278,11815,13936
279,10583,12398
280,9871,11503
281,9483,11076
282,9250,10949
283,9004,10898
284,8783,10839
285,8611,10676
286,8550,10507
287,8531,10354
288,8550,10286
289,8547,10276
290,8550,10396
291,8529,10567
292,8550,10728
293,8574,10779
294,8628,10839
295,8629,10891
296,8628,10949
297,8578,10923
298,8550,10949
299,8541,11037
300,8628,11171
301,8725,11193
302,8783,11171
303,8758,11171
304,8783,11281
305,8862,11369
306,8939,11392
307,8883,11322
308,8783,11281
309,8725,11234
310,8783,11171
311,8859,11028
312,8939,10949
313,8977,10987
314,9016,11171
315,9032,11322
316,9094,11392
317,9166,11334
318,9250,11281
319,9282,11267
320,9327,11392
321,9362,11587
322,9405,11834
323,9414,12016
324,9483,12166
325,9588,12258
326,9716,12387
327,9782,12556
328,9871,12830
329,9999,13085
330,10182,13272
331,10313,13351
332,10415,13493
333,10479,13706
334,10571,13936
335,10663,14025
336,10804,14046
337,10931,14032
338,11037,14046
339,11086,14031
340,11193,14046
341,11367,14027
342,11581,13936
343,11658,13705
344,11581,13493
345,11398,13352
346,11270,13272
347,11186,13081
348,11115,12830
349,10963,12594
350,10804,12498
351,10659,12411
352,10571,12277
353,10453,12066
354,10338,11945
355,10224,11886
356,10182,11834
357,10142,11664
358,10105,11503
359,10035,11399
360,10027,11392
361,10052,11363
362,10105,11392
363,10083,11501
364,10027,11724
365,9932,11884
366,9871,11945
367,9809,11885
368,9794,11834
369,9779,11774
370,9794,11724
371,9782,11608
372,9794,11503
373,9788,11408
374,9794,11392
375,9772,11380
376,9794,11392
377,9825,11377
378,9871,11392
379,9867,11388
380,9871,11392
381,9865,11339
382,9871,11281
383,9829,11199
384,9794,11171
385,9745,11152
386,9716,11171
387,9660,11157
388,9638,11171
389,9624,11193
390,9638,11281
391,9624,11346
392,9638,11392
393,9642,11375
394,9638,11392
395,9557,11400
396,9483,11392
397,9442,11281
398,9483,11171
399,9496,11107
400,9483,11171
401,9440,11265
402,9483,11392
403,9581,11518
404,9716,11724
405,9797,11949
406,9871,12166
407,9933,12256
408,10027,12277
409,10094,12277
410,10182,12387
411,10300,12550
412,10493,12719
413,10646,12787
414,10726,12830
415,10754,12864
416,10882,12940
417,11028,12937
418,11037,12830
419,10795,12573
420,10493,12277
421,10241,11965
422,10027,11724
423,9731,11513
424,9483,11392
425,9376,11337
426,9405,11392
427,9385,11426
428,9327,11392
429,9283,11255
430,9327,11171
431,9346,11145
432,9327,11171
433,9254,11140
434,9250,11171
435,9269,11253
436,9327,11392
437,9327,11416
438,9327,11392
439,9287,11353
440,9250,11392
441,9203,11434
442,9250,11503
443,9320,11525
444,9327,11503
445,9194,11368
446,9094,11171
447,9117,10841
448,9327,10507
449,9781,10513
450,10726,11392
451,12187,13133
452,13991,15263
453,15838,17214
454,17489,18802
455,18353,19679
456,17800,19355
457,15779,17633
458,13291,15263
459,11418,13204
460,10493,11945
461,10026,11261
462,9638,10949
463,9279,10869
464,9094,10949
465,9008,10953
466,8939,10839
467,8810,10637
468,8705,10507
469,8634,10451
470,8628,10507
471,8617,10599
472,8628,10728
473,8618,10800
474,8628,10839
475,8605,10812
476,8628,10839
477,8653,10878
478,8705,10949
479,8702,10949
480,8705,10949
481,8696,10934
482,8705,10949
483,8687,10934
484,8705,10949
485,8736,10950
486,8783,10949
487,8780,10882
488,8783,10839
489,8776,10815
490,8783,10839
491,8760,10827
492,8783,10839
493,8843,10861
494,8939,10949
495,8960,11039
496,8939,11171
497,8899,11282
498,8939,11392
499,9006,11437
