TIME,II,V
0,-205,1806
1,-235,2045
2,-205,1806
3,-184,1682
4,-205,1806
5,-233,1881
6,-246,1806
7,-242,1758
8,-246,1806
9,-259,1837
10,-286,1806
11,-312,1788
12,-327,1806
13,-325,1815
14,-327,1806
15,-334,1809
16,-327,1828
17,-269,1839
18,-164,1828
19,-51,1782
20,0,1670
21,-55,1445
22,-246,1083
23,-583,595
24,-1064,45
25,-1621,-503
26,-2128,-971
27,-2469,-1292
28,-2619,-1422
29,-2641,-1430
30,-2619,-1422
31,-2608,-1442
32,-2619,-1399
33,-2631,-1238
34,-2619,-993
35,-2604,-755
36,-2619,-519
37,-2640,-253
38,-2619,45
39,-2587,324
40,-2619,587
41,-2656,852
42,-2496,1128
43,-2047,1380
44,-1473,1602
45,-997,1799
46,-655,1986
47,-344,2154
48,-41,2302
49,193,2427
50,327,2528
51,416,2597
52,491,2641
53,548,2666
54,573,2686
55,577,2700
56,573,2708
57,582,2713
58,614,2731
59,662,2755
60,696,2776
61,713,2777
62,737,2776
63,781,2781
64,818,2799
65,838,2809
66,859,2821
67,900,2830
68,941,2844
69,963,2851
70,982,2866
71,1018,2879
72,1064,2889
73,1103,2885
74,1146,2889
75,1194,2899
76,1228,2912
77,1230,2903
78,1228,2889
79,1245,2880
80,1269,2889
81,1274,2887
82,1269,2866
83,1269,2821
84,1269,2776
85,1253,2730
86,1228,2686
87,1197,2629
88,1146,2573
89,1067,2515
90,982,2460
91,904,2393
92,818,2325
93,714,2252
94,614,2189
95,531,2127
96,450,2076
97,359,2028
98,286,1986
99,245,1938
100,205,1896
101,129,1855
102,41,1828
103,-18,1808
104,-41,1806
105,-59,1806
106,-82,1806
107,-104,1792
108,-123,1783
109,-144,1778
110,-164,1783
111,-183,1781
112,-205,1783
113,-230,1782
114,-246,1783
115,-245,1778
116,-246,1783
117,-262,1793
118,-286,1806
119,-296,1805
120,-286,1806
121,-277,1804
122,-286,1806
123,-309,1800
124,-327,1806
125,-331,1817
126,-327,1828
127,-326,1826
128,-327,1828
129,-328,1837
130,-327,1851
131,-327,1850
132,-327,1851
133,-326,1858
134,-327,1873
135,-330,1875
136,-327,1873
137,-322,1870
138,-327,1873
139,-348,1872
140,-368,1873
141,-373,1873
142,-368,1873
143,-366,1861
144,-368,1851
145,-368,1844
