TIME,II,V
0,3380,5871
1,3868,6682
2,3518,5972
3,3370,5637
4,3587,6073
5,3629,6324
6,3449,6124
7,3426,6037
8,3587,6225
9,3616,6290
10,3518,6175
11,3542,6148
12,3725,6225
13,3870,6175
14,3932,6023
15,3975,5937
16,4001,5922
17,3963,5844
18,3932,5719
19,3956,5626
20,4001,5567
21,4039,5474
22,4139,5365
23,4241,5251
24,4208,5162
25,4026,5086
26,3932,5061
27,4006,5036
28,4070,4960
29,3966,4825
30,3863,4758
31,3889,4764
32,3932,4758
33,3850,4664
34,3794,4606
35,3849,4629
36,3863,4656
37,3702,4579
38,3587,4504
39,3671,4511
40,3794,4555
41,3740,4515
42,3656,4454
43,3704,4436
44,3794,4454
45,3760,4427
46,3725,4403
47,3795,4405
48,3863,4403
49,3787,4340
50,3725,4302
51,3811,4338
52,3932,4403
53,3870,4378
54,3725,4302
55,3712,4274
56,3863,4353
57,3947,4422
58,3863,4403
59,3726,4319
60,3725,4302
61,3801,4356
62,3794,4403
63,3657,4373
64,3587,4353
65,3686,4376
66,3863,4403
67,3954,4368
68,4001,4353
69,4048,4386
70,4070,4403
71,4034,4309
72,4070,4201
73,4199,4182
74,4277,4251
75,4212,4282
76,4208,4251
77,4395,4176
78,4621,4100
79,4654,4033
80,4552,4049
81,4443,4128
82,4346,4201
83,4263,4200
84,4346,4201
85,4549,4226
86,4621,4251
87,4478,4244
88,4415,4302
89,4520,4435
90,4484,4555
91,4103,4565
92,3725,4555
93,3624,4584
94,3587,4606
95,3317,4533
96,3035,4454
97,3045,4451
98,3242,4504
99,3295,4498
100,3242,4454
101,3289,4429
102,3449,4454
103,3501,4461
104,3449,4454
105,3450,4442
106,3587,4454
107,3689,4453
108,3656,4454
109,3544,4448
110,3518,4454
111,3567,4449
112,3587,4454
113,3526,4467
114,3518,4504
115,3620,4535
116,3725,4555
117,3691,4551
118,3656,4555
119,3866,4577
120,4415,4656
121,5090,4803
122,5656,5011
123,6005,5163
124,6208,5162
125,6311,5023
126,6277,4909
127,5932,4879
128,5242,4808
129,4427,4498
130,3863,3948
131,3629,3313
132,3518,2784
133,3362,2431
134,3311,2278
135,3476,2262
136,3725,2328
137,3863,2404
138,3932,2480
139,3959,2476
140,3863,2328
141,3648,2018
142,3587,1670
143,3773,1343
144,4001,1063
145,4105,863
146,4277,860
147,4529,976
148,4552,1012
149,4186,897
150,3863,911
151,3933,1288
152,4139,1974
153,3966,2706
154,3449,3391
155,3013,4021
156,2897,4555
157,2914,4904
158,2897,5112
159,2870,5230
160,2966,5264
161,3165,5188
162,3380,5112
163,3531,5123
164,3656,5213
165,3765,5266
166,3863,5264
167,3943,5246
168,4070,5264
169,4188,5276
170,4208,5264
171,4131,5241
172,4139,5264
173,4228,5290
174,4208,5264
175,4014,5179
176,3932,5162
177,4096,5233
178,4277,5314
179,4217,5297
180,4070,5264
181,4039,5284
182,4070,5365
183,4018,5417
184,4001,5466
185,4091,5518
186,4139,5567
187,4014,5562
188,3932,5567
189,4031,5605
190,4139,5669
191,4047,5704
192,3932,5770
193,3971,5871
194,4070,5972
195,4057,5989
196,4070,5972
197,4215,5961
198,4346,5972
199,4285,5951
200,4208,5922
201,4285,5878
202,4415,5820
203,4399,5728
204,4346,5669
205,4406,5642
206,4552,5618
207,4656,5541
208,4759,5466
209,4851,5395
210,4828,5314
211,4704,5205
212,4759,5162
213,5048,5179
214,5242,5162
215,5017,5007
216,4552,4808
217,4206,4666
218,4070,4606
219,3923,4531
220,3725,4454
221,3675,4416
222,3932,4454
223,4259,4478
224,4346,4454
225,4197,4401
226,4139,4403
227,4219,4420
228,4208,4403
229,4074,4357
230,4208,4403
231,4670,4515
232,4966,4555
233,4712,4433
234,4277,4302
235,4111,4274
236,4139,4302
237,4068,4254
238,4070,4201
239,4353,4238
240,4690,4353
241,4684,4384
242,4415,4302
243,4186,4173
244,4070,4100
245,3920,4076
246,3794,4100
247,3801,4139
248,3932,4201
249,4078,4253
250,4277,4302
251,4489,4330
252,4552,4353
253,4352,4337
254,4139,4302
255,4221,4283
256,4621,4353
257,4954,4448
258,4897,4454
259,4464,4297
260,4001,4100
261,3780,3984
262,3863,3998
263,4108,4078
264,4415,4201
265,4681,4298
266,4828,4302
267,4779,4162
268,4621,3998
269,4489,3930
270,4484,3998
271,4548,4093
272,4621,4150
273,4676,4150
274,4759,4150
275,4833,4160
276,4828,4201
277,4701,4243
278,4552,4302
279,4463,4367
280,4415,4454
281,4256,4507
282,3932,4504
283,3543,4450
284,3380,4454
285,3668,4566
286,4346,4758
287,4889,4868
288,4759,4808
289,3911,4584
290,2966,4353
291,2549,4243
292,2759,4302
293,3134,4408
294,3311,4454
295,3287,4402
296,3311,4353
297,3408,4356
298,3449,4403
299,3363,4414
300,3311,4403
301,3384,4405
302,3518,4454
303,3609,4494
304,3725,4504
305,3875,4504
306,3932,4555
307,3784,4611
308,3656,4606
309,3879,4534
310,4552,4555
311,5390,4773
312,6070,5112
313,6448,5319
314,6553,5264
315,6348,5036
316,5794,4859
317,4964,4797
318,4139,4707
319,3530,4360
320,3173,3745
321,2978,3090
322,2966,2682
323,3152,2550
324,3449,2531
325,3652,2485
326,3656,2480
327,3443,2541
328,3104,2581
329,2797,2461
330,2759,2227
331,3037,1941
332,3449,1620
333,3706,1221
334,3725,860
335,3536,659
336,3311,658
337,3289,743
338,3656,860
339,4110,979
340,4139,1164
341,3681,1505
342,3311,2126
343,3325,2944
344,3380,3745
345,3148,4341
346,2897,4758
347,2849,5030
348,2828,5162
349,2837,5186
350,3380,5264
351,4411,5411
352,4966,5466
353,4383,5294
354,3380,5061
355,3007,4979
356,3311,5061
357,3599,5126
358,3656,5112
359,3754,5081
360,4001,5112
361,4186,5151
362,4277,5162
363,4349,5147
364,4346,5162
365,4104,5171
366,3794,5162
367,3814,5171
368,4346,5314
369,4986,5519
370,5173,5618
371,4803,5522
372,4346,5415
373,4110,5417
374,3932,5466
375,3585,5419
376,3311,5365
377,3376,5414
378,3656,5567
379,3844,5687
380,3932,5770
381,3961,5840
382,3932,5922
383,4035,5981
384,4621,6073
385,5340,6171
386,5242,6175
387,4079,5979
388,2966,5719
389,2909,5585
390,3587,5669
391,4050,5832
392,4070,5922
393,3857,5809
394,3518,5567
395,3292,5391
396,3725,5466
397,4677,5633
398,5173,5618
399,4772,5387
400,4346,5264
401,4569,5343
402,4828,5365
403,4302,5089
404,3449,4758
405,3216,4663
406,3587,4758
407,3762,4737
408,3587,4606
409,3673,4592
410,4346,4808
411,4999,5005
412,4897,4960
413,4074,4690
414,3311,4454
415,3166,4385
416,3518,4454
417,3921,4527
418,4277,4606
419,4670,4694
420,4966,4758
421,4760,4672
422,4001,4454
423,3128,4214
424,2690,4100
425,2796,4111
426,3173,4201
427,3416,4272
428,3380,4302
429,3210,4277
430,3173,4251
431,3316,4248
432,3518,4302
433,3653,4366
434,3725,4403
435,3686,4374
436,3587,4353
437,3677,4404
438,4208,4555
439,4838,4692
440,4828,4707
441,3899,4537
442,2828,4302
443,2629,4182
444,3449,4302
445,4381,4507
446,4552,4555
447,3960,4364
448,3311,4150
449,3096,4069
450,3242,4100
451,3432,4132
452,3587,4201
453,3754,4289
454,3932,4302
455,4083,4182
456,4277,4100
457,4464,4153
458,4484,4251
459,4277,4239
460,4139,4201
461,4295,4249
462,4552,4353
463,4472,4354
464,4070,4302
465,3859,4346
466,4208,4555
467,4697,4763
468,4552,4808
469,3537,4639
470,2345,4403
471,1790,4260
472,2000,4302
473,2454,4433
474,2828,4555
475,3305,4652
476,4070,4808
477,4661,4945
478,4415,4909
479,3345,4652
480,2345,4403
481,2074,4333
482,2345,4403
483,2591,4433
484,2690,4403
485,2745,4362
486,2759,4353
487,2763,4366
488,3035,4454
489,3544,4571
490,3794,4606
491,3461,4502
492,2966,4403
493,2799,4406
494,2897,4454
495,3017,4463
496,3449,4555
497,4571,4848
498,6070,5264
499,6983,5522
500,6760,5466
501,5787,5154
502,4966,4808
503,4743,4596
504,4828,4555
505,4661,4535
506,4139,4353
507,3634,3902
508,3518,3290
509,3726,2714
510,3932,2328
511,3885,2076
512,3725,1873
513,3818,1737
514,4346,1822
515,4871,2065
516,4759,2227
517,3985,2120
518,3242,1873
519,2988,1617
520,3035,1367
521,3123,1091
522,3449,962
523,3996,1051
524,4208,1215
525,3679,1226
526,2897,1164
527,2523,1251
528,2621,1620
529,2872,2175
530,3242,2834
531,3652,3517
532,3656,4150
533,2926,4617
534,1931,4909
