TIMESTAMP,II,V
0,2825,7685
1,3103,8724
2,2583,7776
3,2305,7347
4,2583,7957
5,2909,8315
6,2987,8047
7,2959,7910
8,2987,8137
9,3016,8213
10,3068,8047
11,3169,8006
12,3229,8137
13,3148,8156
14,3068,8047
15,3135,7973
16,3310,7957
17,3456,7910
18,3552,7866
19,3565,7759
20,3471,7505
21,3461,7239
22,3875,7324
23,4699,7620
24,5651,7505
25,6698,6495
26,7992,5063
27,8963,4084
28,8557,3978
29,6730,4284
30,5005,4430
31,4661,4282
32,5247,4250
33,5453,4632
34,4924,5425
35,4236,6322
36,3794,7143
37,3493,7779
38,3310,8228
39,3336,8434
40,3471,8499
41,3459,8518
42,3310,8590
43,3205,8647
44,3229,8680
45,3279,8666
46,3310,8680
47,3311,8710
48,3310,8770
49,3276,8793
50,3229,8770
51,3110,8680
52,2906,8590
53,2672,8513
54,2583,8499
55,2691,8522
56,2906,8590
57,3048,8639
58,3068,8680
59,2991,8676
60,2906,8680
61,2881,8669
62,2987,8680
63,3151,8672
64,3229,8680
65,3130,8671
66,2987,8680
67,2951,8667
68,3068,8680
69,3233,8704
70,3390,8770
71,3497,8795
72,3552,8770
73,3550,8694
74,3552,8680
75,3559,8718
76,3552,8770
77,3520,8736
78,3552,8680
79,3663,8645
80,3794,8680
81,3849,8692
82,3875,8680
83,3933,8647
84,4036,8680
85,4079,8735
86,4036,8770
87,3957,8699
88,3955,8590
89,4027,8496
90,4117,8499
91,4161,8518
92,4198,8499
93,4214,8373
94,4198,8228
95,4152,8125
96,4198,8137
97,4346,8162
98,4521,8137
99,4636,8027
100,4763,7957
101,4889,7941
102,4924,7957
103,4843,7910
104,4843,7866
105,5002,7844
106,5166,7866
107,5177,7860
108,5166,7866
109,5261,7864
110,5409,7866
111,5510,7840
112,5651,7866
113,5808,7917
114,5812,7957
115,5612,7906
116,5489,7866
117,5561,7880
118,5570,7957
119,5237,7974
120,4763,7957
121,4489,7954
122,4440,8047
123,4315,8126
124,4036,8137
125,3801,8090
126,3794,8137
127,3858,8246
128,3794,8318
129,3625,8283
130,3633,8318
131,3897,8483
132,4198,8680
133,4229,8694
134,4036,8590
135,3865,8518
136,3875,8590
137,3923,8667
138,3875,8680
139,3751,8617
140,3713,8590
141,3760,8581
142,3794,8590
143,3763,8569
144,3794,8590
145,3923,8631
146,4036,8680
147,3990,8647
148,3875,8590
149,3823,8550
150,3875,8590
151,3950,8611
152,4036,8590
153,4085,8517
154,4036,8499
155,3881,8506
156,3794,8499
157,3869,8405
158,4036,8318
159,4139,8281
160,4198,8318
161,4274,8329
162,4359,8318
163,4328,8268
164,4198,8228
165,4112,8167
166,4198,8137
167,4315,8121
168,4278,8137
169,4097,8131
170,4036,8137
171,4185,8130
172,4359,8137
173,4333,8124
174,4198,8137
175,4135,8137
176,4198,8137
177,4274,8112
178,4359,8137
179,4459,8185
180,4521,8228
181,4413,8188
182,4198,8137
183,4054,8108
184,4117,8137
185,4250,8143
186,4278,8137
187,4191,8112
188,4198,8137
189,4373,8197
190,4601,8318
191,4715,8428
192,4763,8499
193,4792,8471
194,4763,8409
195,4600,8337
196,4440,8318
197,4418,8307
198,4521,8318
199,4565,8311
200,4521,8318
201,4470,8308
202,4521,8318
203,4616,8311
204,4682,8318
205,4659,8308
206,4601,8318
207,4562,8314
208,4601,8318
209,4683,8305
210,4763,8318
211,4759,8319
212,4682,8318
213,4585,8290
214,4601,8318
215,4763,8413
216,5005,8590
217,5139,8745
218,5086,8861
219,4900,8911
220,4763,8951
221,4730,8936
222,4763,8861
223,4770,8690
224,4763,8499
225,4735,8277
226,4682,8047
227,4584,7785
228,4521,7595
229,4535,7499
230,4601,7505
231,4596,7504
232,4521,7505
233,4485,7513
234,4601,7595
235,4732,7688
236,4682,7776
237,4445,7815
238,4278,7866
239,4276,7910
240,4278,7957
241,4100,7952
242,3875,7957
243,3779,7977
244,3794,8047
245,3742,8098
246,3633,8137
247,3554,8138
248,3552,8137
249,3524,8129
250,3471,8137
251,3389,8113
252,3310,8047
253,3230,7960
254,3229,7957
255,3319,8013
256,3471,8047
257,3580,7969
258,3633,7866
259,3660,7770
260,3713,7685
261,3710,7559
262,3633,7505
263,3669,7547
264,4117,7595
265,4930,7359
266,5893,6691
267,7053,5574
268,8557,4250
269,9756,3002
270,9525,2170
271,7748,1854
272,5893,1989
273,5288,2324
274,5651,2803
275,5798,3512
276,5328,4611
277,4679,5910
278,4198,7052
279,3829,7751
280,3633,8137
281,3721,8412
282,3955,8680
283,4000,8827
284,3794,8861
285,3503,8811
286,3310,8770
287,3263,8734
288,3390,8770
289,3563,8855
290,3633,8951
291,3540,8969
292,3471,8951
293,3500,8933
294,3552,8951
295,3506,8950
296,3471,8951
297,3594,8966
298,3875,9042
299,4068,9104
300,4036,9132
301,3885,9106
302,3875,9132
303,4035,9184
304,4198,9222
305,4219,9173
306,4198,9132
307,4203,9117
308,4198,9132
309,4151,9111
310,4198,9132
311,4332,9180
312,4359,9222
313,4156,9175
314,3955,9132
315,3968,9120
316,4117,9132
317,4183,9078
318,4198,9042
319,4264,9060
320,4359,9132
321,4350,9119
322,4278,9042
323,4224,8951
324,4198,8951
325,4136,8966
326,4117,8951
327,4202,8852
328,4359,8770
329,4444,8734
330,4440,8770
331,4386,8782
332,4359,8770
333,4348,8716
334,4359,8680
335,4359,8629
336,4359,8590
337,4344,8529
338,4359,8499
339,4414,8479
340,4521,8499
341,4609,8500
342,4682,8499
343,4809,8476
344,5086,8499
345,5377,8537
346,5489,8590
347,5412,8593
348,5409,8590
349,5556,8551
350,5651,8499
351,5504,8399
352,5328,8318
353,5385,8254
354,5651,8228
355,5827,8175
356,5812,8137
357,5715,8111
358,5651,8137
359,5522,8146
360,5247,8137
361,4874,8080
362,4601,8047
363,4505,8049
364,4521,8137
365,4482,8235
366,4359,8318
367,4207,8349
368,4117,8409
369,4067,8464
370,4036,8499
371,3992,8478
372,3955,8499
373,3891,8525
374,3794,8499
375,3660,8377
376,3552,8318
377,3464,8353
378,3390,8409
379,3313,8357
380,3310,8318
381,3402,8373
382,3552,8499
383,3639,8530
384,3633,8499
385,3550,8469
386,3471,8499
387,3434,8504
388,3471,8499
389,3527,8482
390,3552,8499
391,3508,8495
392,3471,8499
393,3507,8488
394,3633,8499
395,3728,8491
396,3713,8499
397,3607,8491
398,3552,8499
399,3581,8489
400,3633,8499
401,3633,8495
402,3633,8499
403,3621,8459
404,3552,8409
405,3445,8339
406,3471,8318
407,3622,8309
408,3713,8318
409,3649,8304
410,3633,8318
411,3763,8324
412,3875,8318
413,3797,8257
414,3713,8228
415,3820,8244
416,4036,8318
417,4105,8366
418,4036,8409
419,3992,8415
420,4036,8409
421,4034,8352
422,3955,8318
423,3896,8301
424,3955,8318
425,4039,8310
426,4036,8318
427,3951,8316
428,3955,8318
429,4122,8294
430,4359,8318
431,4473,8366
432,4440,8409
433,4364,8367
434,4359,8318
435,4354,8293
436,4278,8318
437,4177,8318
438,4198,8318
439,4287,8307
440,4278,8318
441,4125,8307
442,4036,8318
443,4086,8320
444,4117,8318
445,3988,8265
446,3875,8228
447,3927,8208
448,4036,8228
449,3993,8223
450,3875,8228
451,3835,8219
452,3875,8228
453,3852,8215
454,3794,8228
455,3770,8230
456,3794,8228
457,3812,8175
458,3875,8137
459,3973,8117
460,4036,8137
461,4015,8132
462,4036,8137
463,4156,8178
464,4278,8318
465,4264,8471
466,4198,8590
467,4221,8652
468,4359,8770
469,4457,8901
470,4440,8951
471,4323,8811
472,4198,8590
473,4095,8354
474,4036,8137
475,3988,7881
476,3955,7685
477,3960,7592
478,4036,7595
479,4092,7557
480,4036,7505
481,3902,7491
482,3875,7595
483,3978,7708
484,4036,7776
485,3877,7788
486,3633,7866
487,3530,7976
488,3633,8047
489,3720,7997
490,3633,7957
491,3422,7999
492,3310,8137
493,3358,8243
494,3471,8318
495,3479,8364
496,3390,8409
497,3276,8409
498,3229,8409
499,3213,8437
500,3229,8499
501,3260,8522
502,3310,8499
503,3319,8441
504,3310,8409
505,3315,8375
506,3390,8318
507,3511,8158
508,3633,7957
509,3663,7811
510,3633,7866
511,3734,8018
512,4198,8047
513,4948,7659
514,5812,6781
515,6866,5429
516,8234,3797
517,9320,2118
518,9122,814
519,7526,212
520,5812,452
521,5168,1245
522,5409,2260
523,5520,3314
524,5086,4521
525,4400,5839
526,3794,7052
527,3357,7866
528,3229,8318
529,3417,8567
530,3633,8770
531,3556,8888
532,3310,8951
533,3200,8979
534,3310,9042
535,3412,9086
536,3390,9132
537,3307,9165
538,3310,9222
539,3362,9246
540,3390,9222
541,3337,9155
542,3310,9132
543,3363,9163
544,3471,9222
545,3534,9229
546,3552,9222
547,3524,9209
548,3471,9222
549,3425,9212
550,3471,9222
551,3556,9221
552,3552,9222
553,3428,9195
554,3390,9222
555,3555,9272
556,3794,9313
557,3873,9267
558,3794,9222
559,3688,9204
560,3633,9222
561,3560,9183
562,3471,9132
563,3422,9097
564,3471,9132
565,3539,9144
566,3552,9132
567,3499,9098
568,3471,9132
569,3477,9161
570,3471,9132
571,3410,9012
572,3390,8951
573,3475,8977
574,3633,9042
575,3722,9011
576,3713,8951
577,3648,8917
578,3633,8951
579,3705,8957
580,3875,8951
581,4019,8933
582,4036,8951
583,3930,8950
584,3875,8951
585,3934,8911
586,4036,8861
587,4073,8788
588,4117,8770
589,4226,8772
590,4359,8770
591,4394,8687
592,4359,8590
593,4349,8509
594,4440,8499
595,4588,8493
596,4763,8499
597,4908,8487
598,5005,8499
599,5040,8470
600,5086,8409
601,5183,8323
602,5328,8318
603,5420,8338
604,5409,8318
605,5298,8206
606,5166,8137
607,5018,8130
608,4843,8137
609,4652,8069
610,4521,8047
611,4417,8112
612,4278,8228
613,4125,8270
614,4117,8318
615,4218,8405
616,4198,8499
617,3906,8450
618,3552,8318
619,3358,8209
620,3310,8228
621,3234,8279
622,3148,8318
623,3127,8307
624,3148,8318
625,3089,8321
626,2987,8318
627,2915,8286
628,2906,8318
629,2920,8400
630,2987,8499
631,3060,8515
632,3068,8499
633,3016,8478
634,3068,8499
635,3204,8499
636,3229,8499
637,3052,8460
638,2906,8409
639,2930,8331
640,2987,8318
641,2907,8355
642,2825,8409
643,2858,8378
644,2906,8318
645,2841,8275
646,2825,8318
647,2998,8371
648,3229,8409
649,3282,8398
650,3229,8409
651,3282,8413
652,3471,8409
653,3570,8353
654,3471,8318
655,3307,8300
656,3310,8318
657,3494,8336
658,3713,8409
659,3830,8479
660,3875,8499
661,3870,8405
662,3794,8318
663,3647,8289
664,3552,8318
665,3523,8285
666,3471,8228
667,3374,8191
668,3390,8228
669,3504,8220
670,3471,8137
671,3148,7998
672,2825,7957
673,2816,8020
674,3068,8137
675,3240,8167
676,3229,8137
677,3193,8096
678,3310,8137
679,3520,8213
680,3713,8318
681,3839,8404
682,3955,8499
683,4039,8532
684,4036,8499
685,3914,8387
686,3794,8318
687,3778,8322
688,3875,8409
689,3975,8469
690,4036,8499
691,4046,8487
692,4036,8499
693,4016,8500
694,4036,8499
695,4061,8453
696,4036,8409
697,3939,8349
698,3875,8318
699,3869,8293
700,3875,8318
701,3841,8353
702,3875,8409
703,4021,8444
704,4198,8499
705,4248,8520
706,4198,8499
707,4152,8425
708,4198,8409
709,4304,8444
710,4440,8499
711,4522,8512
712,4521,8590
713,4474,8751
714,4521,8951
715,4658,9041
716,4763,9042
717,4714,8968
718,4601,8861
719,4536,8658
720,4521,8409
721,4415,8126
722,4198,7866
723,3976,7604
724,3875,7414
725,3820,7311
726,3713,7324
727,3587,7360
728,3633,7414
729,3853,7469
730,4036,7595
731,3978,7737
732,3794,7866
733,3707,7915
734,3794,7957
735,3883,7993
736,3875,8047
737,3809,8074
738,3794,8137
739,3766,8221
740,3633,8318
741,3413,8361
742,3310,8409
743,3367,8459
744,3471,8499
745,3475,8491
746,3471,8499
747,3513,8517
748,3552,8499
749,3522,8425
750,3552,8409
751,3661,8437
752,3713,8409
753,3635,8258
754,3633,8137
755,3777,8034
756,3875,7866
757,3793,7698
758,3794,7866
759,4120,8237
760,4763,8137
761,5672,6974
762,6942,5063
763,8291,3133
764,8960,1718
765,8433,897
766,7184,723
767,6159,1076
768,5812,1718
769,5803,2421
770,5651,3345
771,5189,4612
772,4601,6058
773,4095,7229
774,3794,7957
775,3667,8330
776,3633,8590
777,3572,8789
778,3471,8951
779,3399,9017
780,3471,9042
781,3629,9054
782,3713,9132
783,3618,9203
784,3471,9222
785,3368,9164
786,3310,9132
787,3231,9159
788,3229,9222
789,3340,9235
790,3471,9222
791,3467,9206
792,3390,9222
793,3373,9222
794,3471,9222
795,3555,9208
796,3552,9222
797,3488,9218
798,3471,9222
799,3509,9208
800,3552,9222
801,3527,9219
802,3471,9222
803,3437,9204
804,3471,9222
805,3522,9228
806,3552,9222
807,3522,9163
808,3471,9132
809,3439,9121
810,3471,9132
811,3521,9085
812,3552,9042
813,3561,9038
814,3633,9132
815,3759,9209
816,3875,9222
817,3894,9155
818,3875,9132
819,3890,9138
820,3955,9132
821,3958,9035
822,3875,8951
823,3799,8919
824,3875,8951
825,4012,8950
826,4036,8951
827,3911,8946
828,3875,8951
829,4042,8901
830,4278,8861
831,4366,8840
832,4359,8861
833,4376,8830
834,4440,8770
835,4469,8695
836,4521,8680
837,4631,8675
838,4763,8680
839,4836,8661
840,4924,8680
841,5054,8690
842,5166,8680
843,5194,8614
844,5247,8590
845,5373,8590
846,5489,8590
847,5494,8526
848,5489,8499
849,5560,8503
850,5651,8499
851,5617,8400
852,5489,8318
853,5351,8295
854,5247,8318
855,5125,8272
856,5005,8228
857,4888,8234
858,4763,8318
859,4590,8371
860,4440,8409
861,4364,8434
862,4359,8499
863,4311,8545
864,4198,8590
865,4071,8593
866,4036,8590
867,4051,8565
868,4036,8590
869,3944,8631
870,3875,8680
871,3861,8676
872,3875,8680
873,3858,8678
874,3875,8680
875,3928,8629
876,3955,8590
877,3878,8567
878,3794,8590
879,3796,8589
880,3875,8590
881,3882,8575
882,3794,8590
883,3699,8585
884,3713,8590
885,3777,8577
886,3794,8590
887,3735,8585
888,3713,8590
889,3755,8575
890,3794,8590
891,3751,8592
892,3713,8590
893,3757,8537
894,3875,8499
895,3968,8476
896,4036,8499
897,4087,8501
898,4117,8499
899,4081,8479
900,4036,8499
901,4020,8506
902,4036,8499
903,4030,8442
904,4036,8409
905,4090,8392
906,4198,8409
907,4272,8401
908,4278,8409
909,4227,8405
910,4198,8409
911,4197,8363
912,4198,8318
913,4133,8287
914,4036,8318
915,3979,8331
916,4036,8318
917,4142,8282
918,4198,8318
919,4135,8354
920,4036,8318
921,3990,8185
922,4036,8137
923,4073,8212
924,4036,8318
925,3937,8295
926,3875,8228
927,3842,8199
928,3794,8228
929,3718,8195
930,3713,8137
931,3772,8102
932,3794,8137
933,3703,8149
934,3633,8137
935,3704,8111
936,3875,8137
937,3925,8149
938,3794,8137
939,3629,8099
940,3633,8137
941,3747,8201
942,3794,8228
943,3700,8162
944,3633,8137
945,3687,8175
946,3794,8228
947,3835,8183
948,3875,8137
949,3966,8155
950,4036,8228
951,3947,8213
952,3794,8137
953,3777,8080
954,3955,8137
955,4101,8229
956,4036,8318
957,3839,8380
958,3794,8499
959,3978,8641
960,4198,8770
961,4203,8797
962,4036,8770
963,3888,8696
964,3875,8590
965,3898,8360
966,3875,8047
967,3811,7714
968,3794,7505
969,3828,7413
970,3875,7414
971,3857,7408
972,3794,7414
973,3748,7427
974,3794,7505
975,3873,7617
976,3875,7776
977,3711,7894
978,3471,7957
979,3301,7943
980,3310,7957
981,3410,7993
982,3471,8047
983,3413,8066
984,3310,8137
985,3215,8260
986,3148,8409
987,3079,8474
988,3068,8499
989,3130,8502
990,3229,8499
991,3211,8448
992,3068,8409
993,2928,8396
994,2987,8409
995,3222,8400
996,3471,8409
997,3564,8391
998,3552,8318
999,3552,8191
