TIME,II,V
0,2030,3100
1,2259,3498
2,1804,3044
3,1332,2736
4,1128,2818
5,1010,2853
6,902,2762
7,970,2856
8,1263,3157
9,1609,3344
10,1894,3326
11,2105,3298
12,2300,3382
13,2485,3489
14,2706,3551
15,2956,3563
16,3202,3551
17,3360,3529
18,3293,3551
19,2833,3613
20,1940,3664
21,802,3623
22,-226,3495
23,-883,3271
24,-1173,2987
25,-1305,2660
26,-1173,2367
27,-114,2158
28,2436,2086
29,5869,2178
30,8705,2480
31,10075,2952
32,10329,3495
33,9873,3985
34,8390,4397
35,5758,4730
36,2977,5017
37,1209,5275
38,541,5580
39,317,5957
40,316,6369
41,734,6678
42,1488,6764
43,2165,6543
44,2616,6031
45,2974,5286
46,3248,4453
47,3236,3684
48,2842,3100
49,2172,2682
50,1443,2367
51,861,2138
52,631,2086
53,775,2229
54,1173,2480
55,1551,2687
56,1759,2818
57,1775,2891
58,1759,2931
59,1881,2902
60,2210,2818
61,2645,2695
62,3022,2593
63,3222,2538
64,3248,2593
65,3143,2739
66,2977,2931
67,2790,3072
68,2661,3157
69,2631,3222
70,2706,3326
71,2823,3411
72,2932,3382
73,2998,3181
74,3022,2875
75,2996,2559
76,2932,2311
77,2845,2159
78,2797,2142
79,2833,2248
80,2977,2424
81,3169,2567
82,3338,2649
83,3423,2683
84,3428,2706
85,3341,2694
86,3157,2649
87,2884,2613
88,2616,2649
89,2458,2704
90,2481,2649
91,2624,2406
92,2797,2086
93,2924,1839
94,3022,1747
95,3099,1767
96,3157,1860
97,3174,1978
98,3157,2086
99,3073,2149
100,2887,2198
101,2600,2240
102,2300,2255
103,2029,2183
104,1804,2029
105,1667,1807
106,1759,1578
107,2099,1425
108,2526,1466
109,2799,1704
110,2842,2029
111,2706,2277
112,2481,2424
113,2216,2538
114,1985,2706
115,1829,2894
116,1759,3044
117,1753,3127
118,1849,3213
119,2078,3342
120,2436,3495
121,2833,3578
122,3202,3551
123,3464,3426
124,3563,3269
125,3435,3112
126,3067,2987
127,2514,2914
128,1940,2931
129,1538,3026
130,1443,3157
131,1603,3244
132,1849,3269
133,2003,3241
134,2030,3213
135,2002,3201
136,2030,3213
137,2166,3206
138,2436,3157
139,2823,3050
140,3248,2931
141,3499,2822
142,3383,2762
143,2875,2767
144,2210,2875
145,1661,3044
146,1353,3213
147,1218,3319
148,1173,3382
149,1183,3392
150,1263,3326
151,1378,3160
152,1488,2987
153,1550,2900
154,1579,2931
155,1582,3002
156,1579,3044
157,1564,3008
158,1579,2931
159,1670,2891
160,1849,2987
161,1992,3188
162,1940,3382
163,1625,3469
164,1218,3495
165,976,3514
166,1083,3551
167,1491,3589
168,2030,3664
169,2515,3752
170,2887,3777
171,3163,3652
172,3383,3438
173,3506,3233
174,3473,3100
175,3268,3016
176,2977,2987
177,2689,3012
178,2481,3100
179,2378,3226
180,2391,3382
181,2444,3496
182,2436,3495
183,2333,3346
184,2255,3157
185,2328,3026
186,2526,2987
187,2657,2953
188,2571,2875
189,2308,2765
190,2075,2706
191,2026,2710
192,2165,2762
193,2358,2812
194,2526,2875
195,2670,2950
196,2842,3044
197,2985,3129
198,2977,3213
199,2696,3267
200,2165,3269
201,1528,3197
202,992,3100
203,681,3008
204,631,2931
205,789,2838
206,1083,2762
207,1427,2728
208,1759,2762
209,2036,2829
210,2255,2931
211,2406,3069
212,2481,3269
213,2438,3515
214,2300,3777
215,2097,3977
216,1940,4058
217,1857,3977
218,1894,3777
219,2052,3495
220,2300,3213
221,2466,2994
222,2345,2931
223,1874,2987
224,1218,3100
225,590,3219
226,90,3382
227,-277,3487
228,-406,3382
229,-83,3034
230,902,2649
231,2568,2363
232,4781,2142
233,7251,1978
234,9472,2086
235,10699,2590
236,10329,3326
237,8419,3998
238,5819,4566
239,3575,5122
240,2210,5693
241,1512,6187
242,1083,6595
243,850,6922
244,1037,7102
245,1634,6988
246,2345,6539
247,2936,5800
248,3428,4904
249,3720,4000
250,3473,3269
251,2599,2770
252,1579,2480
253,926,2370
254,677,2480
255,576,2747
256,631,2987
257,885,3023
258,1218,2875
259,1433,2643
260,1669,2424
261,2111,2260
262,2751,2255
263,3445,2429
264,4105,2706
265,4494,2908
266,4240,2987
267,3262,2979
268,2075,2987
269,1290,3044
270,1083,3157
271,1218,3253
272,1534,3269
273,1997,3163
274,2571,2987
275,3142,2813
276,3654,2706
277,4060,2657
278,4285,2649
279,4239,2647
280,3969,2649
281,3607,2645
282,3293,2649
283,3068,2668
284,2932,2706
285,2823,2697
286,2706,2593
287,2569,2406
288,2481,2255
289,2495,2206
290,2616,2255
291,2749,2344
292,2797,2480
293,2753,2643
294,2751,2762
295,2915,2728
296,3248,2537
297,3565,2251
298,3699,1973
299,3592,1749
300,3383,1635
301,3209,1654
302,3112,1804
303,2976,1982
304,2706,2086
305,2317,2058
306,1940,1973
307,1646,1910
308,1443,1916
309,1310,1948
310,1308,1973
311,1479,1955
312,1804,1916
313,2180,1908
314,2571,2029
315,2988,2294
316,3428,2649
317,3730,2993
318,3699,3269
319,3271,3410
320,2616,3382
321,1949,3225
322,1443,3100
323,1200,3121
324,1308,3269
325,1700,3400
326,2165,3438
327,2484,3391
328,2661,3326
329,2824,3259
330,3067,3213
331,3323,3206
332,3473,3269
333,3402,3340
334,3067,3326
335,2523,3178
336,1940,2987
337,1484,2853
338,1263,2818
339,1290,2830
340,1534,2875
341,1858,2944
342,2120,3044
343,2265,3120
344,2391,3157
345,2574,3166
346,2842,3213
347,3212,3295
348,3699,3382
349,4079,3412
350,3969,3382
351,3173,3272
352,1985,3100
353,888,2913
354,180,2818
355,-141,2826
356,-135,2875
357,113,2893
358,496,2931
359,885,3013
360,1263,3100
361,1646,3117
362,2030,3100
363,2349,3107
364,2571,3157
365,2663,3207
366,2616,3269
367,2440,3350
368,2210,3438
369,1981,3478
370,1804,3495
371,1709,3540
372,1759,3664
373,1932,3809
374,2165,3889
375,2391,3828
376,2661,3664
377,3047,3486
378,3518,3382
379,3882,3316
380,3924,3213
381,3565,3023
382,2932,2818
383,2258,2676
384,1759,2649
385,1523,2719
386,1534,2875
387,1687,3046
388,1894,3157
389,2100,3138
390,2345,3044
391,2691,2967
392,3157,2987
393,3642,3071
394,3969,3157
395,3969,3165
396,3608,3100
397,2997,2996
398,2345,2931
399,1794,2914
400,1398,2931
401,1130,2932
402,992,2931
403,973,2939
404,1083,2987
405,1308,3064
406,1624,3157
407,1913,3198
408,2030,3157
409,1900,3034
410,1624,2931
411,1374,2911
412,1263,2987
413,1282,3098
414,1398,3213
415,1596,3306
416,1894,3382
417,2222,3438
418,2526,3495
419,2733,3520
420,2887,3495
421,2976,3435
422,2977,3438
423,2834,3513
424,2571,3608
425,2233,3658
426,1849,3720
427,1394,3784
428,857,3777
429,256,3589
430,-316,3269
431,-720,2881
432,-722,2480
433,-50,2097
434,1488,1860
435,3795,1859
436,6450,2086
437,8833,2436
438,10329,2875
439,10450,3398
440,9111,4002
441,6811,4615
442,4465,5186
443,2756,5661
444,1804,6031
445,1372,6290
446,1308,6482
447,1531,6613
448,1894,6651
449,2201,6495
450,2391,6088
451,2478,5426
452,2436,4622
453,2215,3816
454,1894,3157
455,1630,2706
456,1534,2480
457,1586,2423
458,1759,2480
459,1988,2570
460,2255,2649
461,2456,2672
462,2526,2649
463,2381,2590
464,2075,2537
465,1744,2489
466,1579,2480
467,1649,2521
468,1894,2649
469,2169,2807
470,2391,2931
471,2539,2969
472,2661,2987
473,2795,3025
474,2977,3100
475,3174,3180
476,3338,3269
477,3417,3320
478,3428,3269
479,3393,3090
480,3338,2875
481,3260,2704
482,3202,2593
483,3207,2510
484,3293,2480
485,3371,2489
486,3338,2480
487,3144,2398
488,2887,2311
489,2684,2295
490,2616,2367
491,2666,2475
492,2797,2593
493,2945,2669
494,3067,2649
495,3120,2516
496,3112,2367
497,3053,2280
498,2977,2255
499,2893,2227
500,2842,2198
501,2822,2171
502,2842,2142
503,2880,2084
504,2977,2029
505,3176,1978
506,3473,1916
507,3690,1824
508,3608,1747
509,3148,1675
510,2481,1578
511,1818,1481
512,1308,1522
513,1041,1744
514,1128,2029
515,1547,2199
516,2120,2255
517,2635,2287
518,3022,2367
519,3224,2471
520,3157,2593
521,2799,2725
522,2345,2875
523,1994,3028
524,1804,3213
525,1720,3405
526,1759,3551
527,1928,3591
528,2165,3551
529,2380,3471
530,2571,3382
531,2708,3284
532,2706,3213
533,2517,3174
534,2255,3157
535,2062,3126
536,1985,3100
537,2003,3086
538,2165,3100
539,2500,3149
540,2932,3269
541,3263,3417
542,3338,3495
543,3089,3397
544,2571,3157
545,1926,2869
546,1353,2649
547,986,2545
548,857,2593
549,929,2757
550,1173,2987
551,1523,3203
552,1894,3382
553,2178,3484
554,2345,3495
555,2407,3400
556,2391,3269
557,2266,3170
558,2030,3157
559,1723,3185
560,1443,3213
561,1211,3196
562,992,3157
563,738,3096
564,496,3044
565,320,3026
566,271,3100
567,406,3240
568,812,3382
569,1472,3473
570,2210,3551
571,2759,3622
572,2977,3664
573,2888,3655
574,2661,3664
575,2467,3705
576,2436,3720
577,2569,3629
578,2797,3495
579,3020,3414
580,3202,3438
581,3298,3500
582,3248,3551
583,2996,3552
584,2571,3495
585,2054,3336
586,1579,3100
587,1298,2866
588,1353,2762
589,1738,2819
590,2300,2987
591,2810,3157
592,3112,3269
593,3116,3268
594,2842,3157
595,2437,2979
596,2165,2875
597,2163,2909
598,2345,3044
599,2481,3142
600,2436,3157
601,2205,3116
602,1894,3100
603,1648,3114
604,1624,3157
605,1840,3219
606,2210,3326
607,2623,3409
608,3022,3382
609,3252,3187
610,3112,2931
611,2566,2757
612,1894,2762
613,1424,2900
614,1263,3100
615,1295,3272
616,1398,3382
617,1484,3409
618,1488,3382
619,1400,3321
620,1353,3269
621,1486,3272
622,1849,3382
623,2292,3544
624,2706,3664
625,3029,3679
626,3293,3664
627,3443,3671
628,3383,3720
629,3040,3783
630,2481,3889
631,1834,3977
632,1218,3946
633,671,3712
634,226,3382
635,-91,3072
636,-180,2818
637,136,2538
638,1128,2255
639,2959,2090
640,5503,2198
641,8218,2573
642,10329,3100
643,11127,3619
644,10329,4058
645,8196,4395
646,5458,4678
647,2957,4967
648,1308,5355
649,622,5848
650,631,6369
651,949,6747
652,1353,6877
653,1745,6729
654,2075,6369
655,2283,5849
656,2391,5242
657,2470,4614
658,2571,4058
659,2645,3609
660,2616,3269
661,2442,3005
662,2210,2818
663,2019,2688
664,1940,2593
665,1843,2494
666,1669,2424
667,1503,2410
668,1624,2480
669,2103,2589
670,2706,2706
671,3082,2777
672,3112,2818
673,2900,2847
674,2616,2931
675,2358,3062
676,2210,3213
677,2195,3303
678,2300,3326
679,2481,3298
680,2751,3269
681,3099,3228
682,3473,3157
683,3773,3028
684,3969,2875
685,4056,2734
686,4059,2649
687,3985,2621
688,3879,2649
689,3766,2705
690,3654,2762
691,3511,2767
692,3338,2706
693,3145,2590
694,2977,2480
695,2841,2402
696,2751,2367
697,2698,2354
698,2706,2367
699,2792,2380
700,2977,2367
701,3231,2295
702,3518,2198
703,3770,2130
704,3924,2142
705,3883,2203
706,3608,2255
707,3140,2215
708,2661,2086
709,2349,1930
710,2300,1860
711,2436,1890
712,2616,1973
713,2711,2034
714,2706,2086
715,2629,2126
716,2526,2142
717,2398,2097
718,2255,2029
719,2085,1977
720,1940,1973
721,1904,2016
722,2075,2142
723,2390,2346
724,2706,2593
725,2929,2809
726,3112,2987
727,3229,3133
728,3157,3269
729,2838,3387
730,2436,3495
731,2099,3574
732,1849,3608
733,1701,3570
734,1804,3495
735,2188,3418
736,2661,3382
737,3011,3374
738,3248,3382
739,3394,3368
740,3338,3326
741,3005,3243
742,2616,3157
743,2447,3095
744,2526,3100
745,2641,3152
746,2661,3213
747,2600,3215
748,2526,3157
749,2448,3074
750,2391,3044
751,2354,3063
752,2345,3100
753,2345,3104
754,2345,3100
755,2307,3096
756,2210,3100
757,2084,3091
758,2030,3100
759,2069,3126
760,2120,3157
761,2038,3142
762,1804,3100
763,1533,3055
764,1398,3044
765,1455,3042
766,1669,3044
767,1953,3035
768,2255,3044
769,2465,3063
770,2481,3100
771,2272,3130
