TIME,II,V
0,1532,3774
1,1792,4236
2,1664,3675
3,1613,3356
4,1744,3577
5,1818,3710
6,1770,3528
7,1743,3384
8,1796,3430
9,1833,3437
10,1823,3332
11,1822,3264
12,1849,3283
13,1859,3280
14,1849,3234
15,1843,3212
16,1849,3234
17,1849,3246
18,1849,3234
19,1850,3221
20,1849,3234
21,1834,3260
22,1823,3283
23,1817,3279
24,1823,3283
25,1830,3303
26,1849,3332
27,1874,3335
28,1902,3332
29,1923,3327
30,1955,3332
31,1993,3327
32,2034,3332
33,2067,3337
34,2113,3332
35,2168,3287
36,2219,3234
37,2239,3194
38,2245,3185
39,2253,3181
40,2272,3185
41,2284,3183
42,2298,3185
43,2310,3178
44,2325,3185
45,2326,3203
46,2325,3234
47,2321,3242
48,2325,3234
49,2323,3219
50,2325,3234
51,2323,3262
52,2325,3283
53,2320,3263
54,2325,3234
55,2327,3218
56,2325,3234
57,2308,3243
58,2298,3234
59,2296,3216
60,2298,3234
61,2285,3267
62,2272,3283
63,2264,3253
64,2272,3234
65,2274,3261
66,2272,3332
67,2265,3378
68,2272,3381
69,2275,3351
70,2272,3332
71,2254,3323
72,2245,3332
73,2243,3346
74,2245,3381
75,2232,3425
76,2219,3479
77,2212,3513
78,2219,3528
79,2219,3523
80,2219,3528
81,2215,3532
82,2219,3528
83,2218,3500
84,2219,3479
85,2215,3458
86,2219,3430
87,2219,3376
88,2219,3332
89,2205,3301
90,2193,3283
91,2183,3265
92,2193,3283
93,2205,3321
94,2219,3332
95,2219,3268
96,2219,3185
97,2216,3136
98,2219,3136
99,2217,3136
100,2219,3136
101,2217,3134
102,2219,3136
103,2215,3114
104,2219,3087
105,2226,3058
106,2245,3038
107,2267,3008
108,2298,2989
109,2324,2981
110,2351,2989
111,2372,2987
112,2404,2989
113,2433,3000
114,2457,3038
115,2459,3071
116,2457,3087
117,2445,3080
118,2430,3087
119,2407,3108
120,2404,3136
121,2416,3140
122,2430,3136
123,2420,3130
124,2404,3136
125,2387,3134
126,2378,3136
127,2359,3134
128,2351,3136
129,2356,3131
130,2378,3136
131,2391,3139
132,2404,3136
133,2414,3110
134,2430,3087
135,2433,3076
136,2430,3087
137,2424,3090
138,2430,3087
139,2433,3078
140,2430,3087
141,2413,3107
142,2404,3136
143,2400,3146
144,2404,3136
145,2393,3107
146,2378,3087
147,2358,3065
148,2351,3038
149,2347,3001
150,2351,2989
151,2350,2992
152,2351,2989
153,2346,2957
154,2351,2940
155,2361,2954
156,2378,2989
157,2381,2996
158,2378,2989
159,2361,2982
160,2351,2989
161,2342,2989
162,2351,2989
163,2353,2988
164,2351,2989
165,2331,2986
166,2325,2989
167,2324,2993
168,2325,2989
169,2302,2975
170,2272,2989
171,2235,3045
172,2193,3136
173,2133,3228
174,2087,3332
175,2095,3429
176,2219,3479
177,2497,3392
178,2959,3136
179,3551,2717
180,4174,2205
181,4705,1666
182,5072,1176
183,5204,748
184,5072,392
185,4704,107
186,4227,-49
187,3745,-47
188,3302,147
189,2875,548
190,2483,1176
191,2151,1933
192,1902,2646
193,1726,3147
194,1638,3430
195,1625,3563
196,1664,3626
197,1706,3634
198,1744,3626
199,1769,3619
200,1796,3626
201,1816,3613
202,1849,3577
203,1879,3524
204,1902,3479
205,1899,3445
206,1902,3430
207,1911,3425
208,1928,3430
209,1927,3433
210,1928,3430
211,1943,3410
212,1981,3381
213,2013,3348
214,2034,3332
215,2036,3325
216,2034,3332
217,2028,3332
218,2034,3332
219,2045,3326
220,2061,3332
221,2063,3333
222,2061,3332
223,2054,3323
224,2061,3332
225,2071,3340
226,2087,3332
227,2096,3298
228,2113,3283
229,2135,3285
230,2166,3283
231,2191,3251
232,2219,3234
233,2252,3237
234,2298,3234
235,2334,3185
236,2351,3136
237,2347,3121
238,2351,3136
239,2364,3121
240,2378,3087
241,2367,3065
242,2351,3087
243,2341,3117
244,2351,3136
245,2356,3133
246,2351,3136
247,2333,3136
248,2325,3136
249,2322,3125
250,2325,3136
251,2313,3173
252,2298,3234
253,2279,3272
254,2272,3283
255,2268,3274
256,2272,3283
257,2271,3303
258,2272,3332
259,2268,3352
260,2272,3381
261,2272,3407
262,2272,3430
263,2264,3429
264,2272,3430
265,2292,3443
266,2325,3479
267,2342,3494
268,2351,3479
269,2356,3442
270,2378,3430
271,2396,3432
