TIME,II,V
0,-683,3984
1,-719,4420
2,-551,3839
3,-461,3624
4,-529,4020
5,-596,4260
6,-551,4092
7,-449,3921
8,-374,3911
9,-335,3821
10,-286,3621
11,-233,3531
12,-198,3585
13,-193,3594
14,-198,3513
15,-187,3460
16,-176,3513
17,-185,3580
18,-198,3585
19,-183,3532
20,-154,3513
21,-147,3545
22,-176,3585
23,-218,3565
24,-198,3513
25,69,3393
26,727,3114
27,1626,2613
28,2400,2064
29,2869,1709
30,3039,1702
31,2712,2007
32,1564,2571
33,-128,3314
34,-1409,4165
35,-1690,4990
36,-1409,5649
37,-1290,5939
38,-1409,5758
39,-1453,5223
40,-1409,4672
41,-1439,4305
42,-1409,4092
43,-1095,3904
44,-639,3766
45,-369,3708
46,-330,3694
47,-333,3656
48,-308,3658
49,-339,3719
50,-418,3766
51,-462,3729
52,-440,3694
53,-421,3726
54,-418,3766
55,-391,3720
56,-308,3658
57,-206,3646
58,-132,3658
59,-87,3597
60,-22,3513
61,71,3468
62,154,3477
63,193,3495
64,220,3549
65,275,3627
66,352,3658
67,436,3552
68,551,3368
69,705,3195
70,859,3078
71,974,2959
72,1079,2825
73,1230,2683
74,1431,2571
75,1663,2453
76,1916,2318
77,2188,2159
78,2445,2028
79,2662,1915
80,2841,1811
81,2970,1713
82,2995,1702
83,2879,1784
84,2643,1919
85,2327,2066
86,1938,2282
87,1490,2557
88,1035,2825
89,624,3032
90,264,3259
91,-47,3501
92,-286,3658
93,-442,3672
94,-551,3694
95,-656,3802
96,-749,3911
97,-800,3914
98,-815,3911
99,-836,3982
100,-881,4056
101,-930,4026
102,-947,3984
103,-931,4023
104,-903,4092
105,-892,4072
106,-903,4020
107,-938,4028
108,-991,4092
109,-1052,4109
110,-1101,4092
111,-1129,4105
112,-1145,4165
113,-1155,4169
114,-1145,4092
115,-1103,4005
116,-1035,4020
117,-952,4086
118,-859,4092
119,-762,3993
120,-683,3911
121,-617,3890
122,-551,3875
123,-486,3818
124,-462,3839
125,-480,3973
126,-484,4092
127,-427,4026
128,-330,3839
129,-250,3673
130,-198,3585
131,-167,3526
132,-154,3513
133,-164,3539
134,-176,3549
135,-160,3485
136,-132,3440
137,-119,3463
138,-132,3513
139,-166,3492
140,-242,3440
141,-347,3398
142,-440,3368
143,-495,3313
144,-484,3259
145,-262,3138
146,330,2825
147,1195,2282
148,1982,1738
149,2455,1431
150,2577,1449
151,2217,1723
152,1167,2245
153,-306,2974
154,-1409,3803
155,-1654,4550
156,-1409,5106
157,-1298,5351
158,-1409,5215
159,-1463,4754
160,-1409,4237
161,-1401,3888
162,-1409,3730
163,-1264,3601
164,-991,3440
165,-785,3316
166,-727,3332
167,-734,3413
168,-749,3440
169,-793,3385
170,-859,3368
171,-901,3417
172,-881,3440
173,-833,3376
174,-793,3332
175,-762,3367
176,-705,3404
177,-610,3349
178,-507,3296
179,-420,3311
180,-330,3332
181,-237,3256
182,-176,3187
183,-166,3247
184,-154,3404
185,-88,3488
186,22,3440
187,138,3285
188,264,3078
189,411,2869
190,551,2752
191,662,2710
192,771,2644
193,926,2489
194,1123,2354
195,1338,2285
196,1564,2209
197,1813,2044
198,2070,1883
199,2305,1785
200,2489,1702
201,2610,1575
202,2643,1521
203,2556,1609
204,2334,1775
205,2011,1913
206,1630,2100
207,1222,2381
208,793,2680
209,370,2878
210,0,3042
211,-287,3243
212,-507,3440
213,-683,3527
214,-815,3549
215,-896,3597
216,-947,3694
217,-994,3753
218,-1035,3766
219,-1062,3770
220,-1079,3803
221,-1096,3807
222,-1101,3766
223,-1097,3724
224,-1101,3766
225,-1125,3849
226,-1145,3875
227,-1157,3815
228,-1189,3803
229,-1264,3888
230,-1343,3984
231,-1372,3970
232,-1343,3911
233,-1300,3881
234,-1277,3875
235,-1260,3841
236,-1211,3839
237,-1114,3875
238,-991,3875
239,-876,3784
240,-793,3730
241,-743,3782
242,-727,3875
243,-729,3917
244,-727,3984
245,-697,4073
246,-639,4056
247,-557,3848
248,-462,3621
249,-397,3526
250,-396,3513
251,-429,3452
252,-418,3404
253,-359,3434
254,-330,3477
255,-349,3411
256,-352,3332
257,-309,3348
258,-286,3440
259,-314,3466
260,-330,3440
261,-287,3440
262,-264,3513
263,-325,3582
264,-286,3549
265,237,3248
266,1343,2644
267,2525,1954
268,3083,1593
269,2918,1684
270,2489,1992
271,1989,2260
272,1079,2607
273,-285,3238
274,-1409,4092
275,-1684,4807
276,-1409,5142
277,-1272,5110
278,-1409,4889
279,-1497,4584
280,-1409,4273
281,-1277,4013
282,-1101,3875
283,-798,3817
284,-484,3766
285,-357,3684
286,-396,3658
287,-441,3707
288,-440,3766
289,-458,3756
290,-484,3730
291,-486,3731
292,-462,3730
293,-444,3693
294,-396,3694
295,-301,3736
296,-198,3730
297,-122,3621
298,-44,3549
299,53,3587
300,132,3658
301,158,3663
302,176,3694
303,230,3803
304,308,3875
305,385,3763
306,484,3549
