TIME,II,V
0,-137,-1573
1,-660,-2319
2,-1164,-2742
3,-1279,-2923
4,-1027,-2877
5,-726,-2567
6,-548,-2068
7,-415,-1518
8,-205,-944
9,85,-316
10,411,315
11,733,824
12,1027,1169
13,1263,1386
14,1438,1528
15,1560,1612
16,1643,1663
17,1690,1706
18,1712,1753
19,1715,1785
20,1712,1798
21,1709,1796
22,1712,1798
23,1713,1804
24,1712,1798
25,1709,1776
26,1712,1753
27,1714,1747
28,1712,1753
29,1705,1756
30,1712,1753
31,1737,1749
32,1780,1753
33,1819,1753
34,1849,1753
35,1856,1750
36,1849,1753
37,1838,1752
38,1849,1753
39,1859,1749
40,1849,1753
41,1826,1753
42,1849,1753
43,1919,1747
44,1986,1753
45,1994,1770
46,1986,1798
47,2004,1807
48,2054,1798
49,2092,1784
50,2123,1798
51,2156,1825
52,2191,1843
53,2198,1837
54,2191,1843
55,2186,1866
56,2191,1888
57,2190,1884
58,2191,1888
59,2192,1922
60,2191,1978
61,2184,2010
62,2191,2023
63,2201,2036
64,2191,2068
65,2150,2096
66,2123,2112
67,2121,2113
68,2123,2112
69,2092,2110
70,2054,2112
71,2025,2113
72,1986,2112
73,1896,2097
74,1780,2068
75,1685,2022
76,1643,1978
77,1634,1931
78,1643,1888
79,1649,1839
80,1643,1798
81,1611,1754
82,1575,1708
83,1556,1666
84,1575,1663
85,1610,1688
86,1643,1708
87,1650,1690
88,1643,1663
89,1635,1653
90,1643,1663
91,1650,1664
92,1643,1663
93,1610,1661
94,1575,1663
95,1557,1657
96,1575,1663
97,1605,1682
98,1643,1708
99,1696,1725
100,1780,1753
101,1850,1784
102,1849,1798
103,1772,1775
104,1712,1753
105,1725,1762
106,1780,1798
107,1800,1813
108,1780,1798
109,1762,1766
110,1780,1753
111,1813,1763
112,1849,1798
113,1883,1829
114,1917,1843
115,1911,1825
116,1849,1798
117,1759,1769
118,1712,1753
119,1709,1743
120,1712,1753
121,1697,1773
122,1712,1798
123,1759,1805
124,1780,1798
125,1721,1776
126,1643,1753
127,1617,1725
128,1643,1708
129,1655,1701
130,1643,1708
131,1634,1710
132,1643,1708
133,1646,1702
134,1643,1708
135,1639,1712
136,1643,1708
137,1642,1684
138,1643,1663
139,1642,1653
140,1643,1663
141,1639,1679
142,1643,1708
143,1648,1735
144,1643,1753
145,1611,1752
146,1575,1753
147,1556,1754
148,1575,1753
