TIME,II,V
0,-367,981
1,-478,1330
2,-480,1354
3,-459,1231
4,-474,1174
5,-501,1200
6,-490,1207
7,-442,1155
8,-398,1122
9,-387,1170
10,-397,1255
11,-399,1269
12,-377,1193
13,-344,1113
14,-313,1117
15,-294,1173
16,-278,1193
17,-254,1142
18,-210,1078
19,-171,1064
20,-157,1089
21,-156,1096
22,-105,1063
23,4,1019
24,126,994
25,207,974
26,273,935
27,362,877
28,483,829
29,607,807
30,745,809
31,903,813
32,1071,812
33,1224,813
34,1384,812
35,1585,778
36,1837,685
37,2092,558
38,2309,442
39,2497,332
40,2702,180
41,2928,-12
42,3132,-163
43,3281,-213
44,3400,-210
45,3519,-265
46,3629,-414
47,3688,-575
48,3682,-649
49,3633,-655
50,3565,-683
51,3468,-753
52,3329,-798
53,3150,-800
54,2952,-829
55,2744,-919
56,2526,-989
57,2298,-980
58,2074,-948
59,1856,-947
60,1643,-918
61,1428,-806
62,1235,-689
63,1073,-673
64,939,-725
65,806,-713
66,677,-599
67,565,-485
68,488,-459
69,426,-475
70,361,-427
71,269,-295
72,168,-167
73,76,-112
74,23,-98
75,-2,-56
76,-14,9
77,-34,44
78,-53,34
79,-57,33
80,-34,74
81,-7,127
82,0,135
83,-22,97
84,-47,55
85,-51,38
86,-32,34
87,-10,24
88,0,14
89,-2,23
90,-8,33
91,-17,20
92,-30,-10
93,-41,-13
94,-40,27
95,-28,71
96,-18,71
97,-16,41
98,-20,31
99,-32,54
100,-61,59
101,-97,20
102,-115,-16
103,-116,6
104,-130,58
105,-170,61
106,-199,-10
107,-184,-86
108,-146,-87
109,-129,-14
110,-140,57
111,-143,61
112,-119,-1
113,-99,-84
114,-122,-147
115,-174,-163
116,-205,-125
117,-194,-67
118,-172,-44
119,-177,-62
120,-203,-68
121,-205,-42
122,-170,-28
123,-129,-54
124,-118,-78
125,-124,-64
126,-117,-52
127,-95,-89
128,-96,-133
129,-133,-113
130,-178,-41
131,-192,-1
132,-182,-39
133,-180,-109
134,-195,-140
135,-206,-120
136,-203,-87
137,-200,-62
138,-215,-18
139,-236,64
140,-242,143
141,-229,153
142,-215,84
143,-214,2
144,-217,-20
145,-204,24
146,-176,74
147,-155,74
148,-157,25
149,-175,-20
150,-187,-25
151,-181,-3
152,-164,-1
153,-142,-29
154,-123,-53
155,-113,-40
156,-121,-1
157,-138,29
158,-143,29
159,-135,11
160,-133,-6
161,-139,-9
162,-131,2
163,-98,10
164,-72,0
165,-79,-13
166,-103,-2
167,-108,19
168,-87,3
169,-64,-58
170,-56,-104
171,-58,-71
172,-62,15
173,-66,71
174,-63,54
175,-46,12
176,-17,8
177,9,36
178,18,36
179,16,-10
180,19,-57
181,27,-69
182,18,-61
183,-22,-44
184,-70,9
185,-84,91
186,-47,132
187,9,81
188,36,-8
189,18,-43
190,-16,-25
191,-30,-30
192,-20,-87
193,-12,-124
194,-23,-65
195,-38,51
196,-27,111
197,6,58
198,32,-45
199,31,-97
200,21,-77
201,18,-36
202,16,-16
203,5,-9
204,-3,1
205,9,10
206,37,3
207,56,-9
208,60,-7
209,59,8
210,63,15
211,74,-7
212,90,-51
213,100,-87
214,91,-94
215,70,-88
216,63,-100
217,83,-132
218,113,-155
219,129,-158
220,131,-148
221,131,-110
222,141,-33
223,163,33
224,205,1
225,257,-97
226,300,-118
227,323,8
228,340,150
229,368,157
230,406,58
231,446,21
232,487,127
233,529,295
234,568,400
235,610,400
236,672,337
237,757,269
238,836,192
239,883,28
240,897,-285
241,888,-676
242,857,-973
243,808,-1066
244,767,-1013
245,755,-943
246,758,-914
247,729,-902
248,634,-871
249,472,-802
250,278,-684
251,98,-528
252,-24,-385
253,-86,-312
254,-118,-322
255,-152,-364
256,-191,-391
257,-225,-378
258,-240,-344
259,-252,-296
260,-247,-274
261,-258,-254
262,-263,-275
263,-278,-275
264,-251,-284
265,-217,-235
266,-197,-207
267,-206,-192
268,-198,-226
269,-175,-246
270,-164,-257
271,-173,-277
272,-126,-410
273,46,-736
274,356,-1215
275,831,-1658
276,1634,-2091
277,3033,-3083
278,5156,-5454
279,7777,-9426
280,10358,-14262
281,12306,-18870
282,13158,-22548
283,12641,-24988
284,10813,-25849
285,8253,-24790
286,5861,-21918
287,4258,-17980
288,3409,-13967
289,2912,-10579
290,2485,-7980
291,2065,-5968
292,1615,-4305
293,1102,-2938
294,595,-1910
295,201,-1175
296,-68,-561
297,-271,38
298,-424,555
299,-507,872
300,-525,980
301,-544,1019
302,-562,1074
303,-580,1173
304,-551,1204
305,-514,1201
306,-471,1166
307,-452,1193
308,-440,1222
309,-434,1254
310,-422,1255
311,-402,1267
312,-356,1276
313,-296,1263
314,-248,1210
315,-243,1155
316,-270,1139
317,-290,1155
318,-278,1160
319,-244,1138
320,-220,1122
321,-215,1124
322,-220,1119
323,-224,1089
324,-227,1069
325,-222,1085
326,-197,1113
327,-159,1098
328,-135,1049
329,-144,1014
330,-164,1024
331,-159,1042
332,-119,1033
333,-73,996
334,-44,975
335,-35,991
336,-28,1025
337,-15,1034
338,6,1008
339,29,968
340,60,949
341,101,953
342,158,971
343,209,993
344,254,1021
345,302,1050
346,388,1066
347,508,1060
348,638,1050
349,743,1060
350,838,1096
351,951,1128
352,1114,1111
353,1317,1023
354,1545,895
355,1769,802
356,1986,793
357,2198,823
358,2419,792
359,2640,671
360,2846,535
361,3024,449
362,3193,375
363,3364,237
364,3532,33
365,3667,-163
366,3758,-295
367,3812,-365
368,3848,-418
369,3863,-501
370,3842,-636
371,3758,-782
372,3609,-866
373,3419,-880
374,3231,-902
375,3055,-999
376,2882,-1139
377,2688,-1237
378,2485,-1260
379,2287,-1240
380,2107,-1218
381,1930,-1211
382,1764,-1218
383,1610,-1220
384,1484,-1191
385,1365,-1138
386,1242,-1096
387,1099,-1071
388,964,-1029
389,854,-951
390,785,-869
391,729,-807
392,671,-739
393,600,-634
394,534,-516
395,481,-423
396,444,-352
397,404,-274
398,365,-196
399,331,-142
400,322,-125
401,325,-130
402,322,-143
403,303,-137
404,286,-86
405,275,8
406,262,87
407,243,99
408,243,41
409,268,-23
410,294,-43
411,287,-20
412,258,-4
413,231,-22
414,217,-69
415,195,-108
416,160,-122
417,128,-117
418,117,-107
419,119,-92
420,114,-77
421,100,-81
422,90,-121
423,83,-168
424,59,-172
425,14,-133
426,-15,-113
427,3,-149
428,54,-205
429,86,-225
430,77,-206
431,51,-181
432,40,-163
433,37,-144
434,11,-127
435,-37,-128
436,-70,-140
437,-62,-142
438,-37,-129
439,-35,-110
440,-58,-95
441,-72,-94
442,-59,-111
443,-34,-127
444,-29,-115
445,-53,-79
446,-88,-69
447,-107,-116
448,-100,-189
449,-85,-230
450,-91,-213
451,-127,-150
452,-171,-76
453,-191,-31
454,-180,-44
455,-159,-90
456,-152,-104
457,-155,-52
458,-149,16
459,-132,28
460,-126,-24
461,-136,-77
462,-147,-82
463,-144,-62
464,-139,-76
465,-145,-138
466,-153,-195
467,-147,-189
468,-136,-123
469,-139,-57
470,-156,-41
471,-163,-61
472,-145,-74
473,-115,-72
474,-94,-81
475,-91,-100
