TIMESTAMP,II,V
0,2534,1649
1,2713,1855
2,2204,1649
3,1970,1598
4,2204,1814
5,2357,1989
6,2204,2011
7,2052,2032
8,2093,2110
9,2120,2144
10,1983,2110
11,1885,2082
12,2204,2077
13,3158,2051
14,4738,2011
15,6773,1999
16,9035,2011
17,11158,2002
18,12560,1945
19,12568,1825
20,10908,1616
21,8061,1306
22,5068,956
23,2828,665
24,1653,528
25,1310,546
26,1432,659
27,1718,784
28,1983,890
29,2105,969
30,2093,1022
31,2024,1035
32,1983,1022
33,1973,1000
34,1983,989
35,1983,977
36,1983,956
37,1970,919
38,1983,890
39,2014,886
40,2093,923
41,2159,976
42,2204,1022
43,2198,1042
44,2204,1055
45,2243,1068
46,2314,1088
47,2373,1111
48,2424,1154
49,2472,1215
50,2534,1286
51,2588,1350
52,2644,1418
53,2695,1488
54,2754,1550
55,2807,1584
56,2865,1616
57,2914,1676
58,2975,1781
59,3056,1894
60,3195,1978
61,3365,2011
62,3526,2011
63,3639,2004
64,3746,2011
65,3855,2018
66,3966,2011
67,4064,1980
68,4187,1945
69,4315,1921
70,4407,1912
71,4446,1900
72,4517,1879
73,4637,1855
74,4738,1847
75,4749,1847
76,4738,1847
77,4747,1829
78,4738,1814
79,4640,1806
80,4517,1814
81,4441,1816
82,4407,1814
83,4322,1807
84,4187,1814
85,4053,1826
86,3966,1847
87,3875,1862
88,3746,1879
89,3573,1885
90,3415,1879
91,3289,1858
92,3195,1847
93,3089,1842
94,2975,1847
95,2852,1850
96,2754,1879
97,2677,1928
98,2644,1978
99,2635,2000
100,2644,2011
101,2641,2023
102,2644,2044
103,2642,2057
104,2644,2077
105,2636,2113
106,2644,2176
107,2649,2242
108,2644,2308
109,2625,2361
110,2644,2407
111,2698,2439
112,2754,2473
113,2760,2514
114,2754,2572
115,2783,2626
116,2865,2671
117,2938,2701
118,2975,2737
119,2972,2763
120,2975,2770
121,2977,2739
122,2975,2704
123,2962,2688
124,2975,2704
125,2990,2715
126,2975,2704
127,2910,2668
128,2865,2638
129,2857,2599
130,2865,2539
131,2851,2457
132,2865,2407
133,2919,2397
134,2975,2407
135,2978,2402
136,2975,2407
137,3012,2426
138,3085,2440
139,3140,2420
140,3195,2407
141,3285,2426
142,3415,2473
143,3506,2508
144,3526,2539
145,3509,2563
146,3526,2572
147,3523,2541
148,3415,2506
149,3187,2485
150,2975,2473
151,2811,2431
152,2644,2374
153,2398,2317
154,2204,2275
155,2115,2225
156,2093,2176
157,2035,2133
158,1983,2110
159,2010,2099
160,2093,2110
161,2100,2145
162,1983,2209
163,1827,2277
164,1763,2341
165,1791,2389
166,1983,2440
167,2665,2489
168,4187,2539
169,6323,2573
170,8484,2605
171,10425,2637
172,12230,2671
173,13280,2652
174,12340,2539
175,9151,2325
176,5289,2077
177,2593,1849
178,1432,1682
179,1047,1601
180,992,1649
181,1292,1792
182,1763,1945
183,1973,2033
184,1873,2077
185,1752,2106
186,1763,2110
187,1786,2054
188,1763,1978
189,1743,1936
190,1763,1945
191,1767,1956
192,1763,1945
193,1747,1910
194,1763,1879
195,1791,1862
196,1873,1879
197,1947,1922
198,1983,1978
199,1973,2011
200,1983,2011
201,2031,1971
202,2093,1912
203,2136,1841
204,2204,1781
205,2309,1733
206,2424,1715
207,2490,1709
208,2534,1715
209,2582,1721
210,2644,1748
211,2691,1791
212,2754,1847
213,2850,1885
214,2975,1912
215,3086,1936
216,3195,1978
217,3303,2025
218,3415,2077
219,3514,2131
220,3636,2209
221,3791,2297
222,3966,2374
223,4101,2406
224,4187,2407
225,4239,2397
226,4297,2407
227,4355,2432
228,4407,2473
229,4420,2508
230,4407,2539
231,4390,2564
232,4407,2605
233,4428,2654
234,4407,2704
235,4311,2737
236,4187,2770
237,4067,2794
238,3966,2803
239,3855,2784
240,3746,2770
241,3636,2766
242,3526,2770
243,3372,2754
244,3195,2737
245,3042,2718
246,2975,2704
247,2939,2680
248,2865,2671
249,2732,2671
250,2644,2671
