TIME,II,V
0,2351,656
1,2792,814
2,2675,832
3,2713,883
4,3080,1009
5,3412,1106
6,3567,1135
7,3727,1142
8,3972,1160
9,4175,1159
10,4296,1135
11,4392,1111
12,4458,1110
13,4442,1119
14,4377,1135
15,4312,1156
16,4215,1185
17,4035,1225
18,3810,1286
19,3597,1368
20,3405,1463
21,3201,1554
22,2999,1639
23,2819,1710
24,2675,1765
25,2544,1799
26,2432,1816
27,2339,1805
28,2270,1765
29,2191,1694
30,2108,1614
31,2039,1530
32,2027,1437
33,2036,1324
34,2027,1210
35,1977,1116
36,1946,1059
37,1944,1033
38,1946,1034
39,1905,1039
40,1864,1034
41,1852,1022
42,1864,1034
43,1860,1071
44,1864,1110
45,1896,1124
46,1946,1135
47,1962,1150
48,1946,1160
49,1907,1139
50,1864,1110
51,1815,1097
52,1783,1110
53,1775,1110
54,1783,1084
55,1784,1040
56,1783,1009
57,1783,992
58,1783,983
59,1755,976
60,1702,983
61,1648,1006
62,1621,1034
63,1594,1054
64,1540,1084
65,1472,1135
66,1459,1210
67,1501,1288
68,1540,1362
69,1534,1409
70,1540,1412
71,1585,1352
72,1621,1261
73,1588,1170
74,1540,1110
75,1550,1070
76,1621,1059
77,1678,1076
78,1702,1135
79,1726,1223
80,1783,1336
81,1839,1458
82,1864,1589
83,1858,1710
84,1864,1816
85,1898,1894
86,1946,1967
87,1964,2052
88,1946,2169
89,1900,2299
90,1864,2421
91,1849,2509
92,1864,2572
93,1901,2622
94,1946,2673
95,1964,2723
96,1946,2774
97,1899,2824
98,1864,2875
99,1854,2906
100,1864,2900
101,1867,2851
102,1864,2774
103,1861,2667
104,1864,2522
105,1841,2324
106,1783,2093
107,1716,1843
108,1702,1589
109,1740,1327
110,1783,1084
111,1789,880
112,1783,731
113,1785,618
114,1783,530
115,1746,454
116,1702,403
117,1684,361
118,1702,328
119,1732,298
120,1783,303
121,1859,340
122,1946,403
123,2001,462
124,2027,530
125,2031,613
126,2027,731
127,1995,860
128,1946,983
129,1889,1083
130,1864,1160
131,1880,1214
132,1946,1261
133,2005,1320
134,2027,1412
135,1988,1527
136,1946,1639
137,1926,1737
138,1946,1841
139,1980,1955
140,2027,2068
141,2053,2161
142,2027,2244
143,1941,2294
144,1864,2270
145,1878,2131
146,2027,1916
147,2294,1661
148,2675,1387
149,3181,1081
150,3810,782
151,4471,527
152,5026,353
153,5352,251
154,5431,227
155,5285,276
156,4945,403
157,4416,588
158,3729,832
159,2909,1133
160,2027,1513
161,1194,1964
162,567,2471
163,209,2979
164,81,3429
165,100,3743
166,243,3883
167,476,3861
168,730,3757
169,919,3643
170,1054,3556
171,1171,3485
172,1297,3429
173,1393,3386
174,1459,3354
175,1496,3320
176,1540,3278
177,1578,3214
178,1621,3127
179,1656,3022
180,1702,2925
181,1745,2824
182,1783,2698
183,1793,2526
184,1783,2345
185,1769,2171
186,1783,2017
187,1820,1864
188,1864,1740
189,1898,1646
190,1946,1589
191,2014,1550
192,2108,1563
193,2194,1636
194,2270,1765
195,2316,1909
196,2351,2068
197,2400,2230
198,2513,2396
199,2672,2538
200,2837,2673
201,2983,2793
