TIMESTAMP,II,V
0,-518,-258
1,-523,-388
2,-518,-516
3,-683,-618
4,-888,-645
5,-991,-666
6,-1110,-839
7,-1316,-1150
8,-1406,-1355
9,-1286,-1313
10,-1258,-1226
11,-1592,-1389
12,-2073,-1807
13,-2328,-2238
14,-2369,-2517
15,-2483,-2708
16,-2739,-2905
17,-2921,-3071
18,-2887,-3098
19,-2757,-2977
20,-2665,-2775
21,-2527,-2513
22,-2147,-2130
23,-1535,-1653
24,-962,-1226
25,-664,-946
26,-592,-710
27,-553,-385
28,-444,0
29,-260,296
30,0,452
31,277,558
32,444,710
33,489,902
34,592,1097
35,871,1303
36,1184,1549
37,1355,1809
38,1406,2001
39,1472,2092
40,1555,2130
41,1585,2170
42,1555,2195
43,1497,2171
44,1406,2130
45,1315,2119
46,1332,2130
47,1486,2114
48,1629,2065
49,1607,2016
50,1481,2001
51,1420,2019
52,1481,2065
53,1538,2095
54,1481,2065
55,1322,1965
56,1184,1872
57,1162,1859
58,1258,1936
59,1366,2024
60,1406,2065
61,1412,2055
62,1481,2065
63,1571,2138
64,1555,2259
65,1413,2319
66,1332,2259
67,1413,2123
68,1555,2065
69,1630,2152
70,1703,2324
71,1827,2437
72,1925,2453
73,1920,2427
74,1925,2453
75,2008,2515
76,2073,2582
77,2030,2651
78,1999,2775
79,2049,2911
80,2073,2969
81,1996,2923
82,1999,2905
83,2197,3001
84,2443,3163
85,2548,3262
86,2591,3292
87,2681,3312
88,2739,3356
89,2664,3370
90,2591,3356
91,2665,3375
92,2813,3485
93,2876,3619
94,2887,3679
95,2926,3646
96,2961,3615
97,2923,3623
98,2887,3615
99,2925,3528
100,2961,3421
101,2864,3349
102,2665,3292
103,2486,3181
104,2369,3034
105,2238,2876
106,2073,2711
107,1947,2545
108,1925,2453
109,1929,2434
110,1851,2388
111,1704,2219
112,1629,2001
113,1652,1856
114,1629,1807
115,1415,1745
116,1110,1614
117,930,1453
118,962,1355
119,1055,1322
120,1036,1291
121,875,1188
122,666,1033
123,469,895
124,296,839
125,170,825
126,148,775
127,202,651
128,222,516
129,146,425
130,74,387
131,136,376
132,296,387
133,356,395
134,222,387
135,53,406
136,74,516
137,243,632
138,296,581
139,105,358
140,-148,194
141,-247,230
142,-222,323
143,-235,272
144,-296,129
145,-298,70
146,-222,129
147,-157,189
148,-148,194
149,-154,186
150,-148,194
151,-162,194
152,-222,194
153,-293,231
154,-296,323
155,-186,435
156,0,516
157,148,510
158,148,387
159,-12,184
160,-222,0
161,-333,-87
162,-296,-65
163,-212,44
164,-222,194
165,-342,290
166,-444,258
167,-415,155
168,-296,129
169,-218,208
170,-222,258
171,-205,193
172,-74,129
173,98,212
174,148,387
175,43,466
176,-74,387
177,-88,275
178,-74,258
179,-172,308
180,-370,323
181,-500,281
182,-444,258
183,-254,294
184,-74,323
185,7,273
186,0,194
187,-19,201
188,0,323
189,25,427
190,0,387
191,-54,254
192,-74,194
193,-99,256
194,-222,323
195,-380,301
196,-370,258
197,-166,274
198,0,323
199,-18,367
200,-74,452
201,-28,566
202,0,581
203,-111,445
204,-222,323
205,-158,370
206,0,516
207,91,595
208,148,581
209,247,533
210,296,452
211,201,330
212,74,258
213,50,301
214,74,387
215,64,431
216,74,452
217,138,490
218,148,516
219,38,491
220,-74,452
221,-63,462
222,0,516
223,-38,540
224,-148,516
225,-129,537
226,74,645
227,208,682
228,74,516
229,-63,386
230,148,581
231,414,788
232,74,387
233,-711,-422
234,-888,-581
235,-27,321
236,888,1291
237,820,1298
238,74,645
239,-351,299
240,-222,452
241,-42,599
242,-74,516
243,-129,410
244,-148,323
245,-261,108
246,-444,-194
247,-521,-377
248,-518,-452
249,-623,-591
250,-888,-839
251,-1149,-1062
252,-1258,-1162
253,-1246,-1164
254,-1258,-1162
255,-1399,-1238
256,-1629,-1420
257,-1822,-1641
258,-1925,-1807
259,-2025,-1920
260,-2221,-2065
261,-2489,-2321
262,-2739,-2646
263,-2955,-2933
264,-3183,-3098
265,-3368,-3160
266,-3331,-3163
267,-2998,-3118
268,-2517,-2969
269,-2080,-2662
270,-1703,-2195
271,-1302,-1656
272,-888,-1162
273,-567,-787
274,-370,-516
275,-210,-277
276,0,0
277,246,325
278,444,645
279,526,887
280,518,1033
281,549,1157
282,740,1355
283,1079,1632
284,1406,1872
285,1574,1968
286,1555,1936
287,1444,1900
288,1332,1936
289,1249,2000
290,1184,2001
291,1158,1947
292,1184,1936
293,1216,2004
294,1184,2065
295,1112,2030
296,1110,1936
297,1216,1873
298,1332,1872
299,1340,1897
300,1258,1936
301,1188,1976
302,1184,2001
303,1212,2012
304,1258,2065
305,1347,2149
306,1481,2195
307,1552,2162
308,1481,2130
309,1323,2134
310,1258,2130
311,1329,2080
312,1406,2065
313,1378,2108
314,1332,2130
315,1393,2076
316,1555,2065
317,1716,2189
318,1851,2388
319,1933,2518
320,1925,2582
321,1847,2638
322,1851,2711
323,1970,2747
324,2073,2775
325,2065,2847
326,2073,2969
327,2182,3041
328,2295,3034
329,2299,3016
330,2295,3098
331,2366,3229
332,2443,3292
333,2450,3263
334,2517,3292
335,2730,3445
336,2961,3615
337,3038,3665
338,3035,3679
339,3094,3812
340,3183,4066
341,3138,4222
342,2961,4131
343,2808,3872
344,2813,3679
345,2949,3663
346,3109,3744
347,3156,3745
348,3035,3615
349,2837,3422
350,2739,3292
351,2758,3264
352,2739,3292
353,2578,3258
354,2369,3098
355,2205,2848
356,2073,2646
357,1974,2576
358,1999,2582
359,2085,2480
360,1999,2195
361,1656,1854
362,1332,1678
363,1267,1660
364,1332,1614
365,1240,1443
366,962,1291
367,666,1234
368,444,1162
369,283,999
370,222,904
371,279,953
372,370,968
373,394,776
374,370,516
375,319,393
376,222,387
377,122,357
378,148,323
379,275,351
380,296,387
381,112,349
382,-74,323
383,-55,408
384,74,516
385,53,462
386,-148,258
387,-295,115
388,-222,194
389,-50,401
390,0,516
391,-112,417
392,-222,194
393,-208,23
394,-148,0
395,-202,85
396,-370,194
397,-469,262
398,-370,258
399,-196,173
400,-148,65
401,-199,33
402,-148,129
403,22,272
404,74,323
405,-104,237
406,-296,129
407,-299,135
408,-222,258
409,-240,359
410,-296,323
411,-264,183
412,-222,65
413,-289,33
414,-370,65
415,-306,137
